ORF_ID	ORF	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description
0000346419	megahit_133281_29353-30129	PF00873.14	104.4	2e-30	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000346420	megahit_133281_30187-32370	PF00873.14	354.3	6.6e-106	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000346421	megahit_133281_32370-33647	K12340_892	189.7	4.2e-56	tolC	-	KEGG	outer membrane protein
0000346548	megahit_133312_44868-46148	K11060_3	44.8	3.4e-12	entB	-	KEGG	probable enterotoxin B
0000346769	megahit_133358_31259-31783	PF00881.19	102.7	1.1e-29	Nitroreductase	-	PFAM	Nitroreductase family
0000346785	megahit_133358_45673-46224	PF07883.6	57	6.4e-16	Cupin_2	-	PFAM	Cupin domain
0000346885	megahit_133396_1186-1575	PF00903.20	84.7	3.3e-24	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000347032	megahit_133502_560-2527	PF00675.15	114.4	2.4e-33	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000347032	megahit_133502_560-2527	PF05193.16	45.7	3.6e-12	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000347096	megahit_133538_26199-29234	PF00873.14	975.8	1.2e-293	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000347097	megahit_133538_29231-30550	K12340_892	166.5	4.5e-49	tolC	-	KEGG	outer membrane protein
0000347109	megahit_133548_2201-2383	TIGR01593	40.5	1.2e-10	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000347109	megahit_133548_2201-2383	PF05105.7	57.7	5.5e-16	Phage_holin_4	-	PFAM	Holin family
0000347110	megahit_133548_2365-2613	PF05105.7	73.4	7.2e-21	Phage_holin_4	-	PFAM	Holin family
0000347110	megahit_133548_2365-2613	TIGR01593	45.5	3.5e-12	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000347165	megahit_133550_53279-54670	K03699_483	318.9	2.2e-95	tlyC	-	KEGG	putative hemolysin
0000347184	megahit_133560_856-2091	PF05193.16	120.6	3.9e-35	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000347184	megahit_133560_856-2091	PF00675.15	117.3	3e-34	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000347184	megahit_133560_856-2091	K06972_355	63.1	6.4e-18	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000347205	megahit_133562_21690-22070	PF02742.10	52.1	2.5e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000347417	megahit_133618_142681-144111	PF01636.18	58.2	6.4e-16	APH	-	PFAM	Phosphotransferase enzyme family
0000347476	megahit_133618_213832-217050	PF00873.14	963.7	5.5e-290	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000347477	megahit_133618_217054-218445	K12340_892	147.7	2.2e-43	tolC	-	KEGG	outer membrane protein
0000347663	megahit_133666_19663-20295	PF00717.18	61.4	3.1e-17	Peptidase_S24	-	PFAM	Peptidase S24-like
0000347753	megahit_133671_1804-2454	K12679_6	182.9	4e-54	icsA, virG	-	KEGG	outer membrane protein IcsA
0000347811	megahit_133685_7081-7584	PF00881.19	102.9	9.9e-30	Nitroreductase	-	PFAM	Nitroreductase family
0000347907	megahit_133752_38078-39358	K03699_483	408.5	1.4e-122	tlyC	-	KEGG	putative hemolysin
0000348146	megahit_133859_4047-5198	PF01636.18	46.8	2e-12	APH	-	PFAM	Phosphotransferase enzyme family
0000348183	megahit_133903_2570-3325	PF03372.18	88.4	4.5e-25	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000348259	megahit_133943_26156-26383	PF14057.1	143.6	3.9e-42	GGGtGRT	-	PFAM	GGGtGRT protein
0000348517	megahit_134133_4354-5802	K12340_892	133.3	5.4e-39	tolC	-	KEGG	outer membrane protein
0000348543	megahit_134140_6033-6341	PF04221.7	61.8	2.5e-17	RelB	-	PFAM	RelB antitoxin
0000348544	megahit_134140_6338-6676	PF05016.9	51	9e-14	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000348652	megahit_134209_17477-18172	K11062_2	63.3	7.8e-18	entD	-	KEGG	probable enterotoxin D
0000348659	megahit_134209_26593-27210	PF00717.18	53.3	1e-14	Peptidase_S24	-	PFAM	Peptidase S24-like
0000348718	megahit_134215_52581-53801	K12340_892	42.9	1.4e-11	tolC	-	KEGG	outer membrane protein
0000348870	megahit_134323_928-1683	PF03372.18	91.2	6.2e-26	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000348894	megahit_134352_1200-2207	K11060_3	52.4	1.8e-14	entB	-	KEGG	probable enterotoxin B
0000348898	megahit_134352_5274-5693	PF00903.20	62.9	1.8e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000348917	megahit_134362_10898-12235	K03699_483	479.8	3.3e-144	tlyC	-	KEGG	putative hemolysin
0000348926	megahit_134362_21003-22109	PF14031.1	59.8	1.5e-16	D-ser_dehydrat	-	PFAM	Putative serine dehydratase domain
0000348938	megahit_134362_34153-34506	K11022_5	73.6	7.1e-21	rtxA1	-	KEGG	structural toxin protein (hemagglutinin\/hemolysin) RtxA
0000349001	megahit_134394_6291-7082	K03699_483	256.4	2e-76	tlyC	-	KEGG	putative hemolysin
0000349002	megahit_134394_7107-7454	PF02452.12	111.5	1.5e-32	PemK	-	PFAM	PemK-like protein
0000349064	megahit_134431_12107-13402	PF00675.15	51.6	5.3e-14	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000349064	megahit_134431_12107-13402	PF05193.16	49.6	2.3e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000349065	megahit_134431_13392-14690	PF05193.16	69	2.6e-19	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000349173	megahit_134431_130846-131325	TIGR01593	43.3	1.6e-11	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000349173	megahit_134431_130846-131325	PF05105.7	89	1.1e-25	Phage_holin_4	-	PFAM	Holin family
0000349440	megahit_134558_2902-5991	PF00873.14	890.7	5.9e-268	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000349444	megahit_134559_874-1944	K01186_172	60.9	6.3e-17	NEU1	-	KEGG	Sialidase-1
0000349480	megahit_134573_12552-14114	PF13091.1	111.2	1.7e-32	PLDc_2	-	PFAM	PLD-like domain
0000349492	megahit_134581_2832-3233	PF00881.19	53.2	2e-14	Nitroreductase	-	PFAM	Nitroreductase family
0000349555	megahit_134618_22382-22915	PF07883.6	45.9	1.9e-12	Cupin_2	-	PFAM	Cupin domain
0000349783	megahit_134741_31586-32170	PF00717.18	61.4	3e-17	Peptidase_S24	-	PFAM	Peptidase S24-like
0000349786	megahit_134744_1073-4219	PF00873.14	905.3	2.5e-272	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000349807	megahit_134756_4119-4739	PF00717.18	61	4.1e-17	Peptidase_S24	-	PFAM	Peptidase S24-like
0000349818	megahit_134756_13983-15533	PF01473.15	88	9.2e-26	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000349818	megahit_134756_13983-15533	K11063_6	113	3.3e-33	tcdAB	-	KEGG	toxin A\/B
0000349962	megahit_134791_2052-3254	K11063_6	43.8	2.3e-12	tcdAB	-	KEGG	toxin A\/B
0000349962	megahit_134791_2052-3254	PF01473.15	75.4	9.1e-22	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000349964	megahit_134791_4529-5791	K11060_3	40.6	6.4e-11	entB	-	KEGG	probable enterotoxin B
0000350019	megahit_134834_626-994	PF06154.6	175	2.4e-52	YagB_YeeU_YfjZ	-	PFAM	YagB/YeeU/YfjZ family
0000350020	megahit_134834_1922-3181	PF01636.18	65.1	4.9e-18	APH	-	PFAM	Phosphotransferase enzyme family
0000350039	megahit_134834_21804-22820	PF13091.1	44.6	6.8e-12	PLDc_2	-	PFAM	PLD-like domain
0000350094	megahit_134865_23324-23836	PF00881.19	93.4	8.5e-27	Nitroreductase	-	PFAM	Nitroreductase family
0000350116	megahit_134866_14142-15125	PF13950.1	60	1e-16	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000350118	megahit_134866_16752-17090	PF00881.19	61.3	6.3e-17	Nitroreductase	-	PFAM	Nitroreductase family
0000350136	megahit_134868_5527-6516	PF00882.13	52.3	3.2e-14	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C
0000350302	megahit_134943_20235-20768	PF00881.19	99.7	9.9e-29	Nitroreductase	-	PFAM	Nitroreductase family
0000350379	megahit_134952_2793-3377	PF00717.18	49.7	1.4e-13	Peptidase_S24	-	PFAM	Peptidase S24-like
0000350389	megahit_134972_479-1252	PF04488.10	63.1	1.7e-17	Gly_transf_sug	-	PFAM	Glycosyltransferase sugar-binding region containing DXD motif
0000350408	megahit_134991_946-1533	PF00882.13	82.6	1.5e-23	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C
0000350416	megahit_134993_290-583	PF04221.7	41.4	5.8e-11	RelB	-	PFAM	RelB antitoxin
0000350473	megahit_135055_1954-4989	PF00873.14	696.8	2.3e-209	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000350686	megahit_135244_219-1385	PF13091.1	77.1	6e-22	PLDc_2	-	PFAM	PLD-like domain
0000350728	megahit_135272_12580-13125	PF00717.18	56.3	1.2e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000350816	megahit_135296_1438-2442	PF00782.15	88.1	2.3e-25	DSPc	-	PFAM	Dual specificity phosphatase, catalytic domain
0000350891	megahit_135341_185-1432	PF05193.16	90.5	6.5e-26	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000350891	megahit_135341_185-1432	PF00675.15	65.5	2.9e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000350891	megahit_135341_185-1432	K06972_355	59.5	7.7e-17	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000351013	megahit_135369_71825-72580	PF01636.18	54.3	9.8e-15	APH	-	PFAM	Phosphotransferase enzyme family
0000351211	megahit_135455_7698-8969	PF01473.15	57.8	3.5e-16	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000351211	megahit_135455_7698-8969	K11063_6	47	2.6e-13	tcdAB	-	KEGG	toxin A\/B
0000351212	megahit_135455_9058-10110	PF01473.15	70.1	4.2e-20	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000351228	megahit_135459_1-558	PF00717.18	51	5.3e-14	Peptidase_S24	-	PFAM	Peptidase S24-like
0000351333	megahit_135543_1-270	PF02452.12	73.3	1.1e-20	PemK	-	PFAM	PemK-like protein
0000351369	megahit_135572_146-529	PF04221.7	56.7	9.7e-16	RelB	-	PFAM	RelB antitoxin
0000351433	megahit_135572_62612-63340	PF00881.19	93.1	1e-26	Nitroreductase	-	PFAM	Nitroreductase family
0000351458	megahit_135572_85692-86444	PF03372.18	90.5	1e-25	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000351471	megahit_135572_97854-98945	K10816_8	76.7	7.1e-22	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000351472	megahit_135572_98949-99218	K10815_8	41.6	2.8e-11	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]
0000351474	megahit_135572_99623-100750	K10815_8	119.3	7.5e-35	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]
0000351475	megahit_135572_100741-101049	K10814_8	50.2	1.1e-13	hcnA	-	KEGG	hydrogen cyanide synthase HcnA [EC:1.4.99.5]
0000351681	megahit_135602_148163-149143	PF13950.1	71	3.7e-20	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000351687	megahit_135602_152793-154064	PF05193.16	108.3	2.3e-31	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000351688	megahit_135602_154054-155337	K06972_355	42.7	8.8e-12	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000351688	megahit_135602_154054-155337	PF00675.15	61.8	3.8e-17	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000351688	megahit_135602_154054-155337	PF05193.16	50.1	1.6e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000351737	megahit_135602_198294-198902	PF00881.19	59.9	1.7e-16	Nitroreductase	-	PFAM	Nitroreductase family
0000351775	megahit_135640_1-333	PF00881.19	44.9	6.9e-12	Nitroreductase	-	PFAM	Nitroreductase family
0000351822	megahit_135643_44740-45312	PF00881.19	40.8	1.3e-10	Nitroreductase	-	PFAM	Nitroreductase family
0000351876	megahit_135643_102258-102524	PF05016.9	49.4	3e-13	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000351876	megahit_135643_102258-102524	TIGR02385	44	1.3e-11	RelE_StbE	-	TIGR	addiction module toxin, RelE/StbE family
0000351895	megahit_135653_991-1626	PF00717.18	58.8	2e-16	Peptidase_S24	-	PFAM	Peptidase S24-like
0000351911	megahit_135669_1-417	PF00873.14	64.6	2.1e-18	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000351926	megahit_135695_2219-2545	PF07883.6	55.9	1.4e-15	Cupin_2	-	PFAM	Cupin domain
0000352043	megahit_135726_12514-13641	K11063_6	50.8	1.8e-14	tcdAB	-	KEGG	toxin A\/B
0000352043	megahit_135726_12514-13641	PF01473.15	57.4	4.6e-16	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000352107	megahit_135760_44105-45541	K10816_8	54.7	3.3e-15	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000352108	megahit_135760_45538-46779	K10815_8	76.7	6.4e-22	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]
0000352133	megahit_135788_9380-9943	PF00881.19	126.5	5.5e-37	Nitroreductase	-	PFAM	Nitroreductase family
0000352494	megahit_135897_4804-5148	PF01325.14	40.3	1.4e-10	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000352494	megahit_135897_4804-5148	PF02742.10	43.7	1e-11	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000352579	megahit_135932_5095-5964	PF03372.18	51.7	7.4e-14	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000352673	megahit_135970_52839-53600	PF02265.11	113.4	8.4e-33	S1-P1_nuclease	-	PFAM	S1/P1 Nuclease
0000352755	megahit_135970_163655-165019	PF13091.1	104.5	2.1e-30	PLDc_2	-	PFAM	PLD-like domain
0000352809	megahit_135983_3-401	PF00717.18	44.8	4.6e-12	Peptidase_S24	-	PFAM	Peptidase S24-like
0000352825	megahit_136000_894-3977	PF00873.14	895.6	2e-269	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000352826	megahit_136000_3988-5157	K12340_892	53	1.3e-14	tolC	-	KEGG	outer membrane protein
0000352859	megahit_136023_1926-3698	3.4.21.19_6	47.7	7.7e-13	Glutamyl endopeptidase	-	SwissProt	Glutamyl endopeptidase
0000352915	megahit_136047_1363-2025	K11068_1278_95_625	225.3	3e-67	hlyIII	-	KEGG	hemolysin III
0000352918	megahit_136047_3769-4683	K11060_3	86.8	6.5e-25	entB	-	KEGG	probable enterotoxin B
0000353068	megahit_136063_27823-28605	PF00881.19	90.6	6e-26	Nitroreductase	-	PFAM	Nitroreductase family
0000353186	megahit_136094_3-2543	PF08367.6	53.9	7e-15	M16C_assoc	-	PFAM	Peptidase M16C associated
0000353186	megahit_136094_3-2543	K06972_355	332.6	2.4e-99	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000353300	megahit_136124_199-2454	K12679_6	239.3	3.7e-71	icsA, virG	-	KEGG	outer membrane protein IcsA
0000353321	megahit_136176_3-1181	PF03496.9	101.4	2.2e-29	ADPrib_exo_Tox	-	PFAM	ADP-ribosyltransferase exoenzyme
0000353392	megahit_136202_1436-2194	PF03372.18	95.8	2.5e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000353428	megahit_136241_1283-4405	PF00873.14	1227.9	0	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000353429	megahit_136241_4406-7483	PF00873.14	1226.5	0	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000353712	megahit_136548_1-3030	PF13517.1	134.5	7.6e-40	VCBS	-	PFAM	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella
0000353789	megahit_136586_335-4975	K01186_172	199.9	3.5e-59	NEU1	-	KEGG	Sialidase-1
0000353825	megahit_136595_22899-24329	PF01636.18	66	2.6e-18	APH	-	PFAM	Phosphotransferase enzyme family
0000353852	megahit_136595_55794-56372	PF07883.6	46.8	1e-12	Cupin_2	-	PFAM	Cupin domain
0000353864	megahit_136595_67576-68898	K12340_892	176.2	5.2e-52	tolC	-	KEGG	outer membrane protein
0000353989	megahit_136611_13231-13797	PF00717.18	45.4	2.9e-12	Peptidase_S24	-	PFAM	Peptidase S24-like
0000354050	megahit_136623_33524-34279	PF03372.18	83.4	1.5e-23	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000354081	megahit_136632_3193-4134	PF03837.9	122.6	8.1e-36	RecT	-	PFAM	RecT family
0000354308	megahit_136697_29993-30394	K12340_892	63.1	1e-17	tolC	-	KEGG	outer membrane protein
0000354371	megahit_136697_116731-117048	PF05015.8	64.7	4.2e-18	Plasmid_killer	-	PFAM	Plasmid maintenance system killer protein
0000354412	megahit_136720_14471-14983	PF05105.7	82.9	8.3e-24	Phage_holin_4	-	PFAM	Holin family
0000354412	megahit_136720_14471-14983	TIGR01593	81.4	2.8e-23	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000354502	megahit_136726_11765-12115	PF02452.12	103.6	4.2e-30	PemK	-	PFAM	PemK-like protein
0000354570	megahit_136726_104188-107085	K06972_355	832.6	2.1e-250	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000354570	megahit_136726_104188-107085	PF05193.16	47.7	8.8e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000354570	megahit_136726_104188-107085	PF08367.6	138	1.5e-40	M16C_assoc	-	PFAM	Peptidase M16C associated
0000354701	megahit_136874_788-2185	K10816_8	75.6	1.5e-21	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000354748	megahit_136918_518-1093	K12340_892	52.1	2.4e-14	tolC	-	KEGG	outer membrane protein
0000354757	megahit_136924_2356-3447	K10816_8	54.6	3.7e-15	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000354759	megahit_136927_634-948	PF02452.12	60.5	1e-16	PemK	-	PFAM	PemK-like protein
0000354784	megahit_136932_20009-20299	PF08845.5	52.8	1.7e-14	SymE_toxin	-	PFAM	Toxin SymE, type I toxin-antitoxin system
0000354788	megahit_136932_21490-24294	PF03212.9	40.9	9.5e-11	Pertactin	-	PFAM	Pertactin
0000354788	megahit_136932_21490-24294	K12679_6	294.9	6.2e-88	icsA, virG	-	KEGG	outer membrane protein IcsA
0000354824	megahit_136932_58857-58946	PF13939.1	56.8	7.6e-16	TisB_toxin	-	PFAM	Toxin TisB, type I toxin-antitoxin system
0000354926	megahit_136985_19760-20299	PF00881.19	110.4	5e-32	Nitroreductase	-	PFAM	Nitroreductase family
0000354947	megahit_136985_43857-44246	PF00903.20	54	1e-14	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000355059	megahit_137034_762-1754	PF13950.1	64.8	3.3e-18	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000355064	megahit_137035_725-1120	PF13950.1	117.9	8.6e-35	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000355354	megahit_137128_12677-13783	PF14031.1	71.9	2.5e-20	D-ser_dehydrat	-	PFAM	Putative serine dehydratase domain
0000355364	megahit_137135_5635-8682	K11059_3	53.2	8.2e-15	entA	-	KEGG	probable enterotoxin A
0000355364	megahit_137135_5635-8682	K11060_3	94.4	3.2e-27	entB	-	KEGG	probable enterotoxin B
0000355364	megahit_137135_5635-8682	K11062_2	121.3	2.1e-35	entD	-	KEGG	probable enterotoxin D
0000355576	megahit_137339_44829-45386	PF00717.18	48.6	2.9e-13	Peptidase_S24	-	PFAM	Peptidase S24-like
0000355576	megahit_137339_44829-45386	PF10502.4	46.2	2e-12	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26
0000355584	megahit_137339_55567-56229	K11068_1278_95_625	216.4	1.6e-64	hlyIII	-	KEGG	hemolysin III
0000355589	megahit_137339_59117-60019	K11060_3	91.2	3e-26	entB	-	KEGG	probable enterotoxin B
0000355947	megahit_137374_2471-3094	PF00717.18	56.3	1.1e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000355971	megahit_137374_23366-23875	PF00881.19	110.8	3.8e-32	Nitroreductase	-	PFAM	Nitroreductase family
0000355986	megahit_137382_1337-1729	PF01473.15	45.4	3e-12	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000356148	megahit_137470_9716-10243	PF00881.19	89.2	1.7e-25	Nitroreductase	-	PFAM	Nitroreductase family
0000356162	megahit_137470_26544-27845	PF01473.15	157.9	5.9e-48	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000356162	megahit_137470_26544-27845	K11063_6	84.8	1e-24	tcdAB	-	KEGG	toxin A\/B
0000356193	megahit_137525_3-1142	PF07691.7	209.9	7.6e-63	PA14	-	PFAM	PA14 domain
0000356303	megahit_137607_363-971	PF06414.7	69.5	1.3e-19	Zeta_toxin	-	PFAM	Zeta toxin
0000356319	megahit_137615_6238-6774	PF00881.19	94.6	3.6e-27	Nitroreductase	-	PFAM	Nitroreductase family
0000356360	megahit_137630_25695-26207	PF00717.18	57.6	4.6e-16	Peptidase_S24	-	PFAM	Peptidase S24-like
0000356360	megahit_137630_25695-26207	TIGR02771	40.9	8.1e-11	TraF_Ti	-	TIGR	conjugative transfer signal peptidase TraF
0000356360	megahit_137630_25695-26207	PF10502.4	50.3	1.1e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26
0000356396	megahit_137630_72480-72833	PF00903.20	51	8.8e-14	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000356423	megahit_137634_33292-34233	PF01473.15	66.7	5.3e-19	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000356507	megahit_137634_134935-136431	PF13091.1	107.8	1.9e-31	PLDc_2	-	PFAM	PLD-like domain
0000356522	megahit_137634_151723-153858	PF13091.1	48.6	4e-13	PLDc_2	-	PFAM	PLD-like domain
0000356540	megahit_137634_174651-176501	K11063_6	118.9	5.4e-35	tcdAB	-	KEGG	toxin A\/B
0000356540	megahit_137634_174651-176501	PF01473.15	149	3.9e-45	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000356541	megahit_137634_176642-177766	PF01473.15	129.9	4.5e-39	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000356541	megahit_137634_176642-177766	K11063_6	100.2	2.3e-29	tcdAB	-	KEGG	toxin A\/B
0000356542	megahit_137634_177881-179701	PF01636.18	76.7	1.4e-21	APH	-	PFAM	Phosphotransferase enzyme family
0000356592	megahit_137674_767-1009	PF05105.7	50.4	1e-13	Phage_holin_4	-	PFAM	Holin family
0000356592	megahit_137674_767-1009	TIGR01593	51.8	3.9e-14	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000356636	megahit_137687_16195-17208	K11060_3	53.6	7.5e-15	entB	-	KEGG	probable enterotoxin B
0000356933	megahit_137831_1-1062	K11063_6	42.6	5.5e-12	tcdAB	-	KEGG	toxin A\/B
0000357104	megahit_137954_17870-18670	PF03372.18	62.1	5e-17	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000357185	megahit_137960_561-2135	PF13091.1	102.8	6.7e-30	PLDc_2	-	PFAM	PLD-like domain
0000357233	megahit_137966_3647-6010	PF13091.1	69.5	1.4e-19	PLDc_2	-	PFAM	PLD-like domain
0000357250	megahit_137966_24025-24621	PF00881.19	107.9	2.9e-31	Nitroreductase	-	PFAM	Nitroreductase family
0000357326	megahit_138047_856-2091	PF01636.18	50.5	1.4e-13	APH	-	PFAM	Phosphotransferase enzyme family
0000357372	megahit_138113_7467-8006	PF07883.6	59	1.6e-16	Cupin_2	-	PFAM	Cupin domain
0000357405	megahit_138130_3939-4325	PF00717.18	46.4	1.4e-12	Peptidase_S24	-	PFAM	Peptidase S24-like
0000357407	megahit_138130_4656-5381	PF00717.18	44.5	5.6e-12	Peptidase_S24	-	PFAM	Peptidase S24-like
0000357456	megahit_138151_3193-4428	K10815_8	76.1	9.5e-22	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]
0000357457	megahit_138151_4425-5888	K10816_8	60.6	5.6e-17	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000357465	megahit_138152_757-1767	PF14057.1	638.6	9.6e-193	GGGtGRT	-	PFAM	GGGtGRT protein
0000357545	megahit_138168_38617-39774	K01186_172	85.6	1.9e-24	NEU1	-	KEGG	Sialidase-1
0000357647	megahit_138168_158217-158864	K11068_1278_95_625	249.7	1e-74	hlyIII	-	KEGG	hemolysin III
0000357936	megahit_138264_61293-62894	PF06609.8	47.1	6.5e-13	TRI12	-	PFAM	Fungal trichothecene efflux pump (TRI12)
0000358002	megahit_138268_33158-34393	PF13091.1	45.5	3.6e-12	PLDc_2	-	PFAM	PLD-like domain
0000358029	megahit_138271_672-926	PF13991.1	123.3	1.6e-36	BssS	-	PFAM	BssS protein family
0000358052	megahit_138275_1544-1876	PF05016.9	46.9	1.7e-12	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000358073	megahit_138281_1344-3488	PF01473.15	169.2	1.6e-51	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000358073	megahit_138281_1344-3488	K11063_6	130.1	2.3e-38	tcdAB	-	KEGG	toxin A\/B
0000358074	megahit_138281_3634-5478	PF01636.18	58.9	3.8e-16	APH	-	PFAM	Phosphotransferase enzyme family
0000358094	megahit_138288_12876-14414	PF13091.1	110	4e-32	PLDc_2	-	PFAM	PLD-like domain
0000358314	megahit_138399_1-1728	PF00873.14	355.2	3.4e-106	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000358319	megahit_138412_3027-6140	PF00873.14	1424	0	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000358322	megahit_138412_8179-8379	PF13980.1	115.4	4.8e-34	UPF0370	-	PFAM	Uncharacterised protein family (UPF0370)
0000358343	megahit_138412_28610-30676	PF13091.1	47	1.3e-12	PLDc_2	-	PFAM	PLD-like domain
0000358364	megahit_138412_48915-49796	PF03837.9	85	2.5e-24	RecT	-	PFAM	RecT family
0000358529	megahit_138468_1161-2456	PF13091.1	115.7	7.1e-34	PLDc_2	-	PFAM	PLD-like domain
0000358541	megahit_138468_17033-18115	PF01636.18	65.5	3.7e-18	APH	-	PFAM	Phosphotransferase enzyme family
0000358548	megahit_138468_30997-31488	PF07883.6	41.2	5.5e-11	Cupin_2	-	PFAM	Cupin domain
0000358578	megahit_138515_3028-3411	PF00903.20	61.3	5.7e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
