 Query_sequence	HMM_Name	Significance_Evalue	Score
0000174120	PF01473.15	3.2e-16	57.9
0000172311	PF01473.15	1.5e-14	52.6
0000175524	PF01473.15	4.4e-11	41.7
0000178819	PF01473.15	7.9e-11	40.9
0000176805	PF01636.18	1.5e-20	73.3
0000173717	PF01636.18	9.2e-15	54.4
0000173343	PF01636.18	5.3e-11	42.1
0000176258	PF01909.18	1.3e-14	53.7
0000177969	PF01909.18	7.7e-12	44.8
0000173601	PF01909.18	1.2e-10	40.9
0000179785	PF02452.12	1.2e-31	108.5
0000177805	PF02452.12	4.4e-29	100.3
0000178130	PF02452.12	3.2e-27	94.3
0000175322	PF02452.12	3.9e-21	74.7
0000172038	PF02742.10	2.3e-15	55.4
0000172968	PF02742.10	1.8e-14	52.5
0000175658	PF02742.10	3.2e-12	45.4
0000173853	PF02742.10	1.2e-10	40.3
0000170086	PF03372.18	4.1e-29	101.6
0000173162	PF03372.18	9.9e-27	93.8
0000174018	PF03372.18	1.5e-19	70.3
0000177534	PF04221.7	1.6e-16	59.2
0000176765	PF04221.7	3.2e-15	55.1
0000179617	PF04221.7	3.3e-15	55.0
0000179088	PF04221.7	6.6e-14	50.8
0000175826	PF04221.7	1.4e-10	40.2
0000177352	PF04488.10	8.8e-16	57.6
0000179626	PF04488.10	8.1e-15	54.5
0000176290	PF04488.10	1.3e-14	53.8
0000170777	PF05015.8	9.1e-11	41.2
0000172616	PF05016.9	3.9e-15	55.4
0000173796	PF05105.7	9.2e-38	127.9
0000178464	PF05105.7	3.4e-35	119.7
0000172435	PF05105.7	2.4e-28	97.6
0000170984	PF05105.7	4e-26	90.4
0000177794	PF05105.7	1.2e-25	88.9
0000178973	PF05193.16	2.7e-40	137.4
0000179645	PF05193.16	5.3e-24	84.3
0000179068	PF05193.16	1.6e-23	82.8
0000171420	PF05193.16	2.1e-19	69.3
0000175635	PF05193.16	2.1e-14	53.0
0000175636	PF05193.16	9.9e-12	44.3
0000175862	PF05193.16	1.4e-10	40.5
0000179381	PF06414.7	3.1e-11	42.2
0000171063	PF07591.6	5.3e-31	106.6
0000175918	PF07691.7	3e-20	71.7
0000170808	PF07691.7	6.7e-17	60.9
0000174779	PF07883.6	9.6e-17	59.7
0000179116	PF07883.6	8.3e-16	56.7
0000175807	PF07883.6	8.4e-16	56.6
0000173415	PF07883.6	9.3e-16	56.5
0000177860	PF07883.6	9.8e-16	56.4
0000175839	PF07883.6	1.1e-15	56.3
0000178620	PF07883.6	3.5e-14	51.4
0000179312	PF07883.6	5.3e-14	50.9
0000175846	PF07883.6	1.6e-13	49.3
0000172738	PF07883.6	4.9e-12	44.6
0000171149	PF07883.6	1.2e-11	43.3
0000171072	PF07883.6	2.8e-11	42.2
0000178621	PF07883.6	5.6e-11	41.2
0000174292	PF07906.8	5.9e-98	327.2
0000179011	PF07927.7	1.2e-15	56.6
0000171420	PF08367.6	2.9e-65	219.0
0000179645	PF08367.6	2.9e-64	215.7
0000179068	PF08367.6	1.1e-54	184.3
0000176112	PF10502.4	8.3e-12	44.2
0000172560	PF10671.4	3.1e-21	74.5
0000174279	PF13091.1	4.3e-31	106.7
0000173441	PF13091.1	9.8e-31	105.5
0000174080	PF13091.1	2.3e-30	104.3
0000177025	PF13091.1	7.2e-26	89.8
0000179065	PF13091.1	3.6e-14	52.0
0000170614	PF13091.1	4.2e-11	42.1
0000170256	PF13950.1	7e-33	111.8
0000179927	PF13950.1	1.5e-30	104.3
0000170035	PF13950.1	1.6e-27	94.6
0000170051	PF13950.1	4.5e-27	93.2
0000172369	PF13950.1	1.8e-15	56.0
0000172502	PF13985.1	2.2e-61	204.6
0000178122	PF14055.1	1.7e-20	71.9
0000178124	PF14055.1	2.6e-12	45.6
0000173041	PF14057.1	1.3e-192	638.2
0000172154	PF14058.1	1.3e-50	170.6
0000170978	PF15607.1	4.9e-17	61.4
0000175313	TIGR00053	2.4e-25	88.1
0000176766	TIGR00053	5e-21	74.2
0000179087	TIGR02116	4.5e-32	109.2
0000179616	TIGR02116	1.8e-28	97.7
0000172953	TIGR02116	1.3e-25	88.5
0000179249	TIGR02116	3.8e-23	80.6
0000175313	TIGR02385	3.4e-29	100.3
0000176766	TIGR02385	2e-25	88.2
0000176112	TIGR02771	2.9e-11	42.3
0000173796	TIGR01593	1.2e-25	89.0
0000178464	TIGR01593	3.1e-25	87.7
0000177794	TIGR01593	9.3e-19	66.8
0000170984	TIGR01593	2.1e-16	59.1
0000172435	TIGR01593	7.2e-12	44.5
0000423832	K01186_172	7.6e-81	271.2
0000423833	K01197_243	1.6e-14	52.5
0000428847	K01197_243	7.5e-12	43.7
0000427614	K03699_483	1.1e-152	507.7
0000424603	K03699_483	4.3e-77	258.6
0000423727	K06972_355	0	1022.4
0000420496	K06972_355	8.4e-300	996.1
0000428383	K06972_355	8.3e-293	973.0
0000429228	K06972_355	3.9e-285	947.6
0000424656	K10815_8	5.9e-21	73.5
0000424450	K10815_8	2.4e-18	64.9
0000424657	K10816_8	6.6e-20	70.2
0000424450	K10816_8	6.6e-17	60.3
0000420660	K11016_57	0	1442.3
0000420659	K11017_55	2e-195	649.9
0000420654	K11021_124	2.5e-75	253.2
0000421814	K11021_124	2.4e-34	117.7
0000427824	K11022_5	2.5e-15	55.8
0000427669	K11041_146	4.6e-103	343.6
0000429379	K11060_3	2e-13	48.9
0000420393	K11060_3	3e-12	45.0
0000429377	K11060_3	1.4e-11	42.8
0000425606	K11060_3	8.7e-11	40.2
0000429419	K11062_2	2.8e-17	61.4
0000429379	K11062_2	4.1e-13	47.7
0000429636	K11063_6	1.2e-37	127.7
0000429493	K11063_6	1.8e-24	84.0
0000421602	K11063_6	3e-24	83.2
0000429635	K11063_6	8.9e-23	78.4
0000427867	K11063_6	9.3e-17	58.4
0000427866	K11063_6	1.6e-12	44.3
0000422770	K11068_1278_95_625	2.5e-66	222.3
0000428361	K11068_1278_95_625	2.2e-58	196.3
0000427448	K12340_892	3.6e-62	209.7
0000425297	K12340_892	2.4e-58	197.1
0000422005	K12340_892	1.3e-54	184.7
0000426018	K12340_892	6.2e-49	166.0
0000429443	K12340_892	5e-45	153.2
0000422526	K12340_892	1.3e-39	135.4
0000422617	K12340_892	7.3e-12	43.9
0000420660	K15125_378	2.1e-149	498.5
0000425525	PF00246.19	1.9e-21	76.3
0000426543	PF00246.19	8.4e-17	61.1
0000421932	PF00717.18	2.1e-18	65.1
0000421930	PF00717.18	2.1e-18	65.1
0000421922	PF00717.18	5.3e-18	63.8
0000422965	PF00717.18	1e-17	62.9
0000422967	PF00717.18	2.4e-17	61.7
0000420928	PF00717.18	5.6e-16	57.3
0000421032	PF00717.18	2.5e-15	55.2
0000427342	PF00717.18	3.5e-15	54.8
0000421245	PF00717.18	6.4e-14	50.8
0000421203	PF00717.18	1.1e-13	50.0
0000421278	PF00717.18	7.1e-13	47.4
0000423676	PF00717.18	5.6e-12	44.5
0000425965	PF00717.18	7.6e-12	44.1
0000427004	PF00717.18	4.6e-11	41.6
0000428010	PF00801.15	1.2e-19	69.2
0000422007	PF00873.14	0	1088.3
0000427446	PF00873.14	2.3e-257	855.7
0000425892	PF00873.14	2.6e-222	739.7
0000426020	PF00873.14	2.5e-214	713.2
0000426021	PF00873.14	2.2e-156	521.4
0000427666	PF00881.19	1.8e-33	115.1
0000423870	PF00881.19	2.3e-33	114.7
0000421372	PF00881.19	1e-31	109.4
0000421017	PF00881.19	3.3e-31	107.7
0000425432	PF00881.19	3e-29	101.3
0000429012	PF00881.19	9.1e-29	99.8
0000428650	PF00881.19	1.7e-28	98.9
0000429482	PF00881.19	4.3e-26	91.1
0000423990	PF00881.19	5.5e-25	87.5
0000428911	PF00881.19	8.9e-24	83.6
0000426120	PF00881.19	2.4e-23	82.1
0000429697	PF00881.19	3.8e-19	68.5
0000427659	PF00881.19	2.2e-15	56.3
0000422538	PF00881.19	3.3e-14	52.4
0000420262	PF00882.13	1.2e-12	47.2
0000422623	PF00882.13	1.2e-10	40.6
0000427658	PF00903.20	2.7e-17	62.4
0000427682	PF00903.20	4.1e-14	52.0
0000427648	PF00903.20	1.4e-13	50.3
0000422067	PF00903.20	9e-11	41.2
0000429183	PF01325.14	2.5e-13	49.1
0000425286	PF01325.14	7.8e-12	44.4
0000429395	PF01325.14	1.3e-11	43.7
0000425052	PF01325.14	1.4e-11	43.6
0000425281	PF01325.14	5.3e-11	41.7
0000429636	PF01473.15	2.5e-39	130.7
0000429635	PF01473.15	1.4e-29	100.0
0000427866	PF01473.15	5.2e-26	88.7
0000427867	PF01473.15	1.2e-17	62.3
0000422374	PF01636.18	1.3e-38	132.5
0000426189	PF01636.18	7.7e-36	123.4
0000427624	PF01636.18	7.8e-27	93.9
0000428745	PF01636.18	3.6e-21	75.4
0000429637	PF01636.18	6.2e-18	64.8
0000428960	PF01636.18	9.4e-18	64.2
0000420741	PF01636.18	3.3e-17	62.4
0000421170	PF01636.18	5e-15	55.3
0000424466	PF01636.18	3.8e-13	49.1
0000424369	PF01909.18	6.8e-13	48.2
0000421875	PF01909.18	5.5e-12	45.3
0000424407	PF01909.18	2.1e-11	43.4
0000420123	PF01909.18	6.4e-11	41.8
0000420631	PF02452.12	4.6e-25	87.3
0000429121	PF02452.12	4.6e-25	87.3
0000429368	PF02452.12	7.3e-23	80.3
0000421393	PF02452.12	1.4e-22	79.3
0000427213	PF02452.12	1.5e-11	43.9
0000425052	PF02742.10	1.7e-16	59.1
0000423839	PF02742.10	8e-15	53.7
0000429183	PF02742.10	2.4e-14	52.2
0000429395	PF02742.10	2.6e-13	48.8
0000425281	PF02742.10	1.4e-11	43.3
0000421403	PF03372.18	2.5e-26	92.5
0000423733	PF03372.18	2.4e-24	86.0
0000420398	PF03372.18	2.5e-21	76.1
0000420399	PF03372.18	1.9e-18	66.7
0000427258	PF03372.18	2.9e-17	62.8
0000426749	PF03372.18	5.9e-17	61.8
0000425083	PF03372.18	2.5e-15	56.5
0000427462	PF03372.18	7.7e-15	54.9
0000429123	PF03372.18	5.4e-13	48.9
0000428445	PF03372.18	7e-13	48.5
0000420918	PF03837.9	2e-37	127.8
0000429530	PF04221.7	7.5e-16	57.1
0000428713	PF04221.7	1.8e-13	49.5
0000422333	PF04221.7	4.4e-11	41.8
0000421423	PF04829.8	1.3e-22	78.5
0000423310	PF05016.9	8.2e-13	48.0
0000429961	PF05016.9	2e-10	40.3
0000425701	PF05105.7	9.4e-39	131.1
0000425250	PF05105.7	7.1e-14	50.9
0000420613	PF05193.16	1.7e-30	105.4
0000423727	PF05193.16	1e-25	89.8
0000420496	PF05193.16	2.9e-22	78.6
0000428383	PF05193.16	3.9e-18	65.2
0000429228	PF05193.16	2.8e-15	55.9
0000420660	PF05860.8	7.3e-32	109.1
0000422673	PF07691.7	1.3e-18	66.4
0000424385	PF07691.7	8.3e-15	54.1
0000423658	PF07883.6	7e-19	66.5
0000424799	PF07883.6	1.6e-17	62.2
0000421835	PF07883.6	3e-15	54.9
0000420530	PF07883.6	6e-15	53.9
0000427348	PF07883.6	3.3e-14	51.5
0000422670	PF07883.6	5.7e-12	44.4
0000420985	PF07883.6	1.4e-11	43.1
0000426252	PF07883.6	1.1e-10	40.2
0000426533	PF07883.6	1.2e-10	40.1
0000427726	PF07906.8	3.9e-57	193.3
0000426446	PF07927.7	2.8e-17	61.8
0000423727	PF08367.6	1.1e-66	223.7
0000420496	PF08367.6	1.1e-65	220.4
0000428383	PF08367.6	1.3e-61	207.0
0000429228	PF08367.6	6.5e-59	198.2
0000426622	PF08845.5	3e-17	61.6
0000427342	PF10502.4	1.3e-11	43.5
0000421930	PF10502.4	9.6e-11	40.8
0000427681	PF13091.1	2.9e-36	123.4
0000424954	PF13091.1	2.9e-33	113.7
0000429447	PF13091.1	5.3e-29	99.9
0000422920	PF13091.1	6.8e-25	86.6
0000422717	PF13091.1	1.2e-23	82.6
0000420345	PF13091.1	9.3e-22	76.5
0000424221	PF13091.1	1.7e-19	69.2
0000421418	PF13091.1	4.8e-18	64.5
0000421963	PF13091.1	6.7e-15	54.3
0000428394	PF13091.1	2.7e-11	42.7
0000423629	PF13091.1	6.6e-11	41.4
0000429159	PF13091.1	1.6e-10	40.2
0000426486	PF13517.1	3.3e-11	42.8
0000429164	PF13942.1	9.6e-45	151.7
0000423721	PF13950.1	1.8e-33	113.6
0000425686	PF13950.1	5.1e-33	112.2
0000420889	PF13950.1	1.7e-27	94.5
0000427389	PF13950.1	6.4e-20	70.3
0000420690	PF13953.1	1.3e-18	65.8
0000421184	PF13953.1	6.4e-18	63.6
0000426655	PF13953.1	1.7e-17	62.2
0000428866	PF13953.1	3.2e-17	61.3
0000428866	PF13954.1	7.5e-39	132.0
0000426655	PF13954.1	2.8e-35	120.4
0000420690	PF13954.1	3.4e-29	100.7
0000421184	PF13954.1	8.9e-21	73.4
0000421149	PF13957.1	1e-23	82.6
0000421126	PF13989.1	6.6e-32	109.2
0000422562	PF13999.1	2.4e-35	119.3
0000421662	PF14057.1	9.2e-196	648.5
0000429882	PF14057.1	2.2e-194	644.0
0000425046	PF14057.1	1.1e-191	635.1
0000429468	PF14057.1	2.3e-85	285.7
0000425701	TIGR01593	1.1e-28	98.8
0000448768	K01186_172	2.6e-11	42.4
0000441005	K01197_243	1.3e-14	52.8
0000449843	K03699_483	2.5e-154	513.1
0000440976	K03699_483	8e-153	508.2
0000449204	K03699_483	4e-132	439.9
0000445064	K03699_483	3.1e-120	400.8
0000446232	K03699_483	1.9e-110	368.5
0000440540	K03699_483	1e-106	356.2
0000448048	K03699_483	7.3e-80	267.7
0000446870	K03699_483	1.8e-65	220.3
0000440822	K03699_483	1.8e-42	144.5
0000443989	K06972_355	1.6e-287	955.5
0000443189	K10815_8	2.3e-19	68.2
0000443190	K10816_8	6.4e-23	80.1
0000446844	K10816_8	5.1e-14	50.8
0000443766	K10816_8	7.6e-14	50.2
0000441188	K11016_57	2.4e-15	54.3
0000442931	K11022_5	4.7e-17	61.3
0000441002	K11022_5	1.8e-16	59.5
0000442250	K11022_5	6.1e-13	48.1
0000449305	K11060_3	3.8e-15	54.6
0000449882	K11060_3	2.5e-11	41.9
0000449881	K11060_3	2.9e-11	41.7
0000443223	K11063_6	4.6e-31	105.9
0000448363	K11063_6	4.7e-30	102.5
0000448364	K11063_6	2.5e-24	83.5
0000445231	K11063_6	2.2e-16	57.1
0000446978	K11068_1278_95_625	1.4e-67	226.4
0000449367	K11068_1278_95_625	3.4e-67	225.1
0000449716	K11068_1278_95_625	3.3e-64	215.4
0000449095	K11068_1278_95_625	3.7e-61	205.4
0000443824	K11068_1278_95_625	8e-61	204.3
0000447733	K11068_1278_95_625	2.3e-55	186.4
0000445149	K11068_1278_95_625	3.3e-12	45.4
0000446932	K12340_892	4.5e-90	301.6
0000449438	K12340_892	3.9e-54	183.2
0000441069	K12340_892	5e-45	153.2
0000440880	K12340_892	4.4e-18	64.4
0000441188	K15125_378	2.8e-72	242.9
0000441190	K15125_378	3.2e-11	40.6
0000446254	PF00246.19	1.4e-26	93.2
0000440018	PF00717.18	1.2e-19	69.1
0000443620	PF00717.18	3.2e-17	61.3
0000443622	PF00717.18	1.6e-16	59.1
0000445552	PF00717.18	3.4e-16	58.0
0000442720	PF00717.18	4.7e-16	57.6
0000441962	PF00717.18	8.5e-15	53.6
0000440538	PF00717.18	1e-14	53.3
0000441725	PF00717.18	3e-13	48.6
0000446011	PF00717.18	4.2e-13	48.1
0000445095	PF00717.18	4.3e-12	44.9
0000446010	PF00717.18	1.6e-11	43.0
0000445677	PF00717.18	8e-11	40.8
0000441070	PF00873.14	0	1112.7
0000440881	PF00873.14	3e-265	881.8
0000448510	PF00873.14	3e-81	272.7
0000443978	PF00881.19	4e-29	101.0
0000445886	PF00881.19	1.4e-28	99.2
0000443769	PF00881.19	2e-28	98.7
0000445616	PF00881.19	3.6e-25	88.1
0000445925	PF00881.19	2.8e-24	85.2
0000441068	PF00881.19	5.7e-24	84.2
0000445692	PF00881.19	1.4e-22	79.6
0000441770	PF00881.19	1.7e-22	79.4
0000440087	PF00881.19	1e-21	76.8
0000447658	PF00881.19	3.1e-14	52.5
0000448460	PF00881.19	2.4e-13	49.7
0000440712	PF00903.20	6.8e-19	67.5
0000440047	PF00903.20	4.9e-17	61.5
0000448850	PF00903.20	7.1e-12	44.8
0000447636	PF00903.20	1.7e-11	43.6
0000445856	PF01325.14	4.1e-16	58.1
0000444463	PF01325.14	2.4e-14	52.4
0000442487	PF01325.14	5.7e-12	44.8
0000448363	PF01473.15	4.6e-41	136.2
0000443223	PF01473.15	2.7e-39	130.7
0000448364	PF01473.15	1.7e-32	109.2
0000440685	PF01473.15	2.4e-14	52.0
0000448040	PF01636.18	2.3e-20	72.7
0000448362	PF01636.18	5.3e-18	65.0
0000449246	PF01636.18	4.9e-16	58.6
0000443222	PF01636.18	3e-15	56.0
0000449001	PF01636.18	1.8e-12	46.9
0000446231	PF02452.12	3.2e-31	107.2
0000448857	PF02452.12	8.1e-30	102.7
0000442956	PF02452.12	9.2e-30	102.5
0000447857	PF02452.12	1.6e-29	101.7
0000445619	PF02452.12	1.9e-28	98.3
0000449999	PF02452.12	2.3e-28	98.0
0000440326	PF02452.12	1.2e-24	86.1
0000441235	PF02452.12	2.9e-23	81.6
0000443879	PF02742.10	1.6e-16	59.1
0000442508	PF02742.10	1.1e-15	56.5
0000441729	PF02742.10	5.3e-15	54.3
0000445856	PF02742.10	3.9e-14	51.5
0000443076	PF03212.9	3.4e-46	155.3
0000440966	PF03372.18	6.9e-30	104.2
0000447678	PF03372.18	5.3e-19	68.5
0000442902	PF03372.18	2.8e-17	62.9
0000447528	PF03372.18	6.6e-15	55.1
0000440226	PF03837.9	4.1e-40	136.6
0000446189	PF03837.9	2.1e-36	124.5
0000442105	PF04221.7	6.1e-16	57.3
0000440668	PF04221.7	1e-12	47.0
0000441351	PF05105.7	6.4e-43	144.6
0000444738	PF05105.7	1.2e-38	130.8
0000449233	PF05105.7	6.6e-31	105.8
0000443381	PF05105.7	1.9e-25	88.2
0000445632	PF05105.7	3e-25	87.6
0000445182	PF05105.7	1.3e-21	75.8
0000443989	PF05193.16	5.9e-16	58.1
0000448722	PF06154.6	9.7e-54	179.5
0000444318	PF06414.7	5e-13	48.0
0000447602	PF07691.7	6.9e-24	83.5
0000442349	PF07883.6	4.6e-17	60.7
0000447064	PF07883.6	5.7e-17	60.4
0000441182	PF07883.6	2.3e-15	55.2
0000441764	PF07883.6	3.3e-15	54.7
0000446091	PF07883.6	4.3e-15	54.4
0000449737	PF07883.6	2.7e-14	51.8
0000445158	PF07883.6	3.1e-14	51.6
0000443757	PF07883.6	2.7e-13	48.6
0000443519	PF07883.6	7.8e-13	47.1
0000445562	PF07927.7	3e-17	61.7
0000448806	PF07927.7	1.3e-10	40.4
0000443989	PF08367.6	3.9e-58	195.6
0000441725	PF10502.4	3.6e-12	45.4
0000447527	PF13091.1	3.8e-35	119.8
0000449158	PF13091.1	8.9e-31	105.6
0000440659	PF13091.1	2.3e-27	94.6
0000444421	PF13091.1	3.7e-25	87.5
0000440608	PF13091.1	1.1e-23	82.7
0000447849	PF13091.1	3e-22	78.1
0000446301	PF13091.1	3.8e-22	77.8
0000440479	PF13091.1	1.8e-20	72.4
0000447194	PF13091.1	1.1e-13	50.4
0000440689	PF13091.1	4.2e-12	45.3
0000444286	PF13517.1	3.2e-27	94.0
0000440674	PF13517.1	6.4e-12	45.1
0000445250	PF13950.1	3.3e-32	109.6
0000442961	PF13989.1	2.7e-50	168.3
0000441018	PF14028.1	3.5e-28	98.4
0000446425	PF14055.1	1.3e-11	43.4
0000447074	PF14057.1	1.5e-193	641.3
0000443882	PF14057.1	9e-192	635.4
0000446096	PF14058.1	1.5e-52	176.9
0000447401	PF15607.1	5.5e-20	70.9
0000440422	PF15640.1	1.1e-51	173.3
0000443076	3.4.21.72_3	4.9e-13	46.5
0000440669	TIGR02116	4.6e-30	102.8
0000441725	TIGR02771	2.9e-11	42.3
0000445692	TIGR03605	2.9e-39	133.4
0000445925	TIGR03605	2.4e-14	52.3
0000444738	TIGR01593	1.6e-33	114.5
0000441351	TIGR01593	1.2e-25	89.0
0000443381	TIGR01593	1.1e-23	82.7
0000449233	TIGR01593	1.2e-21	76.1
0000445182	TIGR01593	1.7e-13	49.7
0000445632	TIGR01593	8.3e-11	41.0
0000353789	K01186_172	3.5e-59	199.9
0000357545	K01186_172	1.9e-24	85.6
0000359353	K03699_483	1.5e-124	415.0
0000358929	K06972_355	8.4e-298	989.5
0000354570	K06972_355	2.1e-250	832.6
0000353186	K06972_355	2.4e-99	332.6
0000350891	K06972_355	7.7e-17	59.5
0000351688	K06972_355	8.8e-12	42.7
0000351475	K10814_8	1.1e-13	50.2
0000351474	K10815_8	7.5e-35	119.3
0000352108	K10815_8	6.4e-22	76.7
0000357456	K10815_8	9.5e-22	76.1
0000351472	K10815_8	2.8e-11	41.6
0000351471	K10816_8	7.1e-22	76.7
0000354701	K10816_8	1.5e-21	75.6
0000357457	K10816_8	5.6e-17	60.6
0000352107	K10816_8	3.3e-15	54.7
0000354757	K10816_8	3.7e-15	54.6
0000355364	K11059_3	8.2e-15	53.2
0000355364	K11060_3	3.2e-27	94.4
0000355589	K11060_3	3e-26	91.2
0000352918	K11060_3	6.5e-25	86.8
0000356636	K11060_3	7.5e-15	53.6
0000355364	K11062_2	2.1e-35	121.3
0000358073	K11063_6	2.3e-38	130.1
0000356540	K11063_6	5.4e-35	118.9
0000356541	K11063_6	2.3e-29	100.2
0000356162	K11063_6	1e-24	84.8
0000352043	K11063_6	1.8e-14	50.8
0000351211	K11063_6	2.6e-13	47.0
0000356933	K11063_6	5.5e-12	42.6
0000357647	K11068_1278_95_625	1e-74	249.7
0000358969	K11068_1278_95_625	6.2e-69	230.8
0000352915	K11068_1278_95_625	3e-67	225.3
0000355584	K11068_1278_95_625	1.6e-64	216.4
0000359291	K12340_892	1.1e-58	198.2
0000353864	K12340_892	5.2e-52	176.2
0000354308	K12340_892	1e-17	63.1
0000352826	K12340_892	1.3e-14	53.0
0000354748	K12340_892	2.4e-14	52.1
0000354788	K12679_6	6.2e-88	294.9
0000353300	K12679_6	3.7e-71	239.3
0000350891	PF00675.15	2.9e-18	65.5
0000351688	PF00675.15	3.8e-17	61.8
0000358888	PF00717.18	1.8e-16	59.0
0000351895	PF00717.18	2e-16	58.8
0000356360	PF00717.18	4.6e-16	57.6
0000355947	PF00717.18	1.1e-15	56.3
0000350728	PF00717.18	1.2e-15	56.3
0000358988	PF00717.18	2.3e-14	52.1
0000351228	PF00717.18	5.3e-14	51.0
0000350379	PF00717.18	1.4e-13	49.7
0000355576	PF00717.18	2.9e-13	48.6
0000357405	PF00717.18	1.4e-12	46.4
0000353989	PF00717.18	2.9e-12	45.4
0000352809	PF00717.18	4.6e-12	44.8
0000357407	PF00717.18	5.6e-12	44.5
0000350816	PF00782.15	2.3e-25	88.1
0000358319	PF00873.14	0	1424.0
0000353428	PF00873.14	0	1227.9
0000353429	PF00873.14	0	1226.5
0000352825	PF00873.14	2e-269	895.6
0000350473	PF00873.14	2.3e-209	696.8
0000358314	PF00873.14	3.4e-106	355.2
0000351911	PF00873.14	2.1e-18	64.6
0000352133	PF00881.19	5.5e-37	126.5
0000355971	PF00881.19	3.8e-32	110.8
0000354926	PF00881.19	5e-32	110.4
0000357250	PF00881.19	2.9e-31	107.9
0000350302	PF00881.19	9.9e-29	99.7
0000356319	PF00881.19	3.6e-27	94.6
0000350094	PF00881.19	8.5e-27	93.4
0000351433	PF00881.19	1e-26	93.1
0000353068	PF00881.19	6e-26	90.6
0000356148	PF00881.19	1.7e-25	89.2
0000350118	PF00881.19	6.3e-17	61.3
0000351737	PF00881.19	1.7e-16	59.9
0000351775	PF00881.19	6.9e-12	44.9
0000351822	PF00881.19	1.3e-10	40.8
0000350408	PF00882.13	1.5e-23	82.6
0000350136	PF00882.13	3.2e-14	52.3
0000358578	PF00903.20	5.7e-17	61.3
0000354947	PF00903.20	1e-14	54.0
0000356396	PF00903.20	8.8e-14	51.0
0000359221	PF01325.14	1.8e-14	52.8
0000352494	PF01325.14	1.4e-10	40.3
0000358073	PF01473.15	1.6e-51	169.2
0000356162	PF01473.15	5.9e-48	157.9
0000356540	PF01473.15	3.9e-45	149.0
0000356541	PF01473.15	4.5e-39	129.9
0000351212	PF01473.15	4.2e-20	70.1
0000356423	PF01473.15	5.3e-19	66.7
0000351211	PF01473.15	3.5e-16	57.8
0000352043	PF01473.15	4.6e-16	57.4
0000358778	PF01473.15	2.3e-12	45.7
0000355986	PF01473.15	3e-12	45.4
0000356542	PF01636.18	1.4e-21	76.7
0000353825	PF01636.18	2.6e-18	66.0
0000358541	PF01636.18	3.7e-18	65.5
0000350020	PF01636.18	4.9e-18	65.1
0000358074	PF01636.18	3.8e-16	58.9
0000351013	PF01636.18	9.8e-15	54.3
0000357326	PF01636.18	1.4e-13	50.5
0000352673	PF02265.11	8.4e-33	113.4
0000354502	PF02452.12	4.2e-30	103.6
0000351333	PF02452.12	1.1e-20	73.3
0000354759	PF02452.12	1e-16	60.5
0000352494	PF02742.10	1e-11	43.7
0000354788	PF03212.9	9.5e-11	40.9
0000353392	PF03372.18	2.5e-27	95.8
0000359969	PF03372.18	5e-26	91.5
0000351458	PF03372.18	1e-25	90.5
0000354050	PF03372.18	1.5e-23	83.4
0000357104	PF03372.18	5e-17	62.1
0000352579	PF03372.18	7.4e-14	51.7
0000353321	PF03496.9	2.2e-29	101.4
0000354081	PF03837.9	8.1e-36	122.6
0000358364	PF03837.9	2.5e-24	85.0
0000351369	PF04221.7	9.7e-16	56.7
0000359601	PF04221.7	7.6e-12	44.2
0000350416	PF04221.7	5.8e-11	41.4
0000350389	PF04488.10	1.7e-17	63.1
0000354371	PF05015.8	4.2e-18	64.7
0000351876	PF05016.9	3e-13	49.4
0000358052	PF05016.9	1.7e-12	46.9
0000358703	PF05105.7	5e-39	132.0
0000354412	PF05105.7	8.3e-24	82.9
0000356592	PF05105.7	1e-13	50.4
0000351687	PF05193.16	2.3e-31	108.3
0000350891	PF05193.16	6.5e-26	90.5
0000359774	PF05193.16	6.9e-26	90.4
0000358929	PF05193.16	2.1e-23	82.4
0000351688	PF05193.16	1.6e-13	50.1
0000354570	PF05193.16	8.8e-13	47.7
0000350019	PF06154.6	2.4e-52	175.0
0000356303	PF06414.7	1.3e-19	69.5
0000357936	PF06609.8	6.5e-13	47.1
0000356193	PF07691.7	7.6e-63	209.9
0000357372	PF07883.6	1.6e-16	59.0
0000359846	PF07883.6	6e-16	57.1
0000351926	PF07883.6	1.4e-15	55.9
0000353852	PF07883.6	1e-12	46.8
0000359571	PF07883.6	2.2e-12	45.7
0000358548	PF07883.6	5.5e-11	41.2
0000358929	PF08367.6	3.3e-62	208.9
0000354570	PF08367.6	1.5e-40	138.0
0000353186	PF08367.6	7e-15	53.9
0000354784	PF08845.5	1.7e-14	52.8
0000356360	PF10502.4	1.1e-13	50.3
0000355576	PF10502.4	2e-12	46.2
0000358529	PF13091.1	7.1e-34	115.7
0000358094	PF13091.1	4e-32	110.0
0000356507	PF13091.1	1.9e-31	107.8
0000352755	PF13091.1	2.1e-30	104.5
0000357185	PF13091.1	6.7e-30	102.8
0000350686	PF13091.1	6e-22	77.1
0000357233	PF13091.1	1.4e-19	69.5
0000356522	PF13091.1	4e-13	48.6
0000358343	PF13091.1	1.3e-12	47.0
0000358002	PF13091.1	3.6e-12	45.5
0000350039	PF13091.1	6.8e-12	44.6
0000353712	PF13517.1	7.6e-40	134.5
0000354824	PF13939.1	7.6e-16	56.8
0000355064	PF13950.1	8.6e-35	117.9
0000351681	PF13950.1	3.7e-20	71.0
0000359924	PF13950.1	1.3e-18	66.0
