genome,completeness,contamination,strain_heterogeneity,length,N50,centrality
human1_HC-1_metabat2.109.fa_sub.contigs.fa,65.21,2.01,0.0,1322412,13988,0.0
human1_HC-1_metabat2.110.fa.contigs.fa,9.36,0.0,0.0,354021,38319,0.0
human1_HC-1_metabat2.146.fa.contigs.fa,5.75,0.0,0.0,211902,49082,0.0
human1_HC-1_metabat2.23.fa.contigs.fa,7.91,0.0,0.0,384617,96413,0.0
human1_HC-1_metabat2.52.fa.contigs.fa,28.59,0.0,0.0,926503,11638,0.0
human1_HC-1_metabat2.57.fa.contigs.fa,17.24,0.0,0.0,683085,55581,0.0
human1_HC-1_metabat2.77.fa.contigs.fa,24.69,0.0,0.0,896483,77934,0.0
human1_HC-1_metabat2.89.fa.contigs.fa,5.7,0.0,0.0,231796,179132,0.0
human1_HC-1_metabat2.94.fa.contigs.fa,66.4,0.0,0.0,1591296,11403,0.0
human1_HC-20_maxbin.005.fasta.contigs.fa,96.25,1.14,0.0,2901818,68860,0.9998378252380953
human1_HC-20_maxbin.006.fasta.contigs.fa,95.09,1.76,16.67,6956890,131290,0.9995731086666667
human1_HC-20_maxbin.008.fasta.contigs.fa,99.25,0.0,0.0,3406528,231709,0.9998389904166668
human1_HC-20_maxbin.009.fasta.contigs.fa,98.64,0.0,0.0,2553135,111496,0.9993418819999998
human1_HC-20_maxbin.010.fasta.contigs.fa,64.03,1.45,33.33,2021010,64820,0.0
human1_HC-20_maxbin.011.fasta.contigs.fa,88.52,3.16,0.0,1941451,93901,0.9992698675
human1_HC-20_maxbin.012.fasta.contigs.fa,98.25,12.28,20.0,3502496,104764,0.9941206804761906
human1_HC-20_maxbin.013.fasta.contigs.fa,89.66,4.68,0.0,5784231,83210,0.9994526631818181
human1_HC-20_maxbin.015.fasta_sub.contigs.fa,90.56,2.43,20.0,2556019,65348,0.9997720207142857
human1_HC-20_maxbin.016.fasta.contigs.fa,87.9,0.0,0.0,1675320,234787,0.9991623156521738
human1_HC-20_maxbin.018.fasta.contigs.fa,80.65,11.09,33.33,2664799,29027,0.9971978759999999
human1_HC-20_maxbin.019.fasta.contigs.fa,84.25,57.56,62.69,6430392,7545,0.0
human1_HC-20_maxbin.024.fasta_sub.contigs.fa,88.85,31.05,8.33,4675637,13451,0.0
human1_HC-20_maxbin.025.fasta.contigs.fa,100.0,98.8,9.6,6588952,6364,0.0
human1_HC-20_maxbin.029.fasta.contigs.fa,90.4,6.18,4.76,3355275,7235,0.9996519563636362
human1_HC-20_maxbin.030.fasta.contigs.fa,57.95,26.06,2.08,3879068,2638,0.0
human1_HC-20_maxbin.032.fasta.contigs.fa,67.88,6.01,0.0,1981492,2506,0.0
human1_HC-20_metabat2.19.fa_sub.contigs.fa,11.43,0.0,0.0,219716,16591,0.0
human1_HC-20_metabat2.40.fa.contigs.fa,10.92,0.0,0.0,466770,67582,0.0
human1_HC-20_metabat2.61.fa.contigs.fa,18.13,0.0,0.0,573940,32944,0.0
human1_HC-20_metabat2.83.fa.contigs.fa,15.66,0.0,0.0,394638,50315,0.0
human1_HC-20_metabat2.99.fa.contigs.fa,8.99,0.0,0.0,317620,65206,0.0
human1_HC-21_maxbin.001.fasta.contigs.fa,96.6,0.0,0.0,2491625,124796,0.9996329657499998
human1_HC-21_maxbin.003.fasta.contigs.fa,32.53,0.95,0.0,1697392,105086,0.0
human1_HC-21_maxbin.004.fasta.contigs.fa,99.25,0.94,0.0,2956308,72212,0.9997846347619047
human1_HC-21_maxbin.005.fasta.contigs.fa,90.1,0.0,0.0,2685372,115492,0.9943993852380953
human1_HC-21_maxbin.006.fasta.contigs.fa,67.72,0.99,50.0,3160122,116078,0.0
human1_HC-21_maxbin.007.fasta.contigs.fa,62.07,0.0,0.0,1513501,76884,0.0
human1_HC-21_maxbin.008.fasta.contigs.fa,55.25,0.86,0.0,3659866,97482,0.0
human1_HC-21_maxbin.010.fasta.contigs.fa,93.88,5.81,58.54,4883882,16947,0.9880088754545455
human1_HC-21_maxbin.011.fasta.contigs.fa,98.66,2.68,16.67,2209337,225878,0.999835082727273
human1_HC-21_maxbin.012.fasta.contigs.fa,98.28,1.36,0.0,3490136,60882,0.999005283
human1_HC-21_maxbin.014.fasta.contigs.fa,60.92,15.91,54.55,5443385,23301,0.0
human1_HC-21_maxbin.015.fasta.contigs.fa,42.41,12.66,10.81,2750242,48102,0.0
human1_HC-21_maxbin.016.fasta.contigs.fa,84.18,46.2,3.45,3406750,52215,0.0
human1_HC-21_maxbin.017.fasta.contigs.fa,77.6,2.17,0.0,3145403,2671,0.99222705
human1_HC-21_maxbin.018.fasta.contigs.fa,94.44,10.19,0.0,2742000,45627,0.9995150549999999
human1_HC-21_maxbin.019.fasta.contigs.fa,86.67,11.91,82.35,4964163,22019,0.9978061633333333
human1_HC-21_maxbin.020.fasta.contigs.fa,80.94,15.81,19.35,2964558,35175,0.99713306
human1_HC-21_maxbin.021.fasta.contigs.fa,49.35,20.25,15.25,3390537,32349,0.0
human1_HC-21_maxbin.022.fasta.contigs.fa,99.44,2.49,5.88,2906282,22054,0.9996902242857141
human1_HC-21_maxbin.026.fasta.contigs.fa,48.85,15.01,0.0,7101001,3193,0.0
human1_HC-21_maxbin.028.fasta.contigs.fa,74.66,29.68,4.08,3777808,2589,0.0
human1_HC-21_maxbin.030.fasta.contigs.fa,58.83,15.51,13.16,1502311,8094,0.0
human1_HC-21_maxbin.033.fasta.contigs.fa,86.1,5.43,16.67,2326222,5085,0.9995481899999998
human1_HC-21_maxbin.035.fasta.contigs.fa,80.25,29.87,6.25,2515064,2472,0.0
human1_HC-22_maxbin.002.fasta.contigs.fa,31.72,0.0,0.0,1430272,86742,0.0
human1_HC-22_maxbin.003.fasta.contigs.fa,53.45,0.0,0.0,3168889,134622,0.0
human1_HC-22_maxbin.004.fasta.contigs.fa,8.23,0.0,0.0,603936,76803,0.0
human1_HC-22_maxbin.005.fasta.contigs.fa,39.08,0.29,0.0,2876004,102284,0.0
human1_HC-22_maxbin.006.fasta.contigs.fa,80.29,0.63,0.0,1225294,96866,0.99953634375
human1_HC-22_maxbin.008.fasta.contigs.fa,99.63,0.75,0.0,2936457,73851,0.9998226180952382
human1_HC-22_maxbin.009.fasta.contigs.fa,52.35,0.0,0.0,1254042,225890,0.0
human1_HC-22_maxbin.010.fasta.contigs.fa,99.32,0.0,0.0,2759568,121681,0.9995387582500002
human1_HC-22_maxbin.012.fasta.contigs.fa,60.11,18.35,2.44,2936813,99993,0.0
human1_HC-22_maxbin.014.fasta.contigs.fa,76.58,36.92,2.88,3380475,80957,0.0
human1_HC-22_maxbin.017.fasta.contigs.fa,70.4,11.02,9.09,2694484,62162,0.9981039730000001
human1_HC-22_maxbin.018.fasta.contigs.fa,88.61,27.64,1.72,3277821,86348,0.0
human1_HC-22_maxbin.019.fasta.contigs.fa,96.49,0.29,0.0,2390158,70827,0.9996883392857143
human1_HC-22_maxbin.021.fasta.contigs.fa,86.22,56.93,1.6,7419938,3373,0.0
human1_HC-22_maxbin.023.fasta_sub.contigs.fa,89.09,24.05,30.0,3766934,5301,0.0
human1_HC-22_maxbin.024.fasta_sub.contigs.fa,75.89,11.57,2.78,2950141,16426,0.9973337258823529
human1_HC-22_maxbin.026.fasta.contigs.fa,88.72,60.8,18.84,6841278,4472,0.0
human1_HC-22_maxbin.027.fasta.contigs.fa,65.78,14.61,1.54,3324710,3064,0.0
human1_HC-22_maxbin.031.fasta.contigs.fa,67.22,6.07,5.26,1613626,2657,0.0
human1_HC-22_maxbin.032.fasta.contigs.fa,56.87,1.91,0.0,1916283,2066,0.0
human1_HC-22_metabat2.32.fa.contigs.fa,27.39,0.0,0.0,670564,31316,0.0
human1_HC-22_metabat2.66.fa.contigs.fa,61.47,0.07,100.0,1419648,71031,0.0
human1_HC-23_maxbin.002.fasta.contigs.fa,99.63,1.5,0.0,3102164,57643,0.9998299928571428
human1_HC-23_maxbin.003.fasta.contigs.fa,21.38,0.76,22.22,1325835,65161,0.0
human1_HC-23_maxbin.004.fasta.contigs.fa,99.33,1.01,0.0,2114270,225889,0.9998102281818181
human1_HC-23_maxbin.006.fasta.contigs.fa,99.32,0.31,20.0,2682739,127466,0.9993166810000002
human1_HC-23_maxbin.007.fasta.contigs.fa,55.17,1.72,0.0,3716000,109938,0.0
human1_HC-23_maxbin.008.fasta.contigs.fa,76.55,12.24,0.0,5459689,35479,0.9994875386666667
human1_HC-23_maxbin.010.fasta.contigs.fa,83.11,13.37,0.0,3211561,31372,0.9989311624999999
human1_HC-23_maxbin.011.fasta.contigs.fa,39.14,0.0,0.0,1277436,61780,0.0
human1_HC-23_maxbin.012.fasta.contigs.fa,96.67,8.71,47.83,4454919,53253,0.9988228657142857
human1_HC-23_maxbin.013.fasta.contigs.fa,58.7,0.0,0.0,1918489,53535,0.0
human1_HC-23_maxbin.016.fasta.contigs.fa,27.22,0.0,0.0,910156,34804,0.0
human1_HC-23_maxbin.018.fasta.contigs.fa,98.28,11.91,70.97,3483517,211570,0.9998163445833335
human1_HC-23_maxbin.021.fasta.contigs.fa,96.49,0.1,50.0,2428085,70706,0.9995978864285714
human1_HC-23_maxbin.022.fasta.contigs.fa,96.64,1.48,0.0,2481302,119709,0.9998316816666666
human1_HC-23_maxbin.023.fasta.contigs.fa,98.48,0.11,66.67,4880781,114878,0.99513036
human1_HC-23_maxbin.024.fasta.contigs.fa,77.64,22.15,6.56,3524596,55053,0.0
human1_HC-23_maxbin.025.fasta.contigs.fa,52.87,16.93,54.55,4608541,13788,0.0
human1_HC-23_maxbin.026.fasta_sub.contigs.fa,27.87,0.0,0.0,3719542,12324,0.0
human1_HC-23_maxbin.027.fasta.contigs.fa,73.68,8.77,29.41,2614884,59412,0.9985833683333332
human1_HC-23_maxbin.028.fasta.contigs.fa,85.38,59.28,4.29,4092910,71942,0.0
human1_HC-23_maxbin.029.fasta.contigs.fa,89.87,57.17,3.52,3909785,84669,0.0
human1_HC-23_maxbin.030.fasta.contigs.fa,86.78,2.09,0.0,5174800,94118,0.9994676159090911
human1_HC-23_maxbin.032.fasta.contigs.fa,98.25,7.05,0.0,2811604,56056,0.9997206529032259
human1_HC-23_maxbin.033.fasta.contigs.fa,95.61,27.22,0.0,2809282,20973,0.0
human1_HC-23_maxbin.034.fasta.contigs.fa,72.78,2.59,11.11,1541579,42488,0.9947427799999999
human1_HC-23_maxbin.035.fasta.contigs.fa,91.61,44.04,1.83,6401569,7532,0.0
human1_HC-23_maxbin.037.fasta.contigs.fa,65.49,12.15,0.0,1585246,8521,0.0
human1_HC-23_maxbin.038.fasta.contigs.fa,92.01,14.84,59.09,4730902,5504,0.9991
human1_HC-23_maxbin.043.fasta.contigs.fa,79.21,10.26,0.0,2563107,2641,0.9983932305882353
human1_HC-23_metabat2.115.fa.contigs.fa,6.33,0.0,0.0,234495,45283,0.0
human1_HC-23_metabat2.138.fa_sub.contigs.fa,5.04,0.0,0.0,224537,90964,0.0
human1_HC-23_metabat2.21.fa.contigs.fa,10.14,0.0,0.0,242689,63910,0.0
human1_HC-23_metabat2.57.fa.contigs.fa,74.81,0.0,0.0,795938,189674,0.999948088125
human1_HC-24_maxbin.002.fasta.contigs.fa,41.45,0.0,0.0,1702181,69258,0.0
human1_HC-24_maxbin.003.fasta.contigs.fa,44.83,1.72,0.0,2893560,89298,0.0
human1_HC-24_maxbin.004.fasta.contigs.fa,40.42,0.0,0.0,755843,118376,0.0
human1_HC-24_maxbin.005.fasta.contigs.fa,58.28,1.74,37.5,3792850,116215,0.0
human1_HC-24_maxbin.007.fasta.contigs.fa,100.0,16.37,0.0,3506697,63989,0.9997824761904761
human1_HC-24_maxbin.008.fasta.contigs.fa,86.82,2.03,0.0,2660029,103348,0.9944321157142856
human1_HC-24_maxbin.010.fasta.contigs.fa,100.0,0.0,0.0,2755815,124320,0.9992565145000001
human1_HC-24_maxbin.011.fasta_sub.contigs.fa,58.23,5.06,0.0,2070264,33299,0.0
human1_HC-24_maxbin.012.fasta.contigs.fa,77.04,4.38,82.35,3919539,10352,0.9883463463636364
human1_HC-24_maxbin.013.fasta.contigs.fa,98.1,25.32,5.45,4108218,59587,0.0
human1_HC-24_maxbin.014.fasta_sub.contigs.fa,76.79,22.94,0.0,2787869,67657,0.0
human1_HC-24_maxbin.015.fasta.contigs.fa,88.51,1.52,0.0,5227523,96736,0.9995276795454544
human1_HC-24_maxbin.016.fasta.contigs.fa,98.88,2.34,11.11,2867699,73533,0.9997850542857141
human1_HC-24_maxbin.017.fasta.contigs.fa,96.11,4.64,0.0,3145075,17888,0.999541951875
human1_HC-24_maxbin.018.fasta.contigs.fa,97.58,0.0,0.0,1764014,258548,0.9991711630434783
human1_HC-24_maxbin.019.fasta_sub.contigs.fa,64.91,8.93,31.58,2746402,43584,0.0
human1_HC-24_maxbin.021.fasta.contigs.fa,90.77,42.47,3.41,6636944,95248,0.0
human1_HC-24_maxbin.022.fasta.contigs.fa,93.77,7.05,3.7,3633331,56703,0.9983149007692307
human1_HC-24_maxbin.023.fasta.contigs.fa,96.49,0.58,0.0,2407700,70486,0.9996035942857142
human1_HC-24_maxbin.024.fasta.contigs.fa,89.66,17.54,12.5,2632094,72037,0.9986614217647061
human1_HC-24_maxbin.025.fasta.contigs.fa,88.59,3.76,29.41,2704414,119344,0.9998034583333334
human1_HC-24_maxbin.026.fasta_sub.contigs.fa,42.3,20.91,11.27,2394643,65067,0.0
human1_HC-24_maxbin.027.fasta.contigs.fa,92.88,45.13,48.79,7416819,24253,0.0
human1_HC-24_maxbin.028.fasta.contigs.fa,93.37,0.0,0.0,3478383,253943,0.9998439572727271
human1_HC-24_maxbin.029.fasta_sub.contigs.fa,94.74,29.03,0.0,2738869,32091,0.0
human1_HC-24_maxbin.030.fasta_sub.contigs.fa,59.14,27.97,10.11,1915198,59582,0.0
human1_HC-24_maxbin.032.fasta.contigs.fa,93.88,3.76,0.0,3023254,31597,0.99819064
human1_HC-24_maxbin.033.fasta_sub.contigs.fa,68.5,14.44,4.17,6466748,7615,0.0
human1_HC-24_maxbin.036.fasta.contigs.fa,93.79,1.67,5.88,4501481,19829,0.9950161388235295
human1_HC-24_maxbin.037.fasta.contigs.fa,95.61,16.01,15.79,3140184,18038,0.99943808
human1_HC-24_maxbin.039.fasta.contigs.fa,60.14,9.01,8.82,2693714,4777,0.0
human1_HC-24_maxbin.040.fasta.contigs.fa,94.34,24.9,2.67,3364070,9100,0.0
human1_HC-24_maxbin.045.fasta.contigs.fa,84.1,4.34,0.0,1772470,3632,0.9996297
human1_HC-24_maxbin.046.fasta.contigs.fa,34.8,5.38,6.25,1800553,1742,0.0
human1_HC-24_metabat2.119.fa.contigs.fa,49.12,0.0,0.0,1022337,15853,0.0
human1_HC-24_metabat2.125.fa.contigs.fa,67.57,0.0,0.0,997727,11337,0.0
human1_HC-24_metabat2.24.fa.contigs.fa,17.72,0.0,0.0,669028,155630,0.0
human1_HC-24_metabat2.49.fa.contigs.fa,80.6,6.63,14.29,1913364,141998,0.991509615
human1_HC-24_metabat2.53.fa_sub.contigs.fa,7.02,0.0,0.0,245120,36949,0.0
human1_HC-24_metabat2.86.fa.contigs.fa,16.86,0.0,0.0,360271,23109,0.0
human1_HC-24_metabat2.96.fa.contigs.fa,28.12,0.0,0.0,1013043,22965,0.0
human1_HC-2_maxbin.002.fasta.contigs.fa,94.8,1.05,46.15,4388723,107465,0.9993411138095238
human1_HC-2_maxbin.003.fasta.contigs.fa,73.75,4.75,6.67,2810287,72471,0.9940434938095238
human1_HC-2_maxbin.005.fasta.contigs.fa,95.58,2.42,14.29,3311987,68989,0.9994691384615384
human1_HC-2_maxbin.007.fasta.contigs.fa,9.32,0.0,0.0,575458,26814,0.0
human1_HC-2_maxbin.008.fasta.contigs.fa,6.81,1.27,0.0,447852,36526,0.0
human1_HC-2_maxbin.009.fasta.contigs.fa,98.63,0.0,0.0,2705556,93496,0.999757281935484
human1_HC-2_maxbin.011.fasta.contigs.fa,83.67,0.0,0.0,2454255,124320,0.999325
human1_HC-2_maxbin.013.fasta_sub.contigs.fa,65.17,6.96,0.0,3189923,45515,0.0
human1_HC-2_maxbin.015.fasta.contigs.fa,99.25,0.19,0.0,3405668,232429,0.99983313375
human1_HC-2_maxbin.016.fasta.contigs.fa,57.78,3.14,0.0,2696605,70157,0.0
human1_HC-2_maxbin.017.fasta.contigs.fa,51.27,23.73,3.64,2554414,29250,0.0
human1_HC-2_maxbin.020.fasta.contigs.fa,88.27,83.97,0.77,4233837,50396,0.0
human1_HC-2_maxbin.021.fasta.contigs.fa,95.3,1.28,12.5,2530053,120865,0.9997802420833333
human1_HC-2_maxbin.023.fasta_sub.contigs.fa,40.61,2.34,66.67,1362103,63737,0.0
human1_HC-2_maxbin.025.fasta.contigs.fa,91.53,6.05,0.0,3519277,187797,0.9991472614285716
human1_HC-2_maxbin.027.fasta.contigs.fa,87.97,0.0,0.0,2754317,63672,0.9997205199999999
human1_HC-2_maxbin.028.fasta.contigs.fa,96.74,0.86,0.0,1583660,362779,0.9999456288235296
human1_HC-2_maxbin.029.fasta.contigs.fa,98.25,50.88,28.0,4117708,51661,0.0
human1_HC-2_maxbin.030.fasta.contigs.fa,93.68,6.94,0.0,5643105,62554,0.9995651327272725
human1_HC-2_maxbin.032.fasta_sub.contigs.fa,61.77,1.73,33.33,1135308,133980,0.0
human1_HC-2_maxbin.033.fasta.contigs.fa,84.27,1.4,0.0,1505108,47150,0.9997402457142857
human1_HC-2_maxbin.034.fasta.contigs.fa,49.1,13.53,7.14,3270938,34699,0.0
human1_HC-2_maxbin.035.fasta.contigs.fa,70.69,0.0,0.0,6309766,15549,0.9994247760714285
human1_HC-2_maxbin.036.fasta.contigs.fa,71.94,10.83,5.8,2471262,14223,0.99732591
human1_HC-2_maxbin.037.fasta.contigs.fa,21.28,1.79,0.0,1785194,6754,0.0
human1_HC-2_maxbin.039.fasta.contigs.fa,93.46,1.01,0.0,2127715,20341,0.9989912576470588
human1_HC-2_maxbin.040.fasta.contigs.fa,65.37,8.98,0.0,1469473,19892,0.0
human1_HC-2_maxbin.041.fasta.contigs.fa,93.07,10.37,0.0,3651908,25414,0.9996249627272727
human1_HC-2_maxbin.042.fasta_sub.contigs.fa,24.22,0.0,0.0,1239792,5022,0.0
human1_HC-2_maxbin.043.fasta.contigs.fa,95.82,3.17,6.25,2854917,10102,0.9995483921428571
human1_HC-2_maxbin.046.fasta.contigs.fa,82.21,1.03,0.0,1694660,6327,0.99894192625
human1_HC-2_maxbin.047.fasta.contigs.fa,92.6,47.91,4.92,3135100,8012,0.0
human1_HC-2_maxbin.050.fasta.contigs.fa,83.33,24.24,17.65,2456686,7235,0.0
human1_HC-2_maxbin.051.fasta.contigs.fa,39.96,3.8,0.0,1131589,3362,0.0
human1_HC-2_maxbin.057.fasta.contigs.fa,38.67,6.1,10.71,1780712,2112,0.0
human1_HC-2_metabat2.102.fa.contigs.fa,34.1,0.57,0.0,761494,25753,0.0
human1_HC-2_metabat2.112.fa.contigs.fa,19.62,0.0,0.0,403844,111421,0.0
human1_HC-2_metabat2.132.fa.contigs.fa,47.17,0.0,0.0,958689,70185,0.0
human1_HC-2_metabat2.137.fa_sub.contigs.fa,17.33,0.0,0.0,256082,26490,0.0
human1_HC-2_metabat2.36.fa_sub.contigs.fa,6.04,0.48,100.0,342050,20234,0.0
human1_HC-2_metabat2.53.fa.contigs.fa,18.55,0.0,0.0,321939,75465,0.0
human1_HC-2_metabat2.95.fa.contigs.fa,59.28,0.0,0.0,750254,31787,0.0
human1_HC-3_maxbin.002.fasta.contigs.fa,29.0,0.0,0.0,2157553,70804,0.0
human1_HC-3_maxbin.003.fasta.contigs.fa,97.87,2.09,28.57,3505196,62972,0.9995014503846154
human1_HC-3_maxbin.004.fasta.contigs.fa,74.14,6.9,0.0,4302779,97276,0.9980693766666666
human1_HC-3_maxbin.006.fasta.contigs.fa,71.41,13.57,9.62,4766480,140753,0.9995170886666666
human1_HC-3_maxbin.007.fasta.contigs.fa,90.02,0.72,50.0,2198758,74153,0.9946088019047623
human1_HC-3_maxbin.008.fasta.contigs.fa,100.0,0.0,0.0,2821862,128116,0.99918027575
human1_HC-3_maxbin.010.fasta.contigs.fa,27.7,5.69,10.2,2665378,23641,0.0
human1_HC-3_maxbin.011.fasta.contigs.fa,66.03,1.3,75.0,2824870,54749,0.0
human1_HC-3_maxbin.012.fasta.contigs.fa,98.63,0.0,0.0,2743987,85647,0.9997206522580645
human1_HC-3_maxbin.013.fasta.contigs.fa,96.34,10.15,5.66,3761400,60811,0.9980270477777778
human1_HC-3_maxbin.014.fasta.contigs.fa,83.52,2.53,0.0,4201491,34912,0.9983417188888889
human1_HC-3_maxbin.015.fasta.contigs.fa,86.21,1.52,0.0,4895015,100512,0.9997793409090907
human1_HC-3_maxbin.016.fasta.contigs.fa,83.86,2.74,20.0,2615225,36383,0.9968058281818181
human1_HC-3_maxbin.017.fasta.contigs.fa,97.32,0.0,0.0,2726716,121015,0.9998878995833334
human1_HC-3_maxbin.018.fasta.contigs.fa,99.25,2.25,12.5,3109640,65207,0.9998009864285715
human1_HC-3_maxbin.019.fasta.contigs.fa,61.41,0.32,0.0,3278317,47418,0.0
human1_HC-3_maxbin.020.fasta_sub.contigs.fa,86.84,31.74,39.13,3185380,57624,0.0
human1_HC-3_maxbin.022.fasta.contigs.fa,91.98,5.7,6.25,2766197,121705,0.9952246786666668
human1_HC-3_maxbin.024.fasta.contigs.fa,94.94,1.9,0.0,2719845,59353,0.9997631316666667
human1_HC-3_maxbin.025.fasta.contigs.fa,91.44,0.47,0.0,2940795,187983,0.9994920421428571
human1_HC-3_maxbin.026.fasta_sub.contigs.fa,60.6,13.92,2.94,2058095,43584,0.0
human1_HC-3_maxbin.027.fasta.contigs.fa,67.02,0.73,0.0,1607871,62513,0.0
human1_HC-3_maxbin.028.fasta.contigs.fa,98.21,0.0,0.0,3866516,284645,0.9998500666666665
human1_HC-3_maxbin.033.fasta.contigs.fa,91.47,1.78,0.0,1489366,29788,0.9999105352941174
human1_HC-3_maxbin.034.fasta.contigs.fa,92.59,7.17,13.04,2260685,12445,0.9994578371428571
human1_HC-3_maxbin.035.fasta.contigs.fa,78.79,1.72,0.0,4213813,8533,0.9995182960000001
human1_HC-3_maxbin.036.fasta.contigs.fa,90.39,9.88,35.56,2801361,9846,0.9995084233333335
human1_HC-3_maxbin.039.fasta.contigs.fa,99.69,44.26,13.33,2920516,8187,0.0
human1_HC-3_maxbin.040.fasta.contigs.fa,81.9,14.35,2.94,5141548,5768,0.998548811875
human1_HC-3_maxbin.042.fasta.contigs.fa,84.4,5.03,32.14,2529987,6944,0.9996112704166666
human1_HC-3_maxbin.043.fasta_sub.contigs.fa,19.64,0.77,0.0,1234045,4683,0.0
human1_HC-3_maxbin.044.fasta.contigs.fa,90.22,6.99,4.76,1709521,5290,0.9993317042857143
human1_HC-3_maxbin.045.fasta_sub.contigs.fa,51.38,2.8,0.0,1372078,4767,0.0
human1_HC-3_maxbin.046.fasta.contigs.fa,92.34,2.08,0.0,1631347,5933,0.9990164547826087
human1_HC-3_maxbin.047.fasta.contigs.fa,87.94,3.17,11.43,4038061,4990,0.9950456647058824
human1_HC-3_maxbin.051.fasta.contigs.fa,60.6,9.67,5.26,2169200,1811,0.0
human1_HC-3_metabat2.3.fa.contigs.fa,3.54,0.0,0.0,202397,121625,0.0
human1_HC-3_metabat2.34.fa.contigs.fa,7.5,0.0,0.0,423224,106668,0.0
human1_HC-3_metabat2.4.fa.contigs.fa,27.45,0.35,0.0,347838,9837,0.0
human1_HC-3_metabat2.48.fa.contigs.fa,54.39,0.0,0.0,954910,120044,0.0
human1_HC-3_metabat2.50.fa.contigs.fa,30.38,0.63,0.0,858210,53336,0.0
human1_HC-3_metabat2.78.fa_sub.contigs.fa,22.38,0.0,0.0,320841,12142,0.0
human1_HC-4_maxbin.002.fasta.contigs.fa,22.79,0.48,0.0,1362195,102953,0.0
human1_HC-4_maxbin.003.fasta.contigs.fa,97.4,6.09,34.78,4781082,127748,0.9990220966666667
human1_HC-4_maxbin.004.fasta.contigs.fa,63.16,3.51,0.0,2112573,101042,0.0
human1_HC-4_maxbin.005.fasta.contigs.fa,97.0,4.45,20.0,7299605,151581,0.999540958
human1_HC-4_maxbin.006.fasta.contigs.fa,94.59,5.31,6.67,3707618,64821,0.9992001342307694
human1_HC-4_maxbin.007.fasta.contigs.fa,41.14,0.0,0.0,842096,76803,0.0
human1_HC-4_maxbin.008.fasta.contigs.fa,95.21,0.0,0.0,2708074,86241,0.9997142603225806
human1_HC-4_maxbin.009.fasta.contigs.fa,99.32,0.0,0.0,2716047,129305,0.9994308855
human1_HC-4_maxbin.010.fasta.contigs.fa,91.44,1.43,0.0,3181641,224088,0.999244427857143
human1_HC-4_maxbin.011.fasta.contigs.fa,49.03,1.9,0.0,1552452,16527,0.0
human1_HC-4_maxbin.012.fasta.contigs.fa,83.85,5.94,86.36,4041421,14500,0.9880284290909093
human1_HC-4_maxbin.013.fasta.contigs.fa,75.44,21.05,20.0,3425476,39568,0.0
human1_HC-4_maxbin.014.fasta.contigs.fa,86.21,1.52,0.0,4990983,96736,0.9996623622727271
human1_HC-4_maxbin.015.fasta.contigs.fa,90.72,25.11,3.33,3076753,58792,0.0
human1_HC-4_maxbin.019.fasta.contigs.fa,38.6,7.02,21.43,1348557,70535,0.0
human1_HC-4_maxbin.020.fasta.contigs.fa,56.73,0.0,0.0,1187882,70063,0.0
human1_HC-4_maxbin.021.fasta.contigs.fa,92.39,0.0,0.0,3657964,456753,0.9999274479999999
human1_HC-4_maxbin.022.fasta.contigs.fa,95.3,4.09,27.78,2534714,118547,0.99985414625
human1_HC-4_maxbin.023.fasta.contigs.fa,96.6,1.49,0.0,6619668,27849,0.9994897528571428
human1_HC-4_maxbin.025.fasta.contigs.fa,82.53,23.68,11.02,3619927,41041,0.0
human1_HC-4_maxbin.026.fasta.contigs.fa,87.58,37.49,2.27,3190926,56278,0.0
human1_HC-4_maxbin.027.fasta.contigs.fa,14.05,1.19,40.0,2520687,19335,0.0
human1_HC-4_maxbin.029.fasta.contigs.fa,86.74,1.28,0.0,1490572,42371,0.9996884142857142
human1_HC-4_maxbin.030.fasta.contigs.fa,45.78,6.86,24.44,3552592,11002,0.0
human1_HC-4_maxbin.031.fasta.contigs.fa,89.85,0.74,0.0,1447824,28288,0.9999118405882353
human1_HC-4_maxbin.033.fasta.contigs.fa,74.19,1.12,0.0,1098010,21763,0.9988718
human1_HC-4_maxbin.034.fasta_sub.contigs.fa,84.61,44.14,3.17,3828758,11089,0.0
human1_HC-4_maxbin.035.fasta.contigs.fa,95.88,6.95,31.58,3026784,16138,0.9996741904761905
human1_HC-4_maxbin.036.fasta.contigs.fa,91.81,8.58,0.0,3415701,32626,0.9996887690909091
human1_HC-4_maxbin.037.fasta.contigs.fa,95.03,8.13,3.7,2402945,20343,0.9995400521428571
human1_HC-4_maxbin.038.fasta.contigs.fa,82.51,7.45,3.03,4357618,9322,0.9987787025
human1_HC-4_maxbin.039.fasta.contigs.fa,88.1,0.27,0.0,1583291,14979,0.9991134056521738
human1_HC-4_maxbin.041.fasta.contigs.fa,89.49,3.66,18.75,2577574,5482,0.9995455778571428
human1_HC-4_maxbin.045.fasta.contigs.fa,78.32,2.48,18.75,3489291,3165,0.9947689988235294
human1_HC-4_maxbin.048.fasta.contigs.fa,15.42,2.09,20.0,416708,2181,0.0
human1_HC-4_maxbin.050.fasta.contigs.fa,50.22,0.97,50.0,1832623,1969,0.0
human1_HC-4_maxbin.052.fasta.contigs.fa,60.0,0.0,0.0,1443891,2130,0.0
human1_HC-4_maxbin.053.fasta.contigs.fa,38.17,3.63,5.26,1250508,1768,0.0
