ASV	D1	D10	D11	D12	D13	D14	D15	D16	D17	D18	D19	D2	D20	D21	D22	D23	D24	D25	D26	D27	D28	D29	D3	D30	D31	D32	D33	D34	D35	D36	D37	D38	D39	D4	D40	D41	D42	D43	D5	D6	D7	D8	D9	D_1	HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	HC_10	HC_11	HC_12	HC_13	HC_14	HC_15	HC_16	HC_17	HC_18	HC_19	HC_20	HC_21	HC_22	HC_23	HC_24	HV_1	HV_2	HV_3	HV_4	HV_5	HV_6	HV_7	HV_8	HV_9	HV_10	HV_11	HV_12	HV_13	HV_14	HV_15	HV_16	HV_17	HV_18	HV_19	HV_20	HV_21	HV_22	HV_23	HV_24	Best_Hit_ARO	Model_type	Drug_Class	Resistance_Mechanism	AMR_Gene.Family	Best_Identities	Percentage_Length.of.Reference.Sequence	Note	Length_AA	Gene_name	Contig_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	KEGG_ID	KEGGFUN	KEGGPATH	COG_ID	COGFUN	COGPATH	PFAM	Drug_Class_multi	Resistance_Mechanism_multi	Strain
human_megahit_102426_136-459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0	0	0	0	0	0	0.083	0	0	0	0	0	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376	0	0	0	0.049	1.174	0.682	0	0	0	0	0	3.935	9.215	0	0	Escherichia coli soxS with mutation conferring antibiotic resistance	protein overexpression model	fluoroquinolone; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline; rifamycin; phenicol; triclosan; penem	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	100.00	NA	 108	soxS	megahit_102426	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	K13631*	AraC family transcriptional regulator, mar-sox-rob regulon activator	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	ENOG4111IXA	Transcriptional regulator	Transcription	PF00165 [Bacterial regulatory helix-turn-helix proteins, AraC family];PF12833 [Helix-turn-helix domain]	multi-drug	multi-mech	unknown Escherichia (Genus)
human_megahit_188016_651-1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475	1.156	0.438	1.725	1.2	0	0.502	0.636	0.169	0.131	0.402	0.186	2.673	0	0.352	0.117	0.721	0.383	0.806	0.095	0.175	0.172	0	5.929	1.769	9.203	1.223	1.287	0	0	0.166	10.647	1.714	6.242	0.257	0	0	29.225	45.403	5.86	5.43	0	0.106	3.297	0.466	45.178	74.53	0	1.26	Escherichia coli soxR with mutation conferring antibiotic resistance	protein overexpression model	fluoroquinolone; cephalosporin; glycylcycline; penam; tetracycline; rifamycin; phenicol; triclosan	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.35	100.00	NA	 155	soxR	megahit_188016	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K13639*	MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG0789*	Predicted transcriptional regulators	Transcription	PF00376 [MerR family regulatory protein];PF09278 [MerR, DNA binding]	multi-drug	multi-mech	Escherichia coli
human_megahit_188016_1201-1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432	1.229	0.524	1.052	1.83	0	0.96	0.912	0	0.312	0.519	0.427	3.774	0	0.505	0	0.989	0.44	1.209	0.045	0.188	0.099	0	6.503	2.228	10.505	1.968	1.478	0	0	0.095	8.904	1.703	5.826	0.123	0	0.233	30.58	45.544	4.716	5.195	0	0.254	4.243	0.182	36.331	71.364	0	1.167	Escherichia coli soxS with mutation conferring antibiotic resistance	protein overexpression model	fluoroquinolone; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline; rifamycin; phenicol; triclosan; penem	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	100.00	NA	 108	soxS	megahit_188016	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	K13631*	AraC family transcriptional regulator, mar-sox-rob regulon activator	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	ENOG4111IXA	Transcriptional regulator	Transcription	PF00165 [Bacterial regulatory helix-turn-helix proteins, AraC family];PF12833 [Helix-turn-helix domain]	multi-drug	multi-mech	unknown Escherichia (Genus)
human_megahit_242168_461-1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0.366	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tetR	protein overexpression model	tetracycline	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	 99.52	NA	 208	tetR	megahit_242168	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	K18476*	TetR/AcrR family transcriptional regulator, tetracycline repressor protein	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	ENOG41104NP*	Tetracyclin repressor, C-terminal all-alpha domain	Transcription	PF00440 [Bacterial regulatory proteins, tetR family];PF02909 [Tetracyclin repressor, C-terminal all-alpha domain]	tetracycline	multi-mech	unknown Gammaproteobacteria (Class)
chick_megahit_8430_2303-3106	0	1.291	0.192	0	0	0	0	0	0.019	0	0.086	0	0	0	0.321	0	0	0.02	0	0	0	0.919	0	0	0	0.019	0.355	0	0	0	0.018	0.259	0	0.019	0.362	0	44.807	0.039	0	0.037	0	0.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APH(3'')-Ib	protein homolog model	aminoglycoside	antibiotic inactivation	APH(3'')	 99.63	100.37	NA	 268	strA	megahit_8430	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K10673*	streptomycin 3""""-kinase [EC:2.7.1.87]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG3231*	Aminoglycoside phosphotransferase	Translation, ribosomal structure and biogenesis	PF01636 [Phosphotransferase enzyme family]	aminoglycoside	antibiotic inactivation	unknown Enterobacteriaceae (Family)
chick_megahit_8430_3106-3942	0	0.782	0	0.04	0	0	0.057	0	0.018	0.038	0.066	0	0	0	0.389	0	0	0.038	0	0.039	0	0.659	0	0	0	0.018	0.372	0	0	0	0.104	0.348	0	0.055	0.622	0	45.504	0	0.032	0	0.034	1.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APH(6)-Id	protein homolog model	aminoglycoside	antibiotic inactivation	APH(6)	 99.64	100.36	NA	 279	strB	megahit_8430	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K04343*	streptomycin 6-kinase [EC:2.7.1.72]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG3570*	Streptomycin 6-kinase	NA	PF04655 [Aminoglycoside/hydroxyurea antibiotic resistance kinase]	aminoglycoside	antibiotic inactivation	unknown Enterobacteriaceae (Family)
chick_megahit_8588_1391-1876	0	0	0	11.453	0.538	0	0	0	0	0	0	0	0	0	0	0	0	0	15.495	0	0	0	3.044	0	0	0	6.618	0	0	0	0	127.941	302.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vanZA	protein homolog model	glycopeptide	antibiotic target alteration	vanZ; glycopeptide resistance gene cluster	100.00	100.62	NA	 162	NA	megahit_8588	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	NA	NA	COG4767*	Glycopeptide antibiotics resistance protein	NA	PF04892 [VanZ like family ]	glycopeptide	antibiotic target alteration	Enterococcus
chick_megahit_8588_2029-2940	0	0	0	8.475	0.318	0	0	0	0	0	0	0	0.071	0	0	0	0	0	15.308	0	0	0	2.634	0	0	0	6.3	0	0	0	0	139.19	265.957	0	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vanYA	protein homolog model	glycopeptide	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	100.00	100.33	NA	 304	vanY	megahit_8588	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K07260*	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1876*	D-alanyl-D-alanine carboxypeptidase	Cell envelope biogenesis, outer membrane	PF02557 [D-alanyl-D-alanine carboxypeptidase]	glycopeptide	antibiotic target alteration	Enterococcus
chick_megahit_8588_3368-3976	0	0	0	11.783	0.524	0	0	0	0	0	0	0	0	0	0	0	0	0	19.514	0	0	0	2.886	0	0	0	7.326	0	0	0	0	165.803	321.842	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vanXA	protein homolog model	glycopeptide	antibiotic target alteration	vanX; glycopeptide resistance gene cluster	100.00	100.50	NA	 203	vanX	megahit_8588	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K08641*	zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG2173*	D-alanyl-D-alanine dipeptidase	Cell envelope biogenesis, outer membrane	PF01427 [D-ala-D-ala dipeptidase]	glycopeptide	antibiotic target alteration	Enterococcus
chick_megahit_8588_3982-5031	0	0	0	8.575	0.498	0	0	0	0	0	0	0	0	0	0	0	0	0	15.464	0.021	0	0	3.236	0	0	0	6.694	0	0	0	0	157.506	278.352	0	0.046	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vanA	protein homolog model	glycopeptide	antibiotic target alteration	glycopeptide resistance gene cluster; van ligase	100.00	102.04	NA	 350	vanB, vanA, vanD	megahit_8588	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K15739*	D-alanine---(R)-lactate ligase [EC:6.1.2.1]	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1181*	D-alanine-D-alanine ligase and related ATP-grasp enzymes	Cell envelope biogenesis, outer membrane	PF01820 [D-ala D-ala ligase N-terminus];PF07478 [D-ala D-ala ligase C-terminus]	glycopeptide	antibiotic target alteration	Enterococcus
chick_megahit_8588_5006-5974	0	0	0	11.195	0.704	0	0	0	0	0	0	0	0	0	0	0	0	0	17.844	0.045	0	0	3.084	0	0	0	6.933	0	0	0	0	152.9	287.069	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vanHA	protein homolog model	glycopeptide	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	100.00	100.31	NA	 323	vanH	megahit_8588	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K18347*	D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-]	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1052*	Lactate dehydrogenase and related dehydrogenases	General function prediction only|Coenzyme metabolism|Energy production and conversion	PF00389 [D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain];PF02826 [D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain]	glycopeptide	antibiotic target alteration	Enterococcus
chick_megahit_8588_7321-8016	0	0	0	10.864	0.209	0	0	0	0	0	0	0	0	0	0	0	0	0	15.055	0	0	0	3.557	0	0	0	6.876	0	0	0	0	157.883	286.753	0	0.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vanRA	protein homolog model	glycopeptide	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	100.00	100.43	NA	 232	vanRC, vanRE, vanRG	megahit_8588	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K18349*	two-component system, OmpR family, response regulator VanR	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0745*	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	Transcription|Signal transduction mechanisms	PF00072 [Response regulator receiver domain];PF00486 [Transcriptional regulatory protein, C terminal]	glycopeptide	antibiotic target alteration	Enterococcus
chick_megahit_10204_188-2107	0.007	0.091	0.088	0.044	0.968	0.009	0.025	0.009	0.22	0	0.101	1.234	0.679	0	0.014	0.463	0.065	0.008	0.024	1.031	0.423	2.017	0	0.345	0.508	0.016	0	0.246	0.232	0.075	0.128	0	0	0.19	0.12	0.539	0.659	0.878	0.197	0.061	0.03	0.007	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tet32	protein homolog model	tetracycline	antibiotic target protection	tetracycline-resistant ribosomal protection protein	 98.75	100.16	NA	 640	tetM, tetO	megahit_10204	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	NA	NA	K18220*	ribosomal protection tetracycline resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0480*	Translation elongation factors (GTPases)	Translation, ribosomal structure and biogenesis	PF00009 [Elongation factor Tu GTP binding domain];PF00679 [Elongation factor G C-terminus];PF03764 [Elongation factor G, domain IV];PF14492 [Elongation Factor G, domain II]	tetracycline	antibiotic target protection	unknown Eubacteriales (Family)
chick_megahit_26483_24511-25815	33.407	14.572	16.023	12.989	10.611	35.804	0.621	0.118	20.394	8.889	11.509	0.688	18.784	25.052	0.322	0	25.79	16.483	12.161	24.129	16.048	0.549	9.541	0.059	28.913	51.215	50.762	29.875	9.121	19.452	37.033	5.346	5.971	16.651	39.286	0.503	26.098	0	15.108	0.992	5.114	2.557	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli ampC1 beta-lactamase	protein homolog model	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	 99.08	100.23	NA	 435	pbp4b	megahit_26483	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K21469*	serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]	Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG1680*	Beta-lactamase class C and other penicillin binding proteins	NA	PF00144 [Beta-lactamase]	multi-drug	antibiotic inactivation	Escherichia coli
chick_megahit_26483_57215-60328	31.397	13.29	16.125	12.41	11.397	32.752	0.337	0.027	19.868	8.806	11.762	0.793	17.596	24.677	0.266	0	25	14.967	11.282	20.398	16.102	0.485	8.65	0.128	28.526	50.125	48.764	31.083	8.301	19.042	35.026	5.798	5.705	16.163	39.965	0.511	25.795	0.057	14.175	1.086	4.665	2.703	0.821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	acrD	protein homolog model	aminoglycoside	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.81	100.10	NA	1038	acrD	megahit_26483	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K18324*	multidrug efflux pump	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0841*	Cation/multidrug efflux pump	NA	PF00873 [AcrB/AcrD/AcrF family]	aminoglycoside	antibiotic efflux	Escherichia coli
chick_megahit_26836_9130-12723	27.843	12.475	13.496	10.832	9.794	29.215	0.27	0.067	17.454	7.778	11.1	0.572	15.373	21.412	0.313	0.022	21.237	12.959	9.767	18.57	13.897	0.568	8.139	0.034	25.64	48.145	42.291	25.717	7.985	17.676	32.104	5.354	4.221	15.649	33.219	0.467	23.436	0.018	13.543	0.99	4.154	2.511	0.693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	evgS	protein homolog model	macrolide; fluoroquinolone; penam; tetracycline	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.16	100.08	NA	1198	evgS, bvgS	megahit_26836	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07679*	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Infectious diseases: Bacterial; Pertussis | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system	COG0784;COG0834;COG2198	NA	NA	PF00072 [Response regulator receiver domain];PF00497 [Bacterial extracellular solute-binding proteins, family 3];PF00512 [His Kinase A (phospho-acceptor) domain];PF02518 [Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase]	multi-drug	antibiotic efflux	Escherichia coli
chick_megahit_26836_12728-13342	31.973	14.123	15.769	12.813	12.297	35.715	0.258	0	19.811	8.567	12.312	0.75	18.789	24.24	0.154	0	25.843	15.794	11.5	21.665	19.142	0.664	10.337	0	29.509	55.507	48.333	30.173	8.411	19.989	36.272	5.553	5.575	18.31	40.5	0.78	25.264	0.034	14.742	1.554	4.42	3.205	0.575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	evgA	protein homolog model	macrolide; fluoroquinolone; penam; tetracycline	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	100.49	NA	 205	evgA, bvgA	megahit_26836	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07690*	two-component system, NarL family, response regulator EvgA	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Infectious diseases: Bacterial; Pertussis | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG4111M1G*	regulator	Signal transduction mechanisms	PF00072 [Response regulator receiver domain];PF00196 [Bacterial regulatory proteins, luxR family]	multi-drug	antibiotic efflux	Escherichia coli
chick_megahit_26836_13758-14921	29.154	13.923	13.617	12.056	10.513	30.463	0.164	0.088	18.577	9.578	12.13	0.825	16.732	23.094	0.198	0.023	21.925	15.536	10.656	20.912	15.939	0.531	9.828	0	28.456	53.607	48.978	28.484	8.72	18.119	32.435	6.261	4.702	16.233	37.478	0.542	23.933	0	14.102	1.162	4.522	2.77	0.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	emrK	protein homolog model	tetracycline	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	110.54	NA	 388	emrK	megahit_26836	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07797*	multidrug resistance protein K	Environmental Information Processing; Signal transduction; Two-component system	COG1566*	Multidrug resistance efflux pump	NA	PF00529 [HlyD membrane-fusion protein of T1SS];PF13437 [HlyD family secretion protein];PF13533 [Biotin-lipoyl like];PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	tetracycline	antibiotic efflux	Escherichia coli
chick_megahit_26836_14921-16459	23.028	10.198	13.759	11.003	8.875	25.338	0.207	0.033	15.373	7.998	9.903	0.697	13.153	19.945	0.273	0.017	19.144	12.972	9.746	16.679	11.948	0.523	7.767	0.02	22.557	45.336	40.095	23.323	7.291	18.082	28.707	4.587	4.561	13.812	33.242	0.418	23.743	0.014	11.097	0.755	3.906	1.692	0.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	emrY	protein homolog model	tetracycline	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	 99.80	100.20	NA	 513	emrY	megahit_26836	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07786*	MFS transporter, DHA2 family, multidrug resistance protein	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG410XNN3*	drug resistance transporter emrb qaca subfamily	Inorganic ion transport and metabolism	PF07690 [Major Facilitator Superfamily]	tetracycline	antibiotic efflux	Escherichia coli
chick_megahit_29911_7324-8058	0.13	0.217	0.496	0.297	0.375	0.024	0.649	0.465	0.574	0	0.282	0.56	0.31	0	4.192	14.446	0.47	0	0	0.355	1.166	0.285	0	11.83	0.753	0	0	1.444	0.303	0.391	0.533	0	0	0.415	0.775	5.635	0.149	2.78	0.368	0.12	0.313	0.421	0.372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ErmG	protein homolog model	macrolide; lincosamide; streptogramin	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	 99.18	100.41	NA	 245	ermC, ermA	megahit_29911	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	NA	K00561*	23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0030*	Dimethyladenosine transferase (rRNA methylation)	Translation, ribosomal structure and biogenesis	PF00398 [Ribosomal RNA adenine dimethylase]	multi-drug	antibiotic target alteration	unknown Bacteroidales (Genus)
chick_megahit_30260_28698-30236	35.325	16.018	17.748	15.306	11.941	39.335	0.32	0	21.497	9.37	13.95	1.239	18.205	27.19	0.15	0.017	25.44	17.477	12.287	23.506	18.385	0.746	10.403	0.12	30.311	55.623	52.76	30.918	9.252	22.885	36.595	5.967	7.056	18.367	44.412	0.558	30.856	0	15.361	1.118	5.317	2.515	0.731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	emrB	protein homolog model	fluoroquinolone	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	100.20	NA	 513	emrB	megahit_30260	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K03446*	MFS transporter, DHA2 family, multidrug resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	ENOG410XNN3*	drug resistance transporter emrb qaca subfamily	Inorganic ion transport and metabolism	PF07690 [Major Facilitator Superfamily]	fluoroquinolone	antibiotic efflux	Escherichia coli
