genome,completeness,contamination,strain_heterogeneity,length,N50
human1_HC-3_maxbin.034.fasta.contigs.fa,92.59,7.17,13.04,2260685,12445
human1_HC-3_maxbin.035.fasta.contigs.fa,78.79,1.72,0.0,4213813,8533
human1_HC-3_maxbin.036.fasta.contigs.fa,90.39,9.88,35.56,2801361,9846
human1_HC-3_maxbin.039.fasta.contigs.fa,99.69,44.26,13.33,2920516,8187
human1_HC-3_maxbin.040.fasta.contigs.fa,81.9,14.35,2.94,5141548,5768
human1_HC-3_maxbin.042.fasta.contigs.fa,84.4,5.03,32.14,2529987,6944
human1_HC-3_maxbin.043.fasta_sub.contigs.fa,19.64,0.77,0.0,1234045,4683
human1_HC-3_maxbin.044.fasta.contigs.fa,90.22,6.99,4.76,1709521,5290
human1_HC-3_maxbin.045.fasta_sub.contigs.fa,51.38,2.8,0.0,1372078,4767
human1_HC-3_maxbin.046.fasta.contigs.fa,92.34,2.08,0.0,1631347,5933
human1_HC-3_maxbin.047.fasta.contigs.fa,87.94,3.17,11.43,4038061,4990
human1_HC-3_maxbin.051.fasta.contigs.fa,60.6,9.67,5.26,2169200,1811
human1_HC-3_metabat2.3.fa.contigs.fa,3.54,0.0,0.0,202397,121625
human1_HC-3_metabat2.34.fa.contigs.fa,7.5,0.0,0.0,423224,106668
human1_HC-3_metabat2.4.fa.contigs.fa,27.45,0.35,0.0,347838,9837
human1_HC-3_metabat2.48.fa.contigs.fa,54.39,0.0,0.0,954910,120044
human1_HC-3_metabat2.50.fa.contigs.fa,30.38,0.63,0.0,858210,53336
human1_HC-3_metabat2.78.fa_sub.contigs.fa,22.38,0.0,0.0,320841,12142
human1_HC-4_maxbin.002.fasta.contigs.fa,22.79,0.48,0.0,1362195,102953
human1_HC-4_maxbin.003.fasta.contigs.fa,97.4,6.09,34.78,4781082,127748
human1_HC-4_maxbin.004.fasta.contigs.fa,63.16,3.51,0.0,2112573,101042
human1_HC-4_maxbin.005.fasta.contigs.fa,97.0,4.45,20.0,7299605,151581
human1_HC-4_maxbin.006.fasta.contigs.fa,94.59,5.31,6.67,3707618,64821
human1_HC-4_maxbin.007.fasta.contigs.fa,41.14,0.0,0.0,842096,76803
human1_HC-4_maxbin.008.fasta.contigs.fa,95.21,0.0,0.0,2708074,86241
human1_HC-4_maxbin.009.fasta.contigs.fa,99.32,0.0,0.0,2716047,129305
human1_HC-4_maxbin.010.fasta.contigs.fa,91.44,1.43,0.0,3181641,224088
human1_HC-4_maxbin.011.fasta.contigs.fa,49.03,1.9,0.0,1552452,16527
human1_HC-4_maxbin.012.fasta.contigs.fa,83.85,5.94,86.36,4041421,14500
human1_HC-4_maxbin.013.fasta.contigs.fa,75.44,21.05,20.0,3425476,39568
human1_HC-4_maxbin.014.fasta.contigs.fa,86.21,1.52,0.0,4990983,96736
human1_HC-4_maxbin.015.fasta.contigs.fa,90.72,25.11,3.33,3076753,58792
human1_HC-4_maxbin.019.fasta.contigs.fa,38.6,7.02,21.43,1348557,70535
human1_HC-4_maxbin.020.fasta.contigs.fa,56.73,0.0,0.0,1187882,70063
human1_HC-4_maxbin.021.fasta.contigs.fa,92.39,0.0,0.0,3657964,456753
human1_HC-4_maxbin.022.fasta.contigs.fa,95.3,4.09,27.78,2534714,118547
human1_HC-4_maxbin.023.fasta.contigs.fa,96.6,1.49,0.0,6619668,27849
human1_HC-4_maxbin.025.fasta.contigs.fa,82.53,23.68,11.02,3619927,41041
human1_HC-4_maxbin.026.fasta.contigs.fa,87.58,37.49,2.27,3190926,56278
human1_HC-4_maxbin.027.fasta.contigs.fa,14.05,1.19,40.0,2520687,19335
human1_HC-4_maxbin.029.fasta.contigs.fa,86.74,1.28,0.0,1490572,42371
human1_HC-4_maxbin.030.fasta.contigs.fa,45.78,6.86,24.44,3552592,11002
human1_HC-4_maxbin.031.fasta.contigs.fa,89.85,0.74,0.0,1447824,28288
human1_HC-4_maxbin.033.fasta.contigs.fa,74.19,1.12,0.0,1098010,21763
human1_HC-4_maxbin.034.fasta_sub.contigs.fa,84.61,44.14,3.17,3828758,11089
human1_HC-4_maxbin.035.fasta.contigs.fa,95.88,6.95,31.58,3026784,16138
human1_HC-4_maxbin.036.fasta.contigs.fa,91.81,8.58,0.0,3415701,32626
human1_HC-4_maxbin.037.fasta.contigs.fa,95.03,8.13,3.7,2402945,20343
human1_HC-4_maxbin.038.fasta.contigs.fa,82.51,7.45,3.03,4357618,9322
human1_HC-4_maxbin.039.fasta.contigs.fa,88.1,0.27,0.0,1583291,14979
human1_HC-4_maxbin.041.fasta.contigs.fa,89.49,3.66,18.75,2577574,5482
human1_HC-4_maxbin.045.fasta.contigs.fa,78.32,2.48,18.75,3489291,3165
human1_HC-4_maxbin.048.fasta.contigs.fa,15.42,2.09,20.0,416708,2181
human1_HC-4_maxbin.050.fasta.contigs.fa,50.22,0.97,50.0,1832623,1969
human1_HC-4_maxbin.052.fasta.contigs.fa,60.0,0.0,0.0,1443891,2130
human1_HC-4_maxbin.053.fasta.contigs.fa,38.17,3.63,5.26,1250508,1768
human1_HC-4_metabat2.109.fa_sub.contigs.fa,69.73,0.1,0.0,1621836,34317
human1_HC-4_metabat2.141.fa.contigs.fa,17.07,0.0,0.0,778295,45494
human1_HC-4_metabat2.47.fa_sub.contigs.fa,17.25,0.0,0.0,618440,73777
human1_HC-4_metabat2.49.fa.contigs.fa,30.91,0.0,0.0,747930,33428
human1_HC-4_metabat2.76.fa.contigs.fa,41.23,0.0,0.0,702330,51279
human1_HC-5_maxbin.001.fasta.contigs.fa,98.14,1.43,0.0,4722258,103235
human1_HC-5_maxbin.002.fasta.contigs.fa,38.19,1.9,12.5,1990366,54685
human1_HC-5_maxbin.003.fasta.contigs.fa,61.74,3.41,15.38,3597729,54216
human1_HC-5_maxbin.004.fasta.contigs.fa,93.04,3.92,5.0,3117876,62771
human1_HC-5_maxbin.005.fasta.contigs.fa,99.63,1.5,0.0,2959369,68860
human1_HC-5_maxbin.006.fasta.contigs.fa,22.62,6.28,6.25,1732745,38555
human1_HC-5_maxbin.007.fasta.contigs.fa,100.0,0.0,0.0,2735573,119267
human1_HC-5_maxbin.008.fasta.contigs.fa,76.24,3.48,0.0,1768460,67457
human1_HC-5_maxbin.009.fasta.contigs.fa,98.63,0.0,0.0,2716051,88343
human1_HC-5_maxbin.013.fasta.contigs.fa,23.73,1.9,0.0,890516,33382
human1_HC-5_maxbin.016.fasta.contigs.fa,88.59,2.22,0.0,4152536,41555
human1_HC-5_maxbin.017.fasta.contigs.fa,96.2,36.08,7.32,3400507,51137
human1_HC-5_maxbin.018.fasta.contigs.fa,89.08,4.47,0.0,5507272,82872
human1_HC-5_maxbin.019.fasta.contigs.fa,57.08,1.25,0.0,1422805,183917
human1_HC-5_maxbin.020.fasta.contigs.fa,89.36,20.93,1.69,5216167,5706
human1_HC-5_maxbin.023.fasta.contigs.fa,95.27,2.18,0.0,2365456,36208
human1_HC-5_maxbin.026.fasta_sub.contigs.fa,69.72,2.89,0.0,2047700,26218
human1_HC-5_maxbin.027.fasta.contigs.fa,96.86,2.42,11.76,3273587,18787
human1_HC-5_maxbin.029.fasta.contigs.fa,66.38,19.54,8.7,4579709,3419
human1_HC-5_maxbin.035.fasta.contigs.fa,94.49,78.28,0.0,3856960,3269
human1_HC-5_maxbin.037.fasta.contigs.fa,69.21,0.34,0.0,1349421,2581
human1_HC-5_metabat2.104.fa.contigs.fa,21.52,0.0,0.0,721618,180721
human1_HC-5_metabat2.56.fa.contigs.fa,23.86,0.0,0.0,385141,19547
human1_HC-5_metabat2.78.fa.contigs.fa,24.83,0.0,0.0,637083,30263
human1_HC-5_metabat2.80.fa_sub.contigs.fa,26.2,0.58,0.0,560743,8927
human1_HC-5_metabat2.96.fa.contigs.fa,12.56,0.0,0.0,510475,109583
human1_HC-6_maxbin.003.fasta.contigs.fa,18.36,0.0,0.0,829672,59791
human1_HC-6_maxbin.004.fasta.contigs.fa,56.51,0.0,0.0,2388590,105085
human1_HC-6_maxbin.007.fasta.contigs.fa,66.67,0.0,0.0,1773849,88510
human1_HC-6_maxbin.009.fasta.contigs.fa,97.2,0.17,0.0,6645575,140088
human1_HC-6_maxbin.010.fasta.contigs.fa,100.0,0.0,0.0,2774826,124321
human1_HC-6_maxbin.011.fasta.contigs.fa,14.88,0.0,0.0,1811791,43773
human1_HC-6_maxbin.012.fasta.contigs.fa,85.39,1.61,50.0,2233416,68869
human1_HC-6_maxbin.013.fasta.contigs.fa,99.63,1.87,0.0,3277432,54506
human1_HC-6_maxbin.015.fasta_sub.contigs.fa,1.17,0.0,0.0,122330,18466
human1_HC-6_maxbin.016.fasta.contigs.fa,4.43,0.0,0.0,180743,65654
human1_HC-6_maxbin.017.fasta.contigs.fa,31.74,5.7,0.0,1436387,84882
human1_HC-6_maxbin.019.fasta.contigs.fa,98.63,1.37,0.0,2796333,85588
human1_HC-6_maxbin.020.fasta.contigs.fa,83.24,4.56,0.0,2123321,41884
human1_HC-6_maxbin.023.fasta.contigs.fa,95.3,2.15,0.0,2889903,213417
human1_HC-6_maxbin.024.fasta.contigs.fa,83.87,18.96,71.11,4251606,14215
human1_HC-6_maxbin.025.fasta.contigs.fa,88.51,1.52,0.0,5540835,93516
human1_HC-6_maxbin.026.fasta.contigs.fa,82.03,44.39,6.45,5397489,3306
human1_HC-6_maxbin.027.fasta.contigs.fa,82.91,11.72,6.12,5353079,71354
human1_HC-6_maxbin.028.fasta.contigs.fa,80.1,32.37,41.57,5420101,19442
human1_HC-6_maxbin.030.fasta.contigs.fa,85.31,30.32,3.75,3024039,38488
human1_HC-6_maxbin.031.fasta.contigs.fa,96.89,2.92,9.52,6821242,9553
human1_HC-6_maxbin.032.fasta.contigs.fa,72.63,4.44,2.5,2769262,6897
human1_HC-6_maxbin.034.fasta.contigs.fa,89.05,9.33,4.76,2226102,5992
human1_HC-6_maxbin.035.fasta.contigs.fa,89.58,16.25,0.0,1999322,3318
human1_HC-6_maxbin.036.fasta.contigs.fa,85.75,2.59,0.0,1481587,4367
human1_HC-6_maxbin.038.fasta.contigs.fa,54.25,5.26,0.0,2601670,4134
human1_HC-6_maxbin.041.fasta.contigs.fa,12.41,1.17,8.33,310318,2528
human1_HC-6_maxbin.043.fasta_sub.contigs.fa,71.88,27.27,0.0,2644462,2019
human1_HC-6_maxbin.045.fasta.contigs.fa,50.15,18.55,5.88,2470183,1743
human1_HC-6_maxbin.046.fasta.contigs.fa,57.39,1.86,0.0,950041,2195
human1_HC-6_metabat2.31.fa.contigs.fa,18.33,0.22,36.36,384407,23190
human1_HC-6_metabat2.71.fa.contigs.fa,5.7,0.0,0.0,233288,179253
human1_HC-6_metabat2.78.fa.contigs.fa,67.17,0.0,0.0,978920,5493
human1_HC-6_metabat2.90.fa.contigs.fa,36.9,0.0,0.0,994163,25024
human1_HC-6_metabat2.97.fa.contigs.fa,21.89,0.58,0.0,774025,46679
human1_HC-7_maxbin.002.fasta.contigs.fa,36.06,0.0,0.0,1730697,105085
human1_HC-7_maxbin.004.fasta.contigs.fa,93.72,5.25,46.3,6556107,133906
human1_HC-7_maxbin.006.fasta.contigs.fa,83.41,0.48,0.0,2011958,121416
human1_HC-7_maxbin.007.fasta.contigs.fa,10.72,0.0,0.0,758560,65655
human1_HC-7_maxbin.009.fasta.contigs.fa,86.16,7.59,0.0,1715830,93901
human1_HC-7_maxbin.010.fasta.contigs.fa,100.0,0.0,0.0,2763985,124041
human1_HC-7_maxbin.012.fasta.contigs.fa,56.57,3.15,40.0,2472700,12843
human1_HC-7_maxbin.014.fasta.contigs.fa,98.63,0.0,0.0,2697314,93496
human1_HC-7_maxbin.015.fasta.contigs.fa,99.25,0.0,0.0,3398749,226382
human1_HC-7_maxbin.016.fasta.contigs.fa,78.69,4.75,0.0,3207379,24681
human1_HC-7_maxbin.017.fasta.contigs.fa,88.51,1.52,0.0,5033748,100714
human1_HC-7_maxbin.018.fasta.contigs.fa,97.32,2.62,20.0,2761396,121015
human1_HC-7_maxbin.020.fasta.contigs.fa,91.98,18.14,2.0,3401421,93644
human1_HC-7_maxbin.021.fasta.contigs.fa,94.3,3.32,27.78,2729702,65910
human1_HC-7_maxbin.022.fasta.contigs.fa,70.23,7.59,0.0,3219189,47490
human1_HC-7_maxbin.024.fasta.contigs.fa,92.0,18.79,5.36,3719162,22352
human1_HC-7_maxbin.025.fasta.contigs.fa,87.15,0.54,0.0,1445495,362801
human1_HC-7_maxbin.026.fasta.contigs.fa,89.74,10.58,10.34,5673744,124796
human1_HC-7_maxbin.027.fasta.contigs.fa,64.77,2.35,20.0,1342205,134104
human1_HC-7_maxbin.028.fasta.contigs.fa,69.01,17.52,16.46,3130412,53734
human1_HC-7_maxbin.031.fasta.contigs.fa,71.59,5.22,0.0,1631852,46950
human1_HC-7_maxbin.032.fasta.contigs.fa,83.06,0.0,0.0,1590048,122880
human1_HC-7_maxbin.033.fasta.contigs.fa,96.88,6.25,13.33,3817288,113421
human1_HC-7_maxbin.035.fasta.contigs.fa,39.56,11.24,0.0,2382967,9292
human1_HC-7_maxbin.036.fasta.contigs.fa,95.17,2.29,0.0,6470258,13499
human1_HC-7_maxbin.037.fasta.contigs.fa,92.9,28.26,7.87,3275140,13671
human1_HC-7_maxbin.040.fasta.contigs.fa,46.69,12.57,17.14,961979,14458
human1_HC-7_maxbin.042.fasta.contigs.fa,13.54,0.0,0.0,433394,3679
human1_HC-7_maxbin.046.fasta_sub.contigs.fa,67.54,19.12,7.5,2564702,1984
human1_HC-7_maxbin.051.fasta.contigs.fa,71.63,7.47,3.33,2724856,4327
human1_HC-7_maxbin.053.fasta.contigs.fa,67.87,2.64,27.27,2852106,2286
human1_HC-7_maxbin.055.fasta.contigs.fa,43.94,1.62,33.33,1183783,1971
human1_HC-7_metabat2.13.fa.contigs.fa,17.11,0.0,0.0,594777,79053
human1_HC-7_metabat2.68.fa.contigs.fa,71.66,0.95,0.0,1730264,11737
human1_HC-7_metabat2.8.fa.contigs.fa,16.84,0.0,0.0,469429,65390
human1_HC-8_maxbin.001.fasta.contigs.fa,29.37,0.0,0.0,1640207,88032
human1_HC-8_maxbin.002.fasta.contigs.fa,99.25,0.0,0.0,3512043,232429
human1_HC-8_maxbin.004.fasta.contigs.fa,100.0,0.68,100.0,2823655,132514
human1_HC-8_maxbin.006.fasta.contigs.fa,96.91,1.93,16.67,3486852,66112
human1_HC-8_maxbin.007.fasta.contigs.fa,98.63,0.0,0.0,2773586,88343
human1_HC-8_maxbin.008.fasta_sub.contigs.fa,37.24,25.75,35.82,2119048,32628
human1_HC-8_maxbin.010.fasta.contigs.fa,85.42,6.33,0.0,3828447,45690
human1_HC-8_maxbin.011.fasta.contigs.fa,88.16,3.62,0.0,2434519,105803
human1_HC-8_maxbin.012.fasta.contigs.fa,5.3,0.1,25.0,1027281,62284
human1_HC-8_maxbin.013.fasta.contigs.fa,96.36,25.56,3.49,4190652,55929
human1_HC-8_maxbin.014.fasta.contigs.fa,95.57,4.43,0.0,3336975,72557
human1_HC-8_maxbin.015.fasta.contigs.fa,94.86,0.54,0.0,6391991,37338
human1_HC-8_maxbin.016.fasta.contigs.fa,99.63,1.31,0.0,2897360,64261
human1_HC-8_maxbin.017.fasta_sub.contigs.fa,67.72,0.63,0.0,1739313,45345
human1_HC-8_maxbin.019.fasta_sub.contigs.fa,49.77,7.14,0.0,4801953,5447
human1_HC-8_maxbin.021.fasta_sub.contigs.fa,72.78,8.86,0.0,3686026,43041
human1_HC-8_maxbin.022.fasta.contigs.fa,90.93,1.9,0.0,2450632,38640
human1_HC-8_maxbin.023.fasta.contigs.fa,98.25,14.64,12.0,2659988,83696
human1_HC-8_maxbin.024.fasta_sub.contigs.fa,75.29,1.44,0.0,2093471,44135
human1_HC-8_maxbin.025.fasta.contigs.fa,92.19,0.37,0.0,1495123,62652
human1_HC-8_maxbin.026.fasta.contigs.fa,87.12,1.03,0.0,2774197,28973
human1_HC-8_maxbin.028.fasta.contigs.fa,93.02,3.79,0.0,2013949,16371
human1_HC-8_maxbin.029.fasta.contigs.fa,83.47,0.4,0.0,1616233,41951
human1_HC-8_maxbin.030.fasta.contigs.fa,91.22,3.79,6.82,3995645,4146
human1_HC-8_maxbin.031.fasta.contigs.fa,62.6,16.62,0.0,3309209,1927
human1_HC-8_maxbin.033.fasta.contigs.fa,69.88,7.89,11.11,2365036,3575
human1_HC-8_maxbin.039.fasta.contigs.fa,71.97,10.51,8.33,1912906,2386
human1_HC-8_maxbin.041.fasta.contigs.fa,30.19,5.5,0.0,1330844,2425
human1_HC-8_maxbin.042.fasta.contigs.fa,70.09,19.39,0.0,2432249,2192
human1_HC-8_maxbin.043.fasta.contigs.fa,14.35,2.46,22.22,283430,2068
human1_HC-8_metabat2.105.fa.contigs.fa,9.87,0.0,0.0,264170,106322
human1_HC-8_metabat2.122.fa.contigs.fa,6.33,0.0,0.0,384913,111558
human1_HC-8_metabat2.38.fa_sub.contigs.fa,31.21,0.0,0.0,473840,27712
human1_HC-8_metabat2.97.fa.contigs.fa,5.66,0.0,0.0,235679,58296
human1_HC-9_maxbin.001.fasta.contigs.fa,100.0,12.93,65.0,4963442,104807
human1_HC-9_maxbin.002.fasta.contigs.fa,99.32,0.0,0.0,2759359,124124
human1_HC-9_maxbin.003.fasta.contigs.fa,98.66,1.01,0.0,2102637,225890
human1_HC-9_maxbin.004.fasta.contigs.fa,41.77,0.0,0.0,977523,118376
human1_HC-9_maxbin.005.fasta.contigs.fa,62.3,0.97,25.0,4141534,151192
human1_HC-9_maxbin.007.fasta.contigs.fa,95.02,4.11,28.57,2999258,15277
human1_HC-9_maxbin.008.fasta.contigs.fa,65.03,3.13,33.33,2901161,9285
human1_HC-9_maxbin.009.fasta.contigs.fa,98.25,13.16,24.24,5294981,41884
human1_HC-9_maxbin.011.fasta.contigs.fa,88.45,1.07,50.0,4371874,47406
human1_HC-9_maxbin.012.fasta.contigs.fa,32.9,18.38,90.8,4623236,9344
human1_HC-9_maxbin.013.fasta_sub.contigs.fa,31.8,8.87,28.57,3206117,30772
human1_HC-9_maxbin.014.fasta.contigs.fa,74.14,0.0,0.0,4155596,129320
human1_HC-9_maxbin.016.fasta_sub.contigs.fa,76.62,8.71,7.69,2816690,27161
human1_HC-9_maxbin.018.fasta.contigs.fa,95.89,16.2,5.77,4774536,6607
human1_HC-9_maxbin.019.fasta.contigs.fa,58.05,15.83,0.0,1796389,1713
human1_HC-9_maxbin.020.fasta.contigs.fa,92.59,7.73,2.38,3590488,5711
human1_HC-9_maxbin.021.fasta.contigs.fa,93.1,27.32,17.24,2804480,6620
human1_HC-9_metabat2.48.fa.contigs.fa,55.12,0.0,0.0,1382478,329150
human1_HC-9_metabat2.50.fa.contigs.fa,26.97,0.0,0.0,1025599,57909
human1_HV-10_maxbin.002.fasta.contigs.fa,99.23,0.17,0.0,6850823,54405
human1_HV-10_maxbin.003.fasta.contigs.fa,56.33,7.59,0.0,1582547,64312
human1_HV-10_maxbin.004.fasta.contigs.fa,97.38,28.39,3.7,1711274,189530
human1_HV-10_maxbin.005.fasta.contigs.fa,96.84,0.87,25.0,4020995,56031
human1_HV-10_maxbin.006.fasta.contigs.fa,98.95,0.0,0.0,1596790,362801
human1_HV-10_maxbin.007.fasta.contigs.fa,65.19,2.53,0.0,1933800,66838
human1_HV-10_maxbin.008.fasta.contigs.fa,56.52,0.62,0.0,1156377,210527
human1_HV-10_maxbin.009.fasta.contigs.fa,97.26,0.0,0.0,2739311,85646
human1_HV-10_maxbin.010.fasta.contigs.fa,97.2,14.92,2.11,6861405,60481
human1_HV-10_maxbin.012.fasta.contigs.fa,95.65,3.21,9.09,3350585,90077
human1_HV-10_maxbin.013.fasta.contigs.fa,100.0,0.0,0.0,2787582,119151
human1_HV-10_maxbin.014.fasta.contigs.fa,91.85,0.0,0.0,3666790,870382
human1_HV-10_maxbin.015.fasta.contigs.fa,76.86,3.0,100.0,1925439,10094
human1_HV-10_maxbin.018.fasta.contigs.fa,66.0,1.45,0.0,2659742,48283
human1_HV-10_maxbin.019.fasta_sub.contigs.fa,21.52,0.63,0.0,691978,39622
human1_HV-10_maxbin.021.fasta.contigs.fa,65.59,18.46,6.98,2727482,58258
human1_HV-10_maxbin.022.fasta.contigs.fa,81.29,29.82,2.83,2778817,88225
human1_HV-10_maxbin.023.fasta.contigs.fa,68.99,3.8,0.0,2444585,81808
human1_HV-10_maxbin.025.fasta.contigs.fa,96.77,0.94,66.67,1786554,75740
human1_HV-10_maxbin.027.fasta.contigs.fa,65.64,1.09,0.0,3163717,124053
human1_HV-10_maxbin.028.fasta.contigs.fa,99.25,0.75,0.0,3473574,231147
human1_HV-10_maxbin.029.fasta.contigs.fa,91.23,10.71,0.0,2407865,86698
human1_HV-10_maxbin.030.fasta.contigs.fa,91.42,20.82,14.29,6611293,24999
human1_HV-10_maxbin.036.fasta.contigs.fa,91.28,9.67,7.32,3104758,15424
human1_HV-10_maxbin.041.fasta.contigs.fa,91.79,21.26,11.36,4639511,6498
human1_HV-10_maxbin.042.fasta_sub.contigs.fa,88.54,4.45,2.5,4124030,4696
human1_HV-10_maxbin.044.fasta.contigs.fa,69.29,14.58,0.0,4010029,3743
human1_HV-10_maxbin.047.fasta.contigs.fa,78.31,10.87,0.0,1992850,2787
human1_HV-10_metabat2.22.fa.contigs.fa,56.89,0.0,0.0,699656,5029
human1_HV-10_metabat2.41.fa.contigs.fa,25.95,0.0,0.0,771372,187684
human1_HV-10_metabat2.51.fa_sub.contigs.fa,71.55,0.0,0.0,2617113,21458
human1_HV-10_metabat2.7.fa.contigs.fa,78.23,1.61,100.0,1684679,32994
human1_HV-11_maxbin.002.fasta.contigs.fa,95.49,4.66,33.33,3524063,72895
human1_HV-11_maxbin.003.fasta.contigs.fa,81.88,3.64,0.0,3518181,63254
human1_HV-11_maxbin.004.fasta.contigs.fa,97.51,10.19,10.71,3636788,64202
human1_HV-11_maxbin.005.fasta.contigs.fa,96.58,0.0,0.0,3018181,64320
human1_HV-11_maxbin.006.fasta.contigs.fa,80.36,12.03,0.0,4095914,40926
human1_HV-11_maxbin.007.fasta.contigs.fa,100.0,0.0,0.0,2685467,133141
human1_HV-11_maxbin.008.fasta.contigs.fa,37.5,5.06,0.0,2432641,34791
human1_HV-11_maxbin.009.fasta.contigs.fa,59.94,2.86,10.53,2797447,57486
human1_HV-11_maxbin.010.fasta.contigs.fa,94.63,0.47,0.0,2568205,193172
human1_HV-11_maxbin.011.fasta.contigs.fa,77.99,14.46,17.19,5766676,42784
human1_HV-11_maxbin.012.fasta.contigs.fa,93.67,61.13,4.46,4143928,88843
human1_HV-11_maxbin.014.fasta.contigs.fa,95.19,0.38,0.0,3198178,63565
human1_HV-11_maxbin.015.fasta.contigs.fa,96.52,1.27,0.0,3665874,61601
human1_HV-11_maxbin.016.fasta.contigs.fa,95.32,36.48,6.35,4183113,42837
human1_HV-11_maxbin.017.fasta.contigs.fa,99.33,5.22,9.09,3072235,66242
human1_HV-11_maxbin.018.fasta.contigs.fa,89.47,47.37,17.39,4129759,53240
human1_HV-11_maxbin.019.fasta.contigs.fa,37.97,3.8,10.0,1291082,79025
human1_HV-11_maxbin.020.fasta.contigs.fa,57.59,20.25,17.78,1276412,82352
human1_HV-11_maxbin.021.fasta.contigs.fa,85.26,14.77,0.0,4393371,34692
human1_HV-11_maxbin.023.fasta.contigs.fa,91.21,1.48,0.0,1432350,57129
human1_HV-11_maxbin.024.fasta.contigs.fa,94.24,0.89,0.0,6529859,12699
human1_HV-11_maxbin.025.fasta.contigs.fa,96.31,7.93,22.22,2811200,20874
human1_HV-11_maxbin.026.fasta.contigs.fa,93.96,0.0,0.0,2359738,18820
human1_HV-11_maxbin.027.fasta.contigs.fa,89.52,2.02,0.0,2288769,24894
human1_HV-11_maxbin.028.fasta_sub.contigs.fa,79.31,11.52,36.36,4290936,13624
human1_HV-11_maxbin.030.fasta_sub.contigs.fa,60.39,21.19,0.0,4105626,3737
human1_HV-11_maxbin.031.fasta_sub.contigs.fa,15.01,1.29,0.0,1967832,4032
human1_HV-11_maxbin.032.fasta_sub.contigs.fa,47.03,11.32,0.0,2397097,3116
human1_HV-11_maxbin.033.fasta_sub.contigs.fa,43.18,4.84,5.0,3897129,2353
human1_HV-11_maxbin.038.fasta.contigs.fa,81.62,7.3,20.0,2939862,4837
human1_HV-11_maxbin.039.fasta.contigs.fa,75.92,7.18,16.67,1766402,3620
human1_HV-11_maxbin.042.fasta.contigs.fa,62.17,2.15,0.0,1049737,1891
human1_HV-11_maxbin.043.fasta.contigs.fa,63.03,11.27,28.3,2227262,2091
human1_HV-11_metabat2.104.fa.contigs.fa,76.69,0.84,50.0,1148354,7824
human1_HV-11_metabat2.78.fa.contigs.fa,31.66,0.0,0.0,540370,8671
human1_HV-11_metabat2.86.fa.contigs.fa,57.76,5.17,66.67,2419523,11697
human1_HV-12_maxbin.001.fasta.contigs.fa,52.61,0.82,14.29,1683861,34930
human1_HV-12_maxbin.004.fasta.contigs.fa,92.2,3.67,9.09,3229876,64756
human1_HV-12_maxbin.005.fasta.contigs.fa,52.0,1.24,11.11,2951341,40885
human1_HV-12_maxbin.006.fasta.contigs.fa,97.1,2.48,12.5,3052451,88037
human1_HV-12_maxbin.007.fasta.contigs.fa,82.61,29.01,22.29,4906052,42664
human1_HV-12_maxbin.008.fasta.contigs.fa,86.39,0.12,0.0,2394017,128260
human1_HV-12_maxbin.009.fasta.contigs.fa,97.26,0.0,0.0,2671679,88343
human1_HV-12_maxbin.010.fasta.contigs.fa,94.24,10.06,30.0,5023649,105085
human1_HV-12_maxbin.011.fasta.contigs.fa,66.98,40.18,26.84,5900856,35479
human1_HV-12_maxbin.013.fasta.contigs.fa,62.56,1.45,0.0,2162631,55967
human1_HV-12_maxbin.014.fasta.contigs.fa,64.63,2.45,0.0,2093092,136545
human1_HV-12_maxbin.015.fasta.contigs.fa,44.92,6.65,0.0,2022910,74020
human1_HV-12_maxbin.016.fasta.contigs.fa,45.9,4.01,0.0,3122324,14780
human1_HV-12_maxbin.017.fasta.contigs.fa,12.66,0.0,0.0,426658,121307
human1_HV-12_maxbin.018.fasta.contigs.fa,90.02,7.34,36.0,3142030,24178
human1_HV-12_maxbin.022.fasta.contigs.fa,94.63,1.34,0.0,2464967,119078
human1_HV-12_maxbin.023.fasta.contigs.fa,97.37,47.37,11.36,4738371,36008
human1_HV-12_maxbin.024.fasta.contigs.fa,94.94,3.91,12.5,2952142,49548
human1_HV-12_maxbin.025.fasta.contigs.fa,97.25,1.26,10.0,6702860,26015
human1_HV-12_maxbin.026.fasta_sub.contigs.fa,78.19,1.12,25.0,1877721,65817
human1_HV-12_maxbin.028.fasta.contigs.fa,91.23,11.24,22.73,4136724,16886
human1_HV-12_maxbin.029.fasta.contigs.fa,99.14,8.15,8.33,4906257,25353
human1_HV-12_maxbin.030.fasta.contigs.fa,90.32,14.77,2.63,2584678,25842
human1_HV-12_maxbin.032.fasta.contigs.fa,97.11,1.78,0.0,1569205,22399
human1_HV-12_maxbin.033.fasta.contigs.fa,96.51,62.48,1.64,4181256,6524
human1_HV-12_maxbin.034.fasta.contigs.fa,77.96,3.99,11.11,2098851,10275
human1_HV-12_maxbin.037.fasta.contigs.fa,63.64,2.35,12.5,1273463,3658
human1_HV-12_maxbin.039.fasta.contigs.fa,83.32,3.05,11.76,2754206,3236
human1_HV-12_maxbin.040.fasta.contigs.fa,64.53,2.15,25.0,1246791,2760
human1_HV-12_maxbin.046.fasta.contigs.fa,90.2,34.66,0.0,2076489,2200
human1_HV-12_maxbin.047.fasta.contigs.fa,56.95,14.14,5.0,1465018,1519
human1_HV-12_metabat2.104.fa_sub.contigs.fa,11.12,0.0,0.0,479199,43057
