Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
human1_HC-7_maxbin.017.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,88.51,1.52,0.0,5033748,57700,4762,4762,100714,376,303,291,3067,2937,41.2,5.79,-100.0,-1,-1,40,310,4,0,0,0
human1_HC-7_maxbin.018.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,97.32,2.62,20.0,2761396,44459,2636,2636,121015,385,317,300,2110,1997,39.1,5.41,-100.0,-1,-1,5,252,4,2,0,0
human1_HC-7_maxbin.020.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,91.98,18.14,2.0,3401421,39417,3191,3191,93644,393,315,302,2455,2360,39.2,6.52,-100.0,-1,-1,18,210,50,0,0,0
human1_HC-7_maxbin.021.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,94.3,3.32,27.78,2729702,32006,2433,2433,65910,401,330,317,3253,3031,40.6,6.53,-100.0,-1,-1,13,247,18,0,0,0
human1_HC-7_maxbin.022.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,70.23,7.59,0.0,3219189,40846,2915,2915,47490,403,320,306,2997,2851,39.9,6.63,-100.0,-1,-1,83,181,14,0,0,0
human1_HC-7_maxbin.024.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,92.0,18.79,5.36,3719162,56304,3993,3993,22352,342,270,256,2055,1922,40.1,5.11,-100.0,-1,-1,16,237,40,0,1,1
human1_HC-7_maxbin.025.fasta.contigs.fa,c__Epsilonproteobacteria (UID3065),111,445,271,87.15,0.54,0.0,1445495,30030,1469,1469,362801,359,304,284,2358,2134,40.2,6.41,-100.0,-1,-1,56,385,4,0,0,0
human1_HC-7_maxbin.026.fasta.contigs.fa,o__Bacteroidales (UID2621),198,427,260,89.74,10.58,10.34,5673744,84570,4945,4945,124796,435,344,327,3266,3043,39.0,4.68,-100.0,-1,-1,32,349,40,6,0,0
human1_HC-7_maxbin.027.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,64.77,2.35,20.0,1342205,10986,1350,1350,134104,358,291,283,1344,1305,38.0,3.69,-100.0,-1,-1,84,174,5,0,0,0
human1_HC-7_maxbin.028.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,69.01,17.52,16.46,3130412,40496,3099,3099,53734,363,296,283,3301,3058,40.3,6.55,-100.0,-1,-1,95,183,43,12,0,0
human1_HC-7_maxbin.031.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,71.59,5.22,0.0,1631852,14343,1576,1576,46950,371,301,292,1887,1776,39.2,5.69,-100.0,-1,-1,68,177,12,0,0,0
human1_HC-7_maxbin.032.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,83.06,0.0,0.0,1590048,15878,1411,1411,122880,406,337,325,1577,1512,35.9,5.75,-100.0,-1,-1,35,176,0,0,0,0
human1_HC-7_maxbin.033.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,96.88,6.25,13.33,3817288,44841,3675,3675,113421,376,318,306,3718,3505,41.1,5.57,-100.0,-1,-1,6,301,24,2,0,0
human1_HC-7_maxbin.035.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,39.56,11.24,0.0,2382967,25128,2687,2687,9292,337,256,246,2548,2371,36.4,5.63,-100.0,-1,-1,45,34,23,2,0,0
human1_HC-7_maxbin.036.fasta.contigs.fa,g__Pseudomonas (UID4550),78,1044,368,95.17,2.29,0.0,6470258,61235,6228,6228,13499,375,314,304,4307,4197,35.8,5.55,-100.0,-1,-1,92,928,24,0,0,0
human1_HC-7_maxbin.037.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,92.9,28.26,7.87,3275140,37470,3286,3286,13671,362,292,280,3372,3254,40.1,6.66,-100.0,-1,-1,27,184,56,11,0,0
human1_HC-7_maxbin.040.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,46.69,12.57,17.14,961979,11712,943,943,14458,379,310,297,1637,1562,39.9,5.87,-100.0,-1,-1,169,135,26,3,0,0
human1_HC-7_maxbin.042.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,13.54,0.0,0.0,433394,6668,477,477,3679,355,271,257,2230,2084,38.3,7.23,-100.0,-1,-1,87,17,0,0,0,0
human1_HC-7_maxbin.046.fasta_sub.contigs.fa,p__Actinobacteria (UID2112),31,211,124,67.54,19.12,7.5,2564702,21033,3120,3120,1984,320,243,237,1868,1831,35.8,3.98,-100.0,-1,-1,73,106,28,4,0,0
human1_HC-7_maxbin.051.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,71.63,7.47,3.33,2724856,40789,2754,2754,4327,371,291,276,1929,1778,38.6,4.93,-100.0,-1,-1,25,55,21,3,0,0
human1_HC-7_maxbin.053.fasta.contigs.fa,f__Enterobacteriaceae (UID5124),134,1173,336,67.87,2.64,27.27,2852106,32738,3618,3618,2286,299,235,226,1254,1206,36.3,6.9,-100.0,-1,-1,332,808,33,0,0,0
human1_HC-7_maxbin.055.fasta.contigs.fa,o__Lactobacillales (UID544),293,475,267,43.94,1.62,33.33,1183783,15109,1475,1475,1971,303,237,226,1014,964,35.7,0.0,-100.0,-1,-1,257,212,6,0,0,0
human1_HC-7_metabat2.13.fa.contigs.fa,o__Clostridiales (UID1212),172,263,149,17.11,0.0,0.0,594777,7035,541,541,79053,387,324,311,1767,1681,39.0,8.18,-100.0,-1,-1,195,68,0,0,0,0
human1_HC-7_metabat2.68.fa.contigs.fa,p__Actinobacteria (UID2112),31,211,124,71.66,0.95,0.0,1730264,13715,1599,1599,11737,391,317,309,1506,1434,35.0,5.88,-100.0,-1,-1,62,146,3,0,0,0
human1_HC-7_metabat2.8.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,16.84,0.0,0.0,469429,5872,483,483,65390,370,298,286,1903,1790,39.6,6.81,-100.0,-1,-1,212,66,0,0,0,0
human1_HC-8_maxbin.001.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,29.37,0.0,0.0,1640207,24005,1423,1423,88032,450,343,326,1613,1521,38.6,5.33,-100.0,-1,-1,297,195,0,0,0,0
human1_HC-8_maxbin.002.fasta.contigs.fa,o__Lactobacillales (UID544),293,473,265,99.25,0.0,0.0,3512043,43271,3402,3402,232429,363,303,291,3118,2943,34.0,6.97,-100.0,-1,-1,2,471,0,0,0,0
human1_HC-8_maxbin.004.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,100.0,0.68,100.0,2823655,29422,2709,2709,132514,380,305,294,2971,2799,36.3,6.72,-100.0,-1,-1,0,258,3,0,0,0
human1_HC-8_maxbin.006.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,96.91,1.93,16.67,3486852,44601,3188,3189,66112,400,327,313,2787,2669,39.1,6.33,-100.0,-1,-1,16,398,6,0,0,0
human1_HC-8_maxbin.007.fasta.contigs.fa,o__Clostridiales (UID1212),172,260,146,98.63,0.0,0.0,2773586,38922,2604,2605,88343,389,314,299,3245,2925,39.4,6.22,-100.0,-1,-1,3,257,0,0,0,0
human1_HC-8_maxbin.008.fasta_sub.contigs.fa,o__Bacteroidales (UID2657),160,492,269,37.24,25.75,35.82,2119048,31914,1940,1940,32628,418,324,308,1886,1805,38.5,4.92,-100.0,-1,-1,267,105,81,38,1,0
human1_HC-8_maxbin.010.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,85.42,6.33,0.0,3828447,49256,3583,3583,45690,392,309,296,3119,2904,40.0,7.3,-100.0,-1,-1,49,216,12,1,0,0
human1_HC-8_maxbin.011.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,88.16,3.62,0.0,2434519,34574,2345,2345,105803,381,310,295,2562,2422,39.3,6.18,-100.0,-1,-1,76,336,8,0,0,0
human1_HC-8_maxbin.012.fasta.contigs.fa,g__Pseudomonas (UID4550),78,1044,368,5.3,0.1,25.0,1027281,10450,1134,1134,62284,346,263,254,2027,1972,35.8,4.96,-100.0,-1,-1,936,104,4,0,0,0
human1_HC-8_maxbin.013.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,96.36,25.56,3.49,4190652,47738,3890,3890,55929,388,316,304,3391,3273,39.5,4.85,-100.0,-1,-1,7,261,86,0,0,0
human1_HC-8_maxbin.014.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,95.57,4.43,0.0,3336975,39421,2993,2993,72557,401,326,313,3253,3031,40.4,6.58,-100.0,-1,-1,11,259,8,0,0,0
human1_HC-8_maxbin.015.fasta.contigs.fa,g__Pseudomonas (UID4550),78,1044,368,94.86,0.54,0.0,6391991,60128,5870,5870,37338,386,325,315,4315,4216,35.9,5.55,-100.0,-1,-1,107,933,4,0,0,0
human1_HC-8_maxbin.016.fasta.contigs.fa,o__Lactobacillales (UID544),293,475,267,99.63,1.31,0.0,2897360,38850,2869,2869,64261,361,297,284,2033,1908,34.4,6.36,-100.0,-1,-1,1,470,4,0,0,0
human1_HC-8_maxbin.017.fasta_sub.contigs.fa,o__Clostridiales (UID1226),155,278,158,67.72,0.63,0.0,1739313,20573,1644,1644,45345,383,307,294,2709,2592,39.5,5.62,-100.0,-1,-1,75,202,1,0,0,0
human1_HC-8_maxbin.019.fasta_sub.contigs.fa,o__Clostridiales (UID1120),304,250,143,49.77,7.14,0.0,4801953,74862,5901,5901,5447,303,229,217,3263,3002,40.3,5.38,-100.0,-1,-1,112,110,26,2,0,0
human1_HC-8_maxbin.021.fasta_sub.contigs.fa,o__Clostridiales (UID1226),155,278,158,72.78,8.86,0.0,3686026,48311,3392,3392,43041,385,314,300,2694,2569,39.9,5.21,-100.0,-1,-1,83,176,19,0,0,0
human1_HC-8_maxbin.022.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,90.93,1.9,0.0,2450632,28232,2253,2253,38640,393,323,310,1530,1480,39.1,6.83,-100.0,-1,-1,21,254,3,0,0,0
human1_HC-8_maxbin.023.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,98.25,14.64,12.0,2659988,42637,2514,2514,83696,386,319,302,2110,1997,39.3,6.23,-100.0,-1,-1,1,81,19,2,0,0
human1_HC-8_maxbin.024.fasta_sub.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,75.29,1.44,0.0,2093471,26119,1847,1847,44135,407,336,322,2881,2666,39.6,7.46,-100.0,-1,-1,102,249,3,0,0,0
human1_HC-8_maxbin.025.fasta.contigs.fa,c__Epsilonproteobacteria (UID3065),111,445,271,92.19,0.37,0.0,1495123,31025,1569,1569,62652,345,295,275,2358,2134,40.2,5.98,-100.0,-1,-1,27,416,2,0,0,0
human1_HC-8_maxbin.026.fasta.contigs.fa,g__Prevotella (UID2724),55,567,296,87.12,1.03,0.0,2774197,42007,2263,2263,28973,441,358,340,2548,2363,38.5,4.35,-100.0,-1,-1,63,495,9,0,0,0
human1_HC-8_maxbin.028.fasta.contigs.fa,o__Clostridiales (UID1120),304,250,143,93.02,3.79,0.0,2013949,35342,2157,2157,16371,345,280,263,2334,2195,40.4,5.78,-100.0,-1,-1,39,201,10,0,0,0
human1_HC-8_maxbin.029.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,83.47,0.4,0.0,1616233,16054,1446,1446,41951,400,334,323,1577,1512,35.9,6.02,-100.0,-1,-1,31,179,1,0,0,0
human1_HC-8_maxbin.030.fasta.contigs.fa,s__difficile (UID1169),60,1183,308,91.22,3.79,6.82,3995645,72648,4459,4459,4146,314,254,237,1840,1700,42.5,4.81,-100.0,-1,-1,150,989,44,0,0,0
human1_HC-8_maxbin.031.fasta.contigs.fa,o__Clostridiales (UID1125),128,313,164,62.6,16.62,0.0,3309209,36956,4306,4306,1927,306,230,222,2580,2419,37.3,6.14,-100.0,-1,-1,112,148,46,5,2,0
human1_HC-8_maxbin.033.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,69.88,7.89,11.11,2365036,30243,2635,2635,3575,331,270,258,1467,1378,38.5,5.96,-100.0,-1,-1,55,41,6,1,0,0
human1_HC-8_maxbin.039.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,71.97,10.51,8.33,1912906,16144,2540,2540,2386,295,224,218,1281,1227,38.0,3.47,-100.0,-1,-1,67,172,24,0,0,0
human1_HC-8_maxbin.041.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,30.19,5.5,0.0,1330844,18174,1733,1733,2425,283,222,212,1120,1034,39.9,5.53,-100.0,-1,-1,66,27,10,0,0,0
human1_HC-8_maxbin.042.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,70.09,19.39,0.0,2432249,23438,2891,2891,2192,325,247,239,2574,2430,34.6,9.2,-100.0,-1,-1,24,54,20,6,0,0
human1_HC-8_maxbin.043.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,14.35,2.46,22.22,283430,3610,380,380,2068,292,224,214,1285,1211,37.2,17.41,-100.0,-1,-1,272,52,9,0,0,0
human1_HC-8_metabat2.105.fa.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,9.87,0.0,0.0,264170,3434,273,273,106322,368,284,272,1296,1245,39.5,10.83,-100.0,-1,-1,298,56,0,0,0,0
human1_HC-8_metabat2.122.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,6.33,0.0,0.0,384913,4680,374,374,111558,383,297,285,1068,1026,39.7,9.59,-100.0,-1,-1,235,43,0,0,0,0
human1_HC-8_metabat2.38.fa_sub.contigs.fa,o__Clostridiales (UID1120),304,247,141,31.21,0.0,0.0,473840,8002,476,476,27712,365,312,295,1641,1551,42.3,5.11,-100.0,-1,-1,153,94,0,0,0,0
human1_HC-8_metabat2.97.fa.contigs.fa,g__Bacteroides (UID2691),33,839,309,5.66,0.0,0.0,235679,3354,215,215,58296,448,327,311,1428,1359,38.5,3.7,-100.0,-1,-1,751,88,0,0,0,0
human1_HC-9_maxbin.001.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,100.0,12.93,65.0,4963442,73518,4242,4242,104807,435,354,336,5392,5087,38.9,5.14,-100.0,-1,-1,0,84,20,0,0,0
human1_HC-9_maxbin.002.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,99.32,0.0,0.0,2759359,28828,2665,2665,124124,377,302,292,1804,1715,36.4,6.8,-100.0,-1,-1,1,260,0,0,0,0
human1_HC-9_maxbin.003.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,98.66,1.01,0.0,2102637,33290,2008,2008,225890,374,309,293,2737,2544,39.2,6.57,-100.0,-1,-1,2,259,2,0,0,0
human1_HC-9_maxbin.004.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,41.77,0.0,0.0,977523,11498,935,935,118376,371,302,290,2464,2285,39.0,5.58,-100.0,-1,-1,174,121,0,0,0,0
human1_HC-9_maxbin.005.fasta.contigs.fa,g__Bacteroides (UID2691),33,839,309,62.3,0.97,25.0,4141534,67338,3176,3176,151192,484,396,375,1986,1890,39.0,4.45,-100.0,-1,-1,286,541,12,0,0,0
human1_HC-9_maxbin.007.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,95.02,4.11,28.57,2999258,35344,2950,2950,15277,391,302,290,2900,2764,38.8,6.78,-100.0,-1,-1,14,257,7,0,0,0
human1_HC-9_maxbin.008.fasta.contigs.fa,o__Bacteroidales (UID2654),163,486,266,65.03,3.13,33.33,2901161,44809,2800,2800,9285,398,312,296,1553,1473,39.2,4.46,-100.0,-1,-1,182,285,18,1,0,0
human1_HC-9_maxbin.009.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,98.25,13.16,24.24,5294981,67775,5171,5171,41884,386,301,288,2972,2829,39.3,5.79,-100.0,-1,-1,1,69,33,0,0,0
human1_HC-9_maxbin.011.fasta.contigs.fa,o__Clostridiales (UID1342),32,340,177,88.45,1.07,50.0,4371874,48205,4280,4280,47406,371,302,290,4373,4199,41.4,5.89,-100.0,-1,-1,49,287,4,0,0,0
human1_HC-9_maxbin.012.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,32.9,18.38,90.8,4623236,73028,4834,4834,9344,368,274,259,2961,2776,39.6,4.71,-100.0,-1,-1,333,88,66,3,2,0
human1_HC-9_maxbin.013.fasta_sub.contigs.fa,o__Clostridiales (UID1342),32,340,177,31.8,8.87,28.57,3206117,47414,2906,2906,30772,421,325,309,2580,2419,38.7,4.7,-100.0,-1,-1,211,113,8,7,1,0
human1_HC-9_maxbin.014.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,74.14,0.0,0.0,4155596,62170,3473,3473,129320,438,361,343,3266,3043,39.2,4.73,-100.0,-1,-1,55,49,0,0,0,0
human1_HC-9_maxbin.016.fasta_sub.contigs.fa,o__Lactobacillales (UID544),293,475,267,76.62,8.71,7.69,2816690,40015,3100,3100,27161,326,261,248,1861,1739,35.9,6.29,-100.0,-1,-1,116,315,40,4,0,0
human1_HC-9_maxbin.018.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,95.89,16.2,5.77,4774536,58396,5416,5416,6607,329,255,244,2174,2009,40.4,6.69,-100.0,-1,-1,11,219,46,2,0,0
human1_HC-9_maxbin.019.fasta.contigs.fa,k__Bacteria (UID203),5449,103,58,58.05,15.83,0.0,1796389,21802,2392,2392,1713,289,225,216,2249,2129,38.3,4.78,-100.0,-1,-1,40,44,16,3,0,0
human1_HC-9_maxbin.020.fasta.contigs.fa,o__Lactobacillales (UID544),293,475,267,92.59,7.73,2.38,3590488,48416,4079,4079,5711,314,251,239,2010,1876,36.4,6.17,-100.0,-1,-1,35,398,42,0,0,0
human1_HC-9_maxbin.021.fasta.contigs.fa,k__Bacteria (UID203),5449,98,58,93.1,27.32,17.24,2804480,24998,3248,3248,6620,329,253,245,1596,1558,38.7,6.51,-100.0,-1,-1,5,64,29,0,0,0
human1_HC-9_metabat2.48.fa.contigs.fa,g__Prevotella (UID2724),55,567,296,55.12,0.0,0.0,1382478,21170,1124,1124,329150,432,362,343,1929,1767,39.0,5.15,-100.0,-1,-1,245,322,0,0,0,0
human1_HC-9_metabat2.50.fa.contigs.fa,o__Lactobacillales (UID544),293,475,267,26.97,0.0,0.0,1025599,13895,993,993,57909,372,305,291,2033,1908,34.0,6.81,-100.0,-1,-1,320,155,0,0,0,0
human1_HV-10_maxbin.002.fasta.contigs.fa,g__Pseudomonas (UID4550),78,1044,368,99.23,0.17,0.0,6850823,65198,6401,6401,54405,382,320,310,4315,4216,35.9,5.68,-100.0,-1,-1,8,1033,3,0,0,0
human1_HV-10_maxbin.003.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,56.33,7.59,0.0,1582547,19926,1501,1501,64312,383,309,296,5392,5087,38.7,6.59,-100.0,-1,-1,143,138,13,1,0,0
human1_HV-10_maxbin.004.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,97.38,28.39,3.7,1711274,23390,1704,1704,189530,351,303,289,1816,1708,39.5,6.04,-100.0,-1,-1,5,209,81,0,0,0
human1_HV-10_maxbin.005.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,96.84,0.87,25.0,4020995,60514,3485,3485,56031,424,343,325,2720,2600,38.8,4.57,-100.0,-1,-1,11,477,4,0,0,0
human1_HV-10_maxbin.006.fasta.contigs.fa,c__Epsilonproteobacteria (UID3065),111,445,271,98.95,0.0,0.0,1596790,33335,1608,1608,362801,362,308,287,2358,2134,40.2,6.47,-100.0,-1,-1,4,441,0,0,0,0
human1_HV-10_maxbin.007.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,65.19,2.53,0.0,1933800,22396,1972,1972,66838,349,286,274,2532,2346,38.9,5.49,-100.0,-1,-1,91,197,7,0,0,0
human1_HV-10_maxbin.008.fasta.contigs.fa,p__Proteobacteria (UID3887),1487,256,161,56.52,0.62,0.0,1156377,11224,986,986,210527,413,336,325,1894,1827,34.5,8.6,-100.0,-1,-1,111,144,1,0,0,0
human1_HV-10_maxbin.009.fasta.contigs.fa,o__Clostridiales (UID1212),172,260,146,97.26,0.0,0.0,2739311,38425,2589,2590,85646,388,312,297,3245,2925,39.4,6.53,-100.0,-1,-1,5,255,0,0,0,0
human1_HV-10_maxbin.010.fasta.contigs.fa,g__Bacteroides (UID2691),33,839,309,97.2,14.92,2.11,6861405,111164,5581,5581,60481,465,375,355,2396,2272,39.0,4.7,-100.0,-1,-1,18,681,139,1,0,0
human1_HV-10_maxbin.012.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,95.65,3.21,9.09,3350585,44263,3325,3325,90077,378,303,289,3746,3481,38.7,5.44,-100.0,-1,-1,14,395,11,0,0,0
human1_HV-10_maxbin.013.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,100.0,0.0,0.0,2787582,28839,2706,2706,119151,375,302,291,1804,1715,36.3,6.71,-100.0,-1,-1,0,261,0,0,0,0
human1_HV-10_maxbin.014.fasta.contigs.fa,c__Gammaproteobacteria (UID4442),899,311,184,91.85,0.0,0.0,3666790,41919,3521,3521,870382,369,305,293,3344,3121,35.8,7.81,-100.0,-1,-1,29,282,0,0,0,0
human1_HV-10_maxbin.015.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,76.86,3.0,100.0,1925439,27275,1957,1957,10094,381,295,282,2561,2426,38.6,5.73,-100.0,-1,-1,87,321,12,0,0,0
human1_HV-10_maxbin.018.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,66.0,1.45,0.0,2659742,30247,2518,2518,48283,392,312,300,2777,2658,39.3,5.17,-100.0,-1,-1,135,282,3,0,0,0
human1_HV-10_maxbin.019.fasta_sub.contigs.fa,o__Clostridiales (UID1226),155,278,158,21.52,0.63,0.0,691978,8274,651,651,39622,388,313,300,1531,1474,40.6,6.94,-100.0,-1,-1,185,91,2,0,0,0
human1_HV-10_maxbin.021.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,65.59,18.46,6.98,2727482,34822,2528,2529,58258,391,317,303,2900,2764,40.1,7.04,-100.0,-1,-1,92,143,43,0,0,0
human1_HV-10_maxbin.022.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,81.29,29.82,2.83,2778817,33995,2617,2617,88225,385,315,302,3119,2904,40.5,6.19,-100.0,-1,-1,61,172,97,3,0,0
human1_HV-10_maxbin.023.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,68.99,3.8,0.0,2444585,28577,2206,2206,81808,397,326,313,1530,1480,39.3,6.54,-100.0,-1,-1,74,195,9,0,0,0
human1_HV-10_maxbin.025.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,96.77,0.94,66.67,1786554,17178,1669,1669,75740,390,317,307,1577,1512,35.9,6.3,-100.0,-1,-1,7,201,3,0,0,0
human1_HV-10_maxbin.027.fasta.contigs.fa,o__Bacteroidales (UID2621),198,427,260,65.64,1.09,0.0,3163717,47527,2638,2638,124053,436,361,343,2922,2724,39.0,4.65,-100.0,-1,-1,131,291,5,0,0,0
human1_HV-10_maxbin.028.fasta.contigs.fa,o__Lactobacillales (UID544),293,473,265,99.25,0.75,0.0,3473574,42713,3352,3352,231147,368,305,292,3118,2943,34.0,6.88,-100.0,-1,-1,2,468,3,0,0,0
human1_HV-10_maxbin.029.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,91.23,10.71,0.0,2407865,39111,2282,2282,86698,385,319,302,2110,1997,39.3,5.52,-100.0,-1,-1,5,79,14,5,0,0
human1_HV-10_maxbin.030.fasta.contigs.fa,o__Bacteroidales (UID2654),163,486,266,91.42,20.82,14.29,6611293,103985,6073,6073,24999,422,325,308,2171,2073,39.3,4.97,-100.0,-1,-1,65,346,67,8,0,0
human1_HV-10_maxbin.036.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,91.28,9.67,7.32,3104758,38772,3178,3178,15424,356,285,272,2185,2041,39.9,5.76,-100.0,-1,-1,27,295,29,2,1,0
human1_HV-10_maxbin.041.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,91.79,21.26,11.36,4639511,60020,5083,5083,6498,337,268,256,2425,2293,38.3,7.95,-100.0,-1,-1,19,60,17,5,2,0
human1_HV-10_maxbin.042.fasta_sub.contigs.fa,s__difficile (UID1169),60,1183,308,88.54,4.45,2.5,4124030,74815,4558,4558,4696,315,257,241,2055,1923,42.6,4.99,-100.0,-1,-1,123,988,68,4,0,0
human1_HV-10_maxbin.044.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,69.29,14.58,0.0,4010029,40852,4680,4680,3743,326,257,248,2474,2334,35.7,5.35,-100.0,-1,-1,66,156,37,2,0,0
human1_HV-10_maxbin.047.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,78.31,10.87,0.0,1992850,17041,2469,2469,2787,307,238,231,1596,1558,38.8,3.52,-100.0,-1,-1,49,176,30,2,0,0
human1_HV-10_metabat2.22.fa.contigs.fa,o__Clostridiales (UID1125),128,313,164,56.89,0.0,0.0,699656,13736,777,777,5029,327,276,258,2540,2375,41.2,3.75,-100.0,-1,-1,146,167,0,0,0,0
human1_HV-10_metabat2.41.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,25.95,0.0,0.0,771372,9658,678,678,187684,414,338,324,1700,1594,40.2,6.94,-100.0,-1,-1,181,97,0,0,0,0
human1_HV-10_metabat2.51.fa_sub.contigs.fa,k__Bacteria (UID203),5449,104,58,71.55,0.0,0.0,2617113,38052,2212,2212,21458,436,360,343,1874,1786,39.0,4.76,-100.0,-1,-1,53,51,0,0,0,0
human1_HV-10_metabat2.7.fa.contigs.fa,p__Actinobacteria (UID2112),31,211,124,78.23,1.61,100.0,1684679,13569,1475,1475,32994,410,332,323,4041,3833,35.4,4.97,-100.0,-1,-1,37,172,2,0,0,0
human1_HV-11_maxbin.002.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,95.49,4.66,33.33,3524063,47439,3541,3541,72895,377,297,284,5392,5087,38.9,4.67,-100.0,-1,-1,12,390,18,0,0,0
human1_HV-11_maxbin.003.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,81.88,3.64,0.0,3518181,50919,3592,3592,63254,372,288,273,3119,2904,39.1,6.23,-100.0,-1,-1,71,333,16,0,0,0
human1_HV-11_maxbin.004.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,97.51,10.19,10.71,3636788,45931,3401,3402,64202,389,317,303,2971,2799,39.2,6.48,-100.0,-1,-1,12,382,25,1,0,0
human1_HV-11_maxbin.005.fasta.contigs.fa,o__Clostridiales (UID1212),172,260,146,96.58,0.0,0.0,3018181,43178,2912,2913,64320,385,305,290,3245,2925,39.4,6.34,-100.0,-1,-1,7,253,0,0,0,0
human1_HV-11_maxbin.006.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,80.36,12.03,0.0,4095914,54025,3856,3856,40926,390,308,294,2997,2851,39.8,6.79,-100.0,-1,-1,51,197,30,0,0,0
human1_HV-11_maxbin.007.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,100.0,0.0,0.0,2685467,27647,2572,2572,133141,381,306,295,2825,2668,36.3,6.57,-100.0,-1,-1,0,261,0,0,0,0
human1_HV-11_maxbin.008.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,37.5,5.06,0.0,2432641,28214,2393,2393,34791,368,293,281,4532,4362,38.9,4.15,-100.0,-1,-1,158,108,12,0,0,0
