## 1 - Complete phage contigs - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_0000066356,17,VIRSorter_0000066356,17,2,1,gene_8-gene_17:2.47373930338722,,5.41191433951974,,,
VIRSorter_0000066510,14,VIRSorter_0000066510,14,2,1,,,3.11073193727516,,,
VIRSorter_0000066537,14,VIRSorter_0000066537,14,2,2,,,7.09603102915226,gene_5-gene_14:3.45190808673671,,gene_5-gene_14:2.65687925859409
VIRSorter_0000066862,23,VIRSorter_0000066862,23,2,1,,,gene_1-gene_22:6.38131943111042,,,
VIRSorter_0000067042,5,VIRSorter_0000067042,5,2,,4.24068800435586,,2.95432938864569,,,
VIRSorter_0000067159,4,VIRSorter_0000067159,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000067211,4,VIRSorter_0000067211,4,2,,3.39255040348469,,2.36346351091656,,,
VIRSorter_0000067444,4,VIRSorter_0000067444,4,2,,2.01463059939908,,,,,
VIRSorter_0000067786,55,VIRSorter_0000067786,55,2,2,,,20.59688687774552,gene_1-gene_46:9.59883084439593,,gene_1-gene_33:5.58669715661169
VIRSorter_0000068073,4,VIRSorter_0000068073,4,2,,3.39255040348469,,2.36346351091656,,,
VIRSorter_0000068213,4,VIRSorter_0000068213,4,2,1,,,2.36346351091656,,,
VIRSorter_0000068744,78,VIRSorter_0000068744,78,2,2,,,gene_2-gene_78:22.97498645057729,gene_3-gene_78:7.26030862191192,3.46227675250628,gene_26-gene_77:3.15783577635829
VIRSorter_0000068933-circular,95,VIRSorter_0000068933-circular,95,2,2,,,33.56352976398599,gene_3-gene_96:18.19755788305821,gene_6-gene_96:4.41307182732791,
VIRSorter_0000069045,4,VIRSorter_0000069045,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000069164,4,VIRSorter_0000069164,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000069366,53,VIRSorter_0000069366,53,2,1,,,12.31503818832238,gene_5-gene_21:3.09485520232123,,
VIRSorter_0000069395,4,VIRSorter_0000069395,4,2,,2.01463059939908,,2.36346351091656,,,
VIRSorter_0000069668,5,VIRSorter_0000069668,5,2,,4.24068800435586,,2.95432938864569,,,
VIRSorter_0000069739,7,VIRSorter_0000069739,7,2,1,,,2.80793626646615,,,
VIRSorter_0000069959,29,VIRSorter_0000069959,29,2,1,,,gene_1-gene_27:7.51307332702792,gene_10-gene_19:2.30578005105847,,
VIRSorter_0000070437-circular,45,VIRSorter_0000070437-circular,45,2,2,,,18.21662367886696,7.45968520068203,,
VIRSorter_0000070480,45,VIRSorter_0000070480,45,2,4,gene_12-gene_45:5.87585361766157,,19.83878376403475,,,
VIRSorter_0000070506,3,VIRSorter_0000070506,3,2,,2.54441280261352,,,,,
VIRSorter_0000070616,6,VIRSorter_0000070616,6,2,,2.32079407622154,,2.28063019090583,,,
VIRSorter_0000070670-circular,78,VIRSorter_0000070670-circular,78,2,2,,,gene_2-gene_78:25.42976720571214,gene_5-gene_78:10.88182905577991,3.46227675250628,
VIRSorter_0000070879-circular,61,VIRSorter_0000070879-circular,61,2,2,,,14.03727006187994,gene_2-gene_41:3.32235331584425,,
VIRSorter_0000070917-circular,59,VIRSorter_0000070917-circular,59,2,3,gene_2-gene_43:4.29638140529261,,gene_2-gene_59:23.67758304830701,gene_8-gene_59:2.80354805717307,,
VIRSorter_0000071103,9,VIRSorter_0000071103,9,2,2,,,3.88508102084939,2.05924785546608,,
## 3 - Complete phage contigs - category 3 (not so sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_0000000174,9,VIRSorter_0000000174,9,3,,,,5.31779289956225,4.05886122064134,,
VIRSorter_0000000214,6,VIRSorter_0000000214,6,3,,,,3.54519526637483,3.68035774890928,,4.25963731050576
VIRSorter_0000000492,12,VIRSorter_0000000492,12,3,,,,gene_1-gene_10:5.13050752690774,gene_1-gene_10:5.35577833113183,,
VIRSorter_0000000870,17,VIRSorter_0000000870,17,3,,,,5.41191433951974,gene_2-gene_16:3.47754305027095,,
VIRSorter_0000001339,8,VIRSorter_0000001339,8,3,,,,4.72692702183311,3.49474974496487,,
VIRSorter_0000001449,12,VIRSorter_0000001449,12,3,,,,gene_2-gene_12:4.20443665805128,gene_2-gene_11:3.84984809540874,,gene_3-gene_12:2.00834762097176
VIRSorter_0000001505,104,VIRSorter_0000001505,104,3,,,,gene_18-gene_100:19.14946982041801,gene_16-gene_104:9.46311324796908,,
VIRSorter_0000001564,10,VIRSorter_0000001564,10,3,,,,4.43179588839529,3.46543697984530,,3.83297051764977
VIRSorter_0000001749,12,VIRSorter_0000001749,12,3,,,,gene_3-gene_12:5.13050752690774,gene_3-gene_12:5.35577833113183,,
VIRSorter_0000002489,33,VIRSorter_0000002489,33,3,,,,gene_4-gene_33:11.67577493251692,gene_10-gene_19:2.15087809107272,,gene_5-gene_19:5.55457791169876
VIRSorter_0000003010,6,VIRSorter_0000003010,6,3,,,,3.54519526637483,3.68035774890928,,4.25963731050576
VIRSorter_0000003174,9,VIRSorter_0000003174,9,3,,,,5.31779289956225,2.94512089790786,,
VIRSorter_0000003216,9,VIRSorter_0000003216,9,3,,,,5.31779289956225,4.05886122064134,,
VIRSorter_0000003409,12,VIRSorter_0000003409,12,3,,,,gene_2-gene_12:5.72137340463688,gene_2-gene_11:3.84984809540874,,
VIRSorter_0000003459,67,VIRSorter_0000003459,67,3,,,,gene_1-gene_66:15.36412451855562,gene_1-gene_66:9.89725718797477,,
VIRSorter_0000003496,9,VIRSorter_0000003496,9,3,,,,5.31779289956225,5.52053662336392,,
VIRSorter_0000003652,7,VIRSorter_0000003652,7,3,,,,4.13606114410397,4.29375070706083,,3.75325529027616
VIRSorter_0000003778,12,VIRSorter_0000003778,12,3,,,,6.31223928236602,gene_2-gene_12:5.96917128928337,,
VIRSorter_0000003995,20,VIRSorter_0000003995,20,3,,,,6.77900219487549,gene_1-gene_18:4.80692733458298,,gene_5-gene_20:3.40781733546518
VIRSorter_0000004126,15,VIRSorter_0000004126,15,3,,,,7.54076887120316,gene_1-gene_12:4.45564850133913,,
VIRSorter_0000004168,26,VIRSorter_0000004168,26,3,,,,6.01431218196663,6.45220104550950,,
VIRSorter_0000004230,13,VIRSorter_0000004230,13,3,,,,6.68125641047880,gene_4-gene_13:3.62799934579239,,
VIRSorter_0000004553,7,VIRSorter_0000004553,7,3,,,,4.13606114410397,4.29375070706083,,
VIRSorter_0000004673,7,VIRSorter_0000004673,7,3,,,,4.13606114410397,,,3.75325529027616
VIRSorter_0000004787,15,VIRSorter_0000004787,15,3,,,,gene_2-gene_14:4.77158651998587,gene_2-gene_14:3.75221079789813,,
VIRSorter_0000004915,16,VIRSorter_0000004915,16,3,,,,4.98330771441267,gene_1-gene_15:2.60239674036653,,gene_2-gene_15:2.29429750549248
VIRSorter_0000005231,11,VIRSorter_0000005231,11,3,,,,6.02240340030086,4.72411169012416,,
VIRSorter_0000005300,7,VIRSorter_0000005300,7,3,,,,4.13606114410397,2.93695489510101,,
VIRSorter_0000005731,13,VIRSorter_0000005731,13,3,,,,gene_2-gene_12:3.98258790843492,gene_2-gene_12:4.20123294484383,,
VIRSorter_0000005877,37,VIRSorter_0000005877,37,3,,,,12.56735730968713,8.52457735004884,,
VIRSorter_0000006418,42,VIRSorter_0000006418,42,3,,,,gene_1-gene_41:9.76298973350532,gene_7-gene_33:6.41381218480113,,
VIRSorter_0000006631,23,VIRSorter_0000006631,23,3,,,,9.73840054857749,gene_2-gene_20:5.14560190081934,,
VIRSorter_0000006831,8,VIRSorter_0000006831,8,3,,,,4.72692702183311,3.49474974496487,,
VIRSorter_0000006878,10,VIRSorter_0000006878,10,3,,,,5.90865877729139,3.46543697984530,,
VIRSorter_0000007011,8,VIRSorter_0000007011,8,3,,,,4.72692702183311,4.90714366521238,,
VIRSorter_0000007090-circular,7,VIRSorter_0000007090-circular,7,3,,,,4.13606114410397,2.93695489510101,,
VIRSorter_0000007131,119,VIRSorter_0000007131,119,3,,,,gene_8-gene_107:45.11941086591966,gene_8-gene_107:23.80884184570374,gene_1-gene_85:2.38577063073932,
VIRSorter_0000007157,7,VIRSorter_0000007157,7,3,,,,4.13606114410397,2.93695489510101,,
VIRSorter_0000007626,21,VIRSorter_0000007626,21,3,,,,4.85667637807776,gene_2-gene_20:3.18818176491929,,
VIRSorter_0000007849,12,VIRSorter_0000007849,12,3,,,,6.31223928236602,gene_2-gene_12:5.96917128928337,,
VIRSorter_0000007977,8,VIRSorter_0000007977,8,3,,,,4.72692702183311,,,3.36486825475282
VIRSorter_0000008395,26,VIRSorter_0000008395,26,3,,,,gene_2-gene_23:4.04054149975760,gene_2-gene_22:2.11760769580596,,
VIRSorter_0000008458,8,VIRSorter_0000008458,8,3,,,,4.72692702183311,4.90714366521238,,
VIRSorter_0000008540,9,VIRSorter_0000008540,9,3,,,,5.31779289956225,2.05924785546608,,
VIRSorter_0000008794,10,VIRSorter_0000008794,10,3,,,,4.43179588839529,4.62799934579239,,
VIRSorter_0000008852,7,VIRSorter_0000008852,7,3,,,,4.13606114410397,,,2.56415563401556
VIRSorter_0000008941,9,VIRSorter_0000008941,9,3,,,,5.31779289956225,2.05924785546608,,2.07929796534391
VIRSorter_0000008946,11,VIRSorter_0000008946,11,3,,,,4.50546665371526,gene_2-gene_11:2.04817757270899,,
VIRSorter_0000009006,7,VIRSorter_0000009006,7,3,,,,4.13606114410397,4.29375070706083,,2.56415563401556
VIRSorter_0000009054,14,VIRSorter_0000009054,14,3,,,,5.47719854938207,gene_1-gene_12:4.60177653701736,,
VIRSorter_0000009113,9,VIRSorter_0000009113,9,3,,,,3.88508102084939,4.05886122064134,,
VIRSorter_0000009145,11,VIRSorter_0000009145,11,3,,,,4.50546665371526,4.72411169012416,,2.08339391710576
VIRSorter_0000009482,14,VIRSorter_0000009482,14,3,,,,4.18972637194793,gene_4-gene_14:2.81866249809836,,
VIRSorter_0000009495-circular,27,VIRSorter_0000009495-circular,27,3,,,,gene_2-gene_26:12.53865083283631,gene_9-gene_22:3.38966127402890,,
VIRSorter_0000009541,7,VIRSorter_0000009541,7,3,,,,4.13606114410397,4.29375070706083,,2.56415563401556
VIRSorter_0000009574,75,VIRSorter_0000009574,75,3,,,,gene_2-gene_74:11.14508692330349,gene_2-gene_74:4.26398338538520,,
VIRSorter_0000009683,18,VIRSorter_0000009683,18,3,,,,gene_4-gene_18:4.24295976282239,gene_4-gene_18:4.52221793404448,,
VIRSorter_0000009811,13,VIRSorter_0000009811,13,3,,,,6.68125641047880,gene_2-gene_13:4.77786779607305,,
VIRSorter_0000009824,22,VIRSorter_0000009824,22,3,,,,4.26619153825410,gene_2-gene_22:3.18045138326211,,
VIRSorter_0000009942,21,VIRSorter_0000009942,21,3,,,,gene_1-gene_18:8.74349119643402,gene_1-gene_13:3.18233548994157,,
VIRSorter_0000010169,11,VIRSorter_0000010169,11,3,,,,4.50546665371526,4.72411169012416,,
VIRSorter_0000010346,98,VIRSorter_0000010346,98,3,,,,gene_7-gene_96:29.56891401058385,gene_15-gene_96:21.08180620018378,gene_25-gene_98:2.89155578319439,
VIRSorter_0000010353,6,VIRSorter_0000010353,6,3,,,,3.54519526637483,2.38733732976581,,4.25963731050576
VIRSorter_0000010437,14,VIRSorter_0000010437,14,3,,,,gene_1-gene_12:4.36067605668999,2.39038872662396,,
VIRSorter_0000010525,26,VIRSorter_0000010525,26,3,,,,gene_5-gene_26:7.51222595415075,gene_6-gene_16:3.01654151402623,,gene_5-gene_15:3.71895480918911
VIRSorter_0000010736,7,VIRSorter_0000010736,7,3,,,,4.13606114410397,4.29375070706083,,2.56415563401556
VIRSorter_0000010878,24,VIRSorter_0000010878,24,3,,,,gene_4-gene_23:5.26968451084590,gene_2-gene_23:2.67459557500554,,
VIRSorter_0000011493,7,VIRSorter_0000011493,7,3,,,,4.13606114410397,4.29375070706083,,3.75325529027616
VIRSorter_0000011972,10,VIRSorter_0000011972,10,3,,,,5.90865877729139,6.13392958151547,,
VIRSorter_0000011995,116,VIRSorter_0000011995,116,3,,,,gene_1-gene_98:7.86251497390340,gene_4-gene_98:3.72441017227748,,
VIRSorter_0000012322,8,VIRSorter_0000012322,8,3,,,,4.72692702183311,4.90714366521238,,
VIRSorter_0000013270,8,VIRSorter_0000013270,8,3,,,,4.72692702183311,4.90714366521238,,2.29892011493682
VIRSorter_0000013381,35,VIRSorter_0000013381,35,3,,,,gene_1-gene_32:6.55880878110892,gene_1-gene_32:5.15110435570045,,
VIRSorter_0000013436,7,VIRSorter_0000013436,7,3,,,,4.13606114410397,2.93695489510101,,
VIRSorter_0000013568,15,VIRSorter_0000013568,15,3,,,,5.89267012990596,4.85321115308591,,
VIRSorter_0000013572,23,VIRSorter_0000013572,23,3,,,,gene_1-gene_21:7.12554329767449,gene_1-gene_21:6.23748718272527,,
VIRSorter_0000013592,71,VIRSorter_0000013592,71,3,,,,gene_5-gene_71:8.61981542727018,gene_5-gene_71:5.80308991715042,gene_1-gene_61:2.06259041239449,
VIRSorter_0000013969,10,VIRSorter_0000013969,10,3,,,,4.43179588839529,2.52529882742866,,
VIRSorter_0000014140,16,VIRSorter_0000014140,16,3,,,,6.33117930791227,gene_1-gene_13:2.55560494450933,,
VIRSorter_0000014222,64,VIRSorter_0000014222,64,3,,,,6.04141401905185,gene_14-gene_64:3.59695524959605,,
VIRSorter_0000014304,11,VIRSorter_0000014304,11,3,,,,4.50546665371526,gene_2-gene_11:4.15087809107272,,
VIRSorter_0000014344,10,VIRSorter_0000014344,10,3,,,,5.90865877729139,6.13392958151547,,
VIRSorter_0000014406,9,VIRSorter_0000014406,9,3,,,,3.88508102084939,4.05886122064134,,
VIRSorter_0000014582,10,VIRSorter_0000014582,10,3,,,,4.43179588839529,3.46543697984530,,
VIRSorter_0000015029,34,VIRSorter_0000015029,34,3,,,,gene_11-gene_34:9.82035649424834,gene_6-gene_34:2.97904445200123,,
VIRSorter_0000015194,19,VIRSorter_0000015194,19,3,,,,gene_2-gene_19:5.76866473968075,gene_3-gene_18:3.81903322509739,,
VIRSorter_0000015353,32,VIRSorter_0000015353,32,3,,,,gene_2-gene_27:5.75809453071901,gene_11-gene_22:3.33695871400783,,
VIRSorter_0000015382,4,VIRSorter_0000015382,4,3,,,,2.36346351091656,2.45357183260619,,4.00000000000000
VIRSorter_0000015437,104,VIRSorter_0000015437,104,3,,,,gene_18-gene_104:31.86076845157943,gene_22-gene_104:13.85202697587255,,gene_74-gene_104:3.54581747722851
VIRSorter_0000015511,8,VIRSorter_0000015511,8,3,,,,4.72692702183311,4.90714366521238,,2.29892011493682
VIRSorter_0000016103,9,VIRSorter_0000016103,9,3,,,,5.31779289956225,2.05924785546608,,
VIRSorter_0000016106,17,VIRSorter_0000016106,17,3,,,,6.78711139802857,3.48546592664355,,2.41984297387078
VIRSorter_0000016367,12,VIRSorter_0000016367,12,3,,,,gene_1-gene_11:4.20443665805128,gene_1-gene_11:3.21660250677040,,
VIRSorter_0000016458,11,VIRSorter_0000016458,11,3,,,,4.50546665371526,gene_1-gene_10:2.98831572512564,,
VIRSorter_0000016607,9,VIRSorter_0000016607,9,3,,,,3.88508102084939,4.04901380929314,,
VIRSorter_0000016961,39,VIRSorter_0000016961,39,3,,,,15.01682589596111,8.45720310018801,,
VIRSorter_0000017281,10,VIRSorter_0000017281,10,3,,,,5.90865877729139,3.46543697984530,,
VIRSorter_0000017544,63,VIRSorter_0000017544,63,3,,,,gene_1-gene_62:5.96278241184579,gene_1-gene_62:2.29335809039322,,
VIRSorter_0000017614,11,VIRSorter_0000017614,11,3,,,,6.02240340030086,3.51763250243438,,
VIRSorter_0000017749,20,VIRSorter_0000017749,20,3,,,,4.42811630617052,gene_11-gene_20:4.31438564597360,,
VIRSorter_0000017891,18,VIRSorter_0000017891,18,3,,,,gene_1-gene_15:5.56167691086454,gene_1-gene_15:5.87019978568509,,
VIRSorter_0000018046,7,VIRSorter_0000018046,7,3,,,,4.13606114410397,4.29375070706083,,3.75325529027616
VIRSorter_0000018264,8,VIRSorter_0000018264,8,3,,,,4.72692702183311,4.90714366521238,,
VIRSorter_0000018385-circular,40,VIRSorter_0000018385-circular,40,3,,,,gene_3-gene_40:13.02347523383720,gene_5-gene_40:7.92866994109643,,
VIRSorter_0000018610,7,VIRSorter_0000018610,7,3,,,,4.13606114410397,4.29375070706083,,
VIRSorter_0000018960,7,VIRSorter_0000018960,7,3,,,,4.13606114410397,4.29375070706083,,
VIRSorter_0000019518,42,VIRSorter_0000019518,42,3,,,,gene_1-gene_41:16.05081693146932,gene_2-gene_41:9.92862505493839,,gene_21-gene_41:2.15685726347988
VIRSorter_0000019925,20,VIRSorter_0000019925,20,3,,,,4.42811630617052,gene_2-gene_20:2.38620741146518,,
VIRSorter_0000019973,13,VIRSorter_0000019973,13,3,,,,5.09380581471979,2.09395309033040,,
VIRSorter_0000020074,19,VIRSorter_0000020074,19,3,,,,9.48608898735939,6.68125328115970,,gene_4-gene_19:3.48699858151280
VIRSorter_0000020157,17,VIRSorter_0000020157,17,3,,,,gene_2-gene_17:4.87416324498760,gene_6-gene_17:4.22156529530576,,
VIRSorter_0000020221,32,VIRSorter_0000020221,32,3,,,,gene_3-gene_32:11.71198710517137,gene_4-gene_32:8.98138940917280,,
VIRSorter_0000020243,10,VIRSorter_0000020243,10,3,,,,4.43179588839529,4.62799934579239,,
VIRSorter_0000020406,4,VIRSorter_0000020406,4,3,,,,2.36346351091656,2.45357183260619,,4.00000000000000
VIRSorter_0000020448,8,VIRSorter_0000020448,8,3,,,,4.72692702183311,2.43596067191369,,2.29892011493682
VIRSorter_0000020556,19,VIRSorter_0000020556,19,3,,,,gene_1-gene_18:5.76866473968075,gene_1-gene_18:2.85565527836044,,
VIRSorter_0000020964,16,VIRSorter_0000020964,16,3,,,,gene_3-gene_16:6.82496425686572,gene_5-gene_16:5.91355746647635,,
VIRSorter_0000021234,8,VIRSorter_0000021234,8,3,,,,4.72692702183311,2.43596067191369,,
VIRSorter_0000021355,22,VIRSorter_0000021355,22,3,,,,11.04000791771996,11.53560368701294,,gene_1-gene_21:2.06124555801310
VIRSorter_0000021418,7,VIRSorter_0000021418,7,3,,,,4.13606114410397,2.93695489510101,,
VIRSorter_0000022199-circular,22,VIRSorter_0000022199-circular,22,3,,,,6.44346733785927,gene_2-gene_22:6.29963508947412,,
VIRSorter_0000022210,10,VIRSorter_0000022210,10,3,,,,5.90865877729139,4.62799934579239,,
VIRSorter_0000022469,15,VIRSorter_0000022469,15,3,,,,5.89267012990596,6.20119300472651,,
VIRSorter_0000022542,113,VIRSorter_0000022542,113,3,,,,gene_10-gene_109:43.49808339505238,gene_14-gene_113:29.23248351563662,,gene_13-gene_90:10.05940406769830
VIRSorter_0000023278,40,VIRSorter_0000023278,40,3,,,,gene_2-gene_38:6.86420008003841,gene_3-gene_38:2.82485198920942,,
VIRSorter_0000023393,19,VIRSorter_0000023393,19,3,,,,7.73738863808601,8.13588472287544,,8.40668629456050
VIRSorter_0000023737,5,VIRSorter_0000023737,5,3,,,,2.95432938864569,,,5.00000000000000
VIRSorter_0000023910,16,VIRSorter_0000023910,16,3,,,,6.33117930791227,4.11223788324942,,
VIRSorter_0000024248,13,VIRSorter_0000024248,13,3,,,,gene_2-gene_13:4.53676731574567,gene_2-gene_13:4.77786779607305,,
VIRSorter_0000024301,10,VIRSorter_0000024301,10,3,,,,4.43179588839529,3.46543697984530,,
VIRSorter_0000024303,17,VIRSorter_0000024303,17,3,,,,4.23930345530703,4.53418789615149,,
VIRSorter_0000024449,13,VIRSorter_0000024449,13,3,,,,gene_2-gene_13:6.09039053274967,gene_2-gene_12:4.20123294484383,,
VIRSorter_0000024498,4,VIRSorter_0000024498,4,3,,,,2.36346351091656,2.45357183260619,,4.00000000000000
VIRSorter_0000024940,33,VIRSorter_0000024940,33,3,,,,6.13406408652572,gene_2-gene_33:5.21929021744661,,
VIRSorter_0000025090,12,VIRSorter_0000025090,12,3,,,,4.75861606536203,4.99971654568940,,
VIRSorter_0000025101-circular,54,VIRSorter_0000025101-circular,54,3,,,,17.38645186744285,gene_4-gene_54:13.20569006798094,,
VIRSorter_0000025103,8,VIRSorter_0000025103,8,3,,,,4.72692702183311,3.49474974496487,,2.29892011493682
VIRSorter_0000025220,12,VIRSorter_0000025220,12,3,,,,4.75861606536203,gene_1-gene_10:2.68728572946166,,
VIRSorter_0000025224,43,VIRSorter_0000025224,43,3,,,,gene_2-gene_41:14.03435874195599,gene_16-gene_40:6.46380492611213,,
VIRSorter_0000025591,8,VIRSorter_0000025591,8,3,,,,4.72692702183311,2.43596067191369,,
VIRSorter_0000025715,28,VIRSorter_0000025715,28,3,,,,gene_3-gene_28:13.08375922000478,gene_7-gene_28:2.47502322010034,,
VIRSorter_0000025898,13,VIRSorter_0000025898,13,3,,,,6.68125641047880,3.00276297585155,,
VIRSorter_0000026250,7,VIRSorter_0000026250,7,3,,,,4.13606114410397,4.29375070706083,,
VIRSorter_0000026273,10,VIRSorter_0000026273,10,3,,,,4.43179588839529,,,2.78649887135540
VIRSorter_0000026654,15,VIRSorter_0000026654,15,3,,,,gene_3-gene_14:5.76817123801575,gene_1-gene_10:3.30578005105847,,
VIRSorter_0000026706,66,VIRSorter_0000026706,66,3,,,,gene_2-gene_66:25.94799899164202,gene_3-gene_54:15.83892206198929,gene_4-gene_66:2.31053759410048,gene_6-gene_52:6.69914360415646
VIRSorter_0000026750,16,VIRSorter_0000026750,16,3,,,,4.98330771441267,4.11223788324942,,
VIRSorter_0000026777-circular,32,VIRSorter_0000026777-circular,32,3,,,,gene_2-gene_29:7.91932428711558,gene_2-gene_31:4.31589151498418,,
VIRSorter_0000026955,9,VIRSorter_0000026955,9,3,,,,5.31779289956225,5.52053662336392,,3.05016129160667
VIRSorter_0000027020,10,VIRSorter_0000027020,10,3,,,,5.90865877729139,3.46543697984530,,3.83297051764977
VIRSorter_0000027147,86,VIRSorter_0000027147,86,3,,,,gene_4-gene_86:11.30288899571740,gene_5-gene_79:6.10762095105065,,
VIRSorter_0000027587,17,VIRSorter_0000027587,17,3,,,,gene_1-gene_15:5.65858692387260,gene_1-gene_15:5.96710979869314,,
VIRSorter_0000027612,13,VIRSorter_0000027612,13,3,,,,gene_1-gene_12:6.09039053274967,gene_1-gene_11:4.20123294484383,,gene_1-gene_11:3.64017020714474
VIRSorter_0000028185,5,VIRSorter_0000028185,5,3,,,,2.95432938864569,,,5.00000000000000
VIRSorter_0000029127,4,VIRSorter_0000029127,4,3,,,,2.36346351091656,2.45357183260619,,4.00000000000000
VIRSorter_0000029194,8,VIRSorter_0000029194,8,3,,,,4.72692702183311,4.90714366521238,,
VIRSorter_0000029538,12,VIRSorter_0000029538,12,3,,,,gene_3-gene_12:5.13050752690774,gene_1-gene_11:3.21660250677040,,gene_3-gene_12:2.00834762097176
VIRSorter_0000029630,31,VIRSorter_0000029630,31,3,,,,gene_1-gene_30:10.31179952307017,gene_2-gene_20:6.01849544947813,,
VIRSorter_0000029687,30,VIRSorter_0000029687,30,3,,,,gene_1-gene_28:9.26151157818128,gene_9-gene_28:4.21687479923869,,gene_8-gene_18:2.27655822725260
VIRSorter_0000029718,10,VIRSorter_0000029718,10,3,,,,5.90865877729139,4.62799934579239,,2.78649887135540
VIRSorter_0000030131,8,VIRSorter_0000030131,8,3,,,,4.72692702183311,3.49474974496487,,
VIRSorter_0000030195,11,VIRSorter_0000030195,11,3,,,,gene_1-gene_10:5.43153752257173,gene_1-gene_10:5.65680832679581,,gene_2-gene_11:2.30937761663574
VIRSorter_0000030281,27,VIRSorter_0000030281,27,3,,,,gene_6-gene_27:8.95474134560400,gene_7-gene_26:4.34749066873868,,
VIRSorter_0000030803,4,VIRSorter_0000030803,4,3,,,,2.36346351091656,2.45357183260619,,4.00000000000000
VIRSorter_0000030950,7,VIRSorter_0000030950,7,3,,,,4.13606114410397,4.29375070706083,,
VIRSorter_0000030977,7,VIRSorter_0000030977,7,3,,,,4.13606114410397,2.93695489510101,,2.56415563401556
VIRSorter_0000031130,11,VIRSorter_0000031130,11,3,,,,6.02240340030086,3.51763250243438,,
VIRSorter_0000031309,30,VIRSorter_0000031309,30,3,,,,gene_1-gene_29:14.77149847425288,gene_1-gene_29:15.42478380650272,,
VIRSorter_0000031326,8,VIRSorter_0000031326,8,3,,,,4.72692702183311,2.43596067191369,,
VIRSorter_0000031362,11,VIRSorter_0000031362,11,3,,,,gene_1-gene_10:5.43153752257173,gene_1-gene_10:5.65680832679581,,
VIRSorter_0000031427,12,VIRSorter_0000031427,12,3,,,,gene_1-gene_11:5.72137340463688,gene_2-gene_11:5.35577833113183,,
VIRSorter_0000031841,7,VIRSorter_0000031841,7,3,,,,4.13606114410397,4.29375070706083,,2.56415563401556
VIRSorter_0000031946,20,VIRSorter_0000031946,20,3,,,,6.77900219487549,gene_5-gene_20:6.28980337698041,,
VIRSorter_0000032916,69,VIRSorter_0000032916,69,3,,,,28.13431708657031,gene_2-gene_69:27.44258945138933,,gene_25-gene_69:14.63264257031762
VIRSorter_0000032999,11,VIRSorter_0000032999,11,3,,,,4.50546665371526,gene_2-gene_11:4.15087809107272,,
VIRSorter_0000033332,21,VIRSorter_0000033332,21,3,,,,gene_3-gene_21:6.16046977409733,gene_3-gene_19:3.14967382472036,,
VIRSorter_0000033336,35,VIRSorter_0000033336,35,3,,,,gene_3-gene_35:11.81542999383479,gene_3-gene_35:9.83598666222604,,
VIRSorter_0000033600,16,VIRSorter_0000033600,16,3,,,,gene_1-gene_12:5.64323250140745,gene_2-gene_16:2.60239674036653,,
VIRSorter_0000033820,7,VIRSorter_0000033820,7,3,,,,4.13606114410397,2.93695489510101,,
VIRSorter_0000034049,70,VIRSorter_0000034049,70,3,,,,16.25198459786616,gene_18-gene_70:11.85951393570610,,
VIRSorter_0000034192,9,VIRSorter_0000034192,9,3,,,,2.79997502471284,2.94512089790786,,4.19223503262022
VIRSorter_0000034487,15,VIRSorter_0000034487,15,3,,,,5.89267012990596,gene_1-gene_10:3.30578005105847,,
VIRSorter_0000034612,7,VIRSorter_0000034612,7,3,,,,4.13606114410397,2.93695489510101,,
VIRSorter_0000034799,29,VIRSorter_0000034799,29,3,,,,gene_3-gene_28:8.22008764060584,gene_12-gene_27:2.21949199973151,,gene_11-gene_20:4.10537383770802
VIRSorter_0000034840,18,VIRSorter_0000034840,18,3,,,,gene_1-gene_17:6.69020138502051,gene_1-gene_17:5.63913969785382,,
VIRSorter_0000034896,7,VIRSorter_0000034896,7,3,,,,4.13606114410397,2.93695489510101,,
VIRSorter_0000034982,8,VIRSorter_0000034982,8,3,,,,4.72692702183311,3.49474974496487,,
VIRSorter_0000035240,8,VIRSorter_0000035240,8,3,,,,4.72692702183311,3.49474974496487,,2.29892011493682
VIRSorter_0000035771,10,VIRSorter_0000035771,10,3,,,,4.43179588839529,3.46543697984530,,
VIRSorter_0000036053,7,VIRSorter_0000036053,7,3,,,,4.13606114410397,2.93695489510101,,3.75325529027616
VIRSorter_0000036075,7,VIRSorter_0000036075,7,3,,,,4.13606114410397,4.29375070706083,,
VIRSorter_0000036205,4,VIRSorter_0000036205,4,3,,,,2.36346351091656,2.45357183260619,,4.00000000000000
VIRSorter_0000036416,23,VIRSorter_0000036416,23,3,,,,gene_1-gene_22:10.97786001097112,gene_1-gene_22:6.78832713028887,,
