Gene_1	Gene_2	Identity	end_match	full_length_match	direction
D43_maxbin.097.fasta.contigs_00863	D43_maxbin.048.fasta.contigs_00288	83.073	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.097.fasta.contigs_00870	D43_maxbin.048.fasta.contigs_00780	83.642	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.097.fasta.contigs_00875	D43_maxbin.048.fasta.contigs_00776	84.04	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.097.fasta.contigs_01957	D43_maxbin.048.fasta.contigs_00337	87.047	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.097.fasta.contigs_02161	D43_metabat2.147.fa.contigs_00320	76.957	no	no	D43_maxbin.097.fasta.contigs-->D43_metabat2.147.fa.contigs
D43_maxbin.097.fasta.contigs_02226	D43_maxbin.064.fasta.contigs_00195	77.658	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.064.fasta.contigs
D43_maxbin.097.fasta.contigs_02419	D43_maxbin.061.fasta.contigs_00563	83.505	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.061.fasta.contigs
D43_maxbin.097.fasta.contigs_02518	D43_maxbin.048.fasta.contigs_00134	84.347	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.097.fasta.contigs_02523	D43_maxbin.048.fasta.contigs_00129	82.72	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.097.fasta.contigs_02841	D43_maxbin.048.fasta.contigs_00367	82.751	no	no	D43_maxbin.097.fasta.contigs-->D43_maxbin.048.fasta.contigs
D43_maxbin.103.fasta.contigs_00367	D43_maxbin.066.fasta.contigs_00302	77.441	no	no	D43_maxbin.103.fasta.contigs-->D43_maxbin.066.fasta.contigs
D43_maxbin.120.fasta.contigs_00733	D43_maxbin.035.fasta.contigs_00384	84.672	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.035.fasta.contigs
D43_maxbin.120.fasta.contigs_00743	D43_metabat2.151.fa.contigs_00191	87.018	no	no	D43_maxbin.120.fasta.contigs-->D43_metabat2.151.fa.contigs
D43_maxbin.120.fasta.contigs_00855	D43_maxbin.065.fasta.contigs_01941	78.603	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.065.fasta.contigs
D43_maxbin.120.fasta.contigs_01313	D43_maxbin.062.fasta.contigs_02357	79.794	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.062.fasta.contigs
D43_maxbin.120.fasta.contigs_02297	D43_maxbin.041.fasta.contigs_00079	80.068	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.041.fasta.contigs
D43_maxbin.120.fasta.contigs_02444	D43_maxbin.025.fasta.contigs_03523	80.984	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.120.fasta.contigs_03275	C-1_maxbin.030.fasta.contigs_04624	99.608	no	no	D43_maxbin.120.fasta.contigs-->C-1_maxbin.030.fasta.contigs
D43_maxbin.120.fasta.contigs_03277	D43_maxbin.047.fasta.contigs_02359	80.778	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.047.fasta.contigs
D43_maxbin.120.fasta.contigs_03446	D43_maxbin.025.fasta.contigs_01208	82.464	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.120.fasta.contigs_03865	D43_maxbin.025.fasta.contigs_00837	84.615	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.025.fasta.contigs
D43_maxbin.120.fasta.contigs_04305	D43_maxbin.161.fasta.contigs_01658	78.547	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.161.fasta.contigs
D43_maxbin.120.fasta.contigs_04386	D43_maxbin.009.fasta.contigs_02580	80.978	no	no	D43_maxbin.120.fasta.contigs-->D43_maxbin.009.fasta.contigs
D43_metabat2.10.fa.contigs_00111	D43_maxbin.026.fasta.contigs_00442	84.746	no	no	D43_metabat2.10.fa.contigs-->D43_maxbin.026.fasta.contigs
D43_metabat2.10.fa.contigs_00115	D43_maxbin.026.fasta.contigs_02151	85.761	no	no	D43_metabat2.10.fa.contigs-->D43_maxbin.026.fasta.contigs
D43_metabat2.10.fa.contigs_00138	D43_maxbin.026.fasta.contigs_00807	81.989	no	no	D43_metabat2.10.fa.contigs-->D43_maxbin.026.fasta.contigs
D43_metabat2.10.fa.contigs_00379	D43_maxbin.007.fasta.contigs_00736	72.011	no	no	D43_metabat2.10.fa.contigs-->D43_maxbin.007.fasta.contigs
D43_metabat2.10.fa.contigs_00410	D43_maxbin.038.fasta.contigs_00272	95.238	no	no	D43_metabat2.10.fa.contigs-->D43_maxbin.038.fasta.contigs
D43_metabat2.10.fa.contigs_01170	D43_maxbin.038.fasta.contigs_01685	83.467	no	no	D43_metabat2.10.fa.contigs-->D43_maxbin.038.fasta.contigs
D43_metabat2.112.fa.contigs_00104	D43_maxbin.026.fasta.contigs_01596	82.472	no	no	D43_maxbin.026.fasta.contigs-->D43_metabat2.112.fa.contigs
D43_metabat2.112.fa.contigs_00135	D43_maxbin.026.fasta.contigs_00401	90.31	no	no	D43_maxbin.026.fasta.contigs-->D43_metabat2.112.fa.contigs
D43_metabat2.112.fa.contigs_00136	D43_maxbin.026.fasta.contigs_00402	86.758	no	no	D43_maxbin.026.fasta.contigs-->D43_metabat2.112.fa.contigs
D43_metabat2.112.fa.contigs_00255	D43_maxbin.026.fasta.contigs_01642	87.828	no	no	D43_maxbin.026.fasta.contigs-->D43_metabat2.112.fa.contigs
D43_metabat2.112.fa.contigs_00257	D43_metabat2.114.fa.contigs_00899	90.646	no	no	D43_metabat2.112.fa.contigs-->D43_metabat2.114.fa.contigs
D43_metabat2.112.fa.contigs_00258	D43_metabat2.114.fa.contigs_00900	92.415	no	no	D43_metabat2.112.fa.contigs-->D43_metabat2.114.fa.contigs
D43_metabat2.112.fa.contigs_00381	D43_maxbin.026.fasta.contigs_01381	83.019	no	no	D43_maxbin.026.fasta.contigs-->D43_metabat2.112.fa.contigs
D43_metabat2.112.fa.contigs_00554	D43_metabat2.114.fa.contigs_01159	88.318	no	no	D43_metabat2.112.fa.contigs-->D43_metabat2.114.fa.contigs
D43_metabat2.112.fa.contigs_00584	D43_maxbin.026.fasta.contigs_00014	85.673	no	no	D43_metabat2.112.fa.contigs-->D43_maxbin.026.fasta.contigs
D43_metabat2.112.fa.contigs_00743	D43_metabat2.114.fa.contigs_01018	83.23	no	no	D43_metabat2.114.fa.contigs-->D43_metabat2.112.fa.contigs
D43_metabat2.150.fa_sub.contigs_00179	D43_maxbin.071.fasta.contigs_00011	91.525	no	no	D43_metabat2.150.fa_sub.contigs-->D43_maxbin.071.fasta.contigs
D43_metabat2.150.fa_sub.contigs_00234	D43_maxbin.081.fasta_sub.contigs_00915	86.207	no	no	D43_metabat2.150.fa_sub.contigs-->D43_maxbin.081.fasta_sub.contigs
D43_metabat2.150.fa_sub.contigs_00441	D43_maxbin.081.fasta_sub.contigs_00503	84.634	no	no	D43_metabat2.150.fa_sub.contigs-->D43_maxbin.081.fasta_sub.contigs
D43_metabat2.150.fa_sub.contigs_00465	D43_maxbin.143.fasta.contigs_00170	95.556	no	no	D43_metabat2.150.fa_sub.contigs-->D43_maxbin.143.fasta.contigs
D43_metabat2.150.fa_sub.contigs_00566	D43_maxbin.081.fasta_sub.contigs_00614	82.051	no	no	D43_metabat2.150.fa_sub.contigs-->D43_maxbin.081.fasta_sub.contigs
D43_metabat2.150.fa_sub.contigs_00653	D43_maxbin.071.fasta.contigs_01453	85.587	no	no	D43_metabat2.150.fa_sub.contigs-->D43_maxbin.071.fasta.contigs
D43_metabat2.150.fa_sub.contigs_00672	D43_maxbin.143.fasta.contigs_00181	96.296	no	no	D43_metabat2.150.fa_sub.contigs-->D43_maxbin.143.fasta.contigs
D43_maxbin.041.fasta.contigs_00407	D43_maxbin.007.fasta.contigs_01435	85.279	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.007.fasta.contigs
D43_maxbin.041.fasta.contigs_01852	D43_maxbin.018.fasta.contigs_00231	80.108	no	no	D43_maxbin.041.fasta.contigs-->D43_maxbin.018.fasta.contigs
D43_maxbin.062.fasta.contigs_02362	D43_maxbin.018.fasta.contigs_00031	83.267	no	no	D43_maxbin.062.fasta.contigs-->D43_maxbin.018.fasta.contigs
