Gene_1	Gene_2	Gene_1_group	Gene_2_group	Identity	end_match	full_length_match
C-1_maxbin.037.fasta.contigs_01016	D38_maxbin.006.fasta.contigs_00295	U	AJ	100.0	no	yes
C-1_maxbin.037.fasta.contigs_01271	D38_maxbin.006.fasta.contigs_00410	U	AJ	91.333	no	no
C-1_maxbin.037.fasta.contigs_01648	D38_maxbin.006.fasta.contigs_00788	U	AJ	89.226	no	no
C-1_maxbin.037.fasta.contigs_02098	D38_maxbin.006.fasta.contigs_00294	U	AJ	96.296	no	yes
C-1_maxbin.038.fasta.contigs_01595	D38_maxbin.013.fasta.contigs_03090	V	AL	74.315	no	no
C-1_maxbin.038.fasta.contigs_02479	C-1_maxbin.023.fasta.contigs_01165	V	N	77.697	no	yes
C-1_maxbin.039.fasta_sub.contigs_00974	D43_maxbin.020.fasta.contigs_00007	W	AS	75.595	no	yes
C-1_maxbin.039.fasta_sub.contigs_01165	D43_metabat2.46.fa.contigs_00166	W	BW	78.409	no	no
C-1_maxbin.039.fasta_sub.contigs_01465	C-1_metabat2.43.fa.contigs_00160	W	AD	86.942	no	yes
C-1_maxbin.046.fasta.contigs_01040	D43_maxbin.038.fasta.contigs_00491	Y	BA	84.267	no	no
C-1_maxbin.054.fasta_sub.contigs_00024	C-1_maxbin.030.fasta.contigs_00786	D	R	82.986	no	no
C-1_maxbin.054.fasta_sub.contigs_00025	D43_maxbin.062.fasta.contigs_00572	D	C	86.957	no	no
C-1_maxbin.054.fasta_sub.contigs_00040	D43_maxbin.065.fasta.contigs_00419	D	BH	80.115	no	no
C-1_maxbin.054.fasta_sub.contigs_00050	C-1_metabat2.79.fa.contigs_01781	D	AF	84.475	no	no
C-1_maxbin.054.fasta_sub.contigs_00061	C-1_maxbin.030.fasta.contigs_03323	D	R	78.768	no	no
C-1_maxbin.054.fasta_sub.contigs_00089	D43_maxbin.065.fasta.contigs_00610	D	BH	85.764	no	yes
C-1_maxbin.054.fasta_sub.contigs_00106	C-1_maxbin.017.fasta.contigs_00125	D	J	74.479	no	no
C-1_maxbin.054.fasta_sub.contigs_00132	C-1_maxbin.032.fasta.contigs_01039	D	S	88.11	no	yes
C-1_maxbin.054.fasta_sub.contigs_00133	D43_maxbin.007.fasta.contigs_01743	D	AQ	80.333	yes	no
C-1_maxbin.054.fasta_sub.contigs_00170	C-1_maxbin.004.fasta.contigs_02777	D	C	81.447	no	yes
C-1_maxbin.054.fasta_sub.contigs_00198	C-1_maxbin.030.fasta.contigs_03653	D	R	83.524	no	yes
C-1_maxbin.054.fasta_sub.contigs_00199	D43_maxbin.065.fasta.contigs_01919	D	BH	99.583	no	yes
C-1_maxbin.054.fasta_sub.contigs_00240	C-1_maxbin.032.fasta.contigs_01041	D	S	82.112	no	no
C-1_maxbin.054.fasta_sub.contigs_00250	C-1_maxbin.041.fasta.contigs_01522	D	X	82.086	no	yes
C-1_maxbin.054.fasta_sub.contigs_00360	C-1_maxbin.004.fasta.contigs_01731	D	C	79.395	no	no
C-1_maxbin.054.fasta_sub.contigs_00549	D38_maxbin.011.fasta.contigs_00379	D	AK	75.898	no	no
C-1_maxbin.054.fasta_sub.contigs_00585	C-1_maxbin.041.fasta.contigs_00985	D	X	81.634	no	yes
C-1_maxbin.054.fasta_sub.contigs_00618	C-1_maxbin.032.fasta.contigs_01041	D	S	90.963	no	yes
C-1_maxbin.054.fasta_sub.contigs_00619	C-1_maxbin.032.fasta.contigs_01040	D	S	83.777	no	yes
C-1_maxbin.054.fasta_sub.contigs_00620	C-1_maxbin.032.fasta.contigs_01039	D	S	90.234	no	yes
C-1_maxbin.054.fasta_sub.contigs_00636	C-1_maxbin.026.fasta_sub.contigs_00019	D	Q	90.196	no	no
C-1_maxbin.054.fasta_sub.contigs_00658	D43_metabat2.151.fa.contigs_00054	D	BV	85.056	no	no
C-1_maxbin.054.fasta_sub.contigs_00690	C-1_maxbin.030.fasta.contigs_02959	D	R	79.073	no	no
C-1_maxbin.054.fasta_sub.contigs_00760	C-1_maxbin.032.fasta.contigs_02655	D	S	82.899	no	no
C-1_maxbin.054.fasta_sub.contigs_00884	D43_maxbin.041.fasta.contigs_01989	D	Q	79.793	no	no
C-1_maxbin.054.fasta_sub.contigs_00901	D43_maxbin.065.fasta.contigs_00546	D	BH	86.414	no	yes
C-1_maxbin.054.fasta_sub.contigs_00902	D43_maxbin.065.fasta.contigs_00547	D	BH	84.337	no	yes
C-1_maxbin.054.fasta_sub.contigs_00974	D43_maxbin.047.fasta.contigs_00917	D	BD	85.558	no	yes
C-1_maxbin.054.fasta_sub.contigs_01025	D43_maxbin.065.fasta.contigs_01054	D	BH	80.167	no	yes
C-1_maxbin.054.fasta_sub.contigs_01026	D43_maxbin.047.fasta.contigs_00393	D	BD	79.158	no	yes
C-1_maxbin.054.fasta_sub.contigs_01028	C-1_maxbin.030.fasta.contigs_02697	D	R	79.403	no	no
C-1_maxbin.054.fasta_sub.contigs_01093	C-1_maxbin.032.fasta.contigs_02081	D	S	88.262	no	no
C-1_maxbin.054.fasta_sub.contigs_01101	D43_maxbin.065.fasta.contigs_02067	D	BH	92.063	no	yes
C-1_maxbin.054.fasta_sub.contigs_01162	C-1_maxbin.032.fasta.contigs_00976	D	S	87.797	no	no
C-1_maxbin.054.fasta_sub.contigs_01212	D43_maxbin.120.fasta.contigs_03922	D	AQ	77.931	no	no
C-1_maxbin.054.fasta_sub.contigs_01213	C-1_maxbin.041.fasta.contigs_01885	D	X	79.917	no	no
C-1_maxbin.054.fasta_sub.contigs_01234	D43_maxbin.065.fasta.contigs_00808	D	BH	96.117	no	yes
C-1_maxbin.054.fasta_sub.contigs_01267	D43_maxbin.047.fasta.contigs_00920	D	BD	84.743	no	no
C-1_maxbin.054.fasta_sub.contigs_01268	D43_maxbin.161.fasta.contigs_02524	D	BS	84.722	yes	no
C-1_maxbin.054.fasta_sub.contigs_01287	D43_maxbin.065.fasta.contigs_01922	D	BH	99.289	no	yes
C-1_maxbin.054.fasta_sub.contigs_01321	D43_maxbin.065.fasta.contigs_00126	D	BH	100.0	no	yes
C-1_maxbin.054.fasta_sub.contigs_01322	D43_maxbin.065.fasta.contigs_00127	D	BH	99.603	no	yes
C-1_maxbin.054.fasta_sub.contigs_01358	C-1_maxbin.041.fasta.contigs_00592	D	X	87.037	no	yes
C-1_maxbin.054.fasta_sub.contigs_01470	D43_maxbin.085.fasta.contigs_00316	D	BL	75.967	no	no
C-1_maxbin.054.fasta_sub.contigs_01573	D43_maxbin.065.fasta.contigs_01401	D	BH	93.182	no	yes
C-1_maxbin.054.fasta_sub.contigs_01574	D43_maxbin.065.fasta.contigs_01402	D	BH	96.667	no	yes
C-1_maxbin.054.fasta_sub.contigs_01575	D43_maxbin.065.fasta.contigs_01403	D	BH	100.0	no	yes
C-1_maxbin.054.fasta_sub.contigs_01589	C-1_maxbin.032.fasta.contigs_01041	D	S	87.102	no	yes
C-1_maxbin.054.fasta_sub.contigs_01611	D43_maxbin.007.fasta.contigs_02583	D	AQ	85.658	no	no
C-1_maxbin.054.fasta_sub.contigs_01660	D43_maxbin.041.fasta.contigs_01310	D	Q	82.7	no	yes
C-1_maxbin.054.fasta_sub.contigs_01698	D43_maxbin.007.fasta.contigs_02162	D	AQ	81.287	no	yes
C-1_maxbin.054.fasta_sub.contigs_01720	C-1_metabat2.79.fa.contigs_01202	D	AF	84.586	no	yes
C-1_maxbin.054.fasta_sub.contigs_01787	D43_maxbin.025.fasta.contigs_00239	D	AU	86.19	no	yes
C-1_maxbin.054.fasta_sub.contigs_01804	D43_metabat2.151.fa.contigs_00193	D	BV	80.965	no	no
C-1_maxbin.054.fasta_sub.contigs_01806	C-1_maxbin.015.fasta.contigs_01168	D	H	75.238	no	no
C-1_maxbin.054.fasta_sub.contigs_01807	C-1_metabat2.47.fa_sub.contigs_00041	D	AC	77.348	no	no
C-1_maxbin.054.fasta_sub.contigs_01885	D43_maxbin.007.fasta.contigs_02162	D	AQ	81.481	no	no
C-1_maxbin.054.fasta_sub.contigs_01910	D43_maxbin.065.fasta.contigs_00165	D	BH	83.45	no	no
C-1_maxbin.054.fasta_sub.contigs_02135	D43_maxbin.065.fasta.contigs_01074	D	BH	91.146	no	yes
C-1_maxbin.054.fasta_sub.contigs_02188	D43_maxbin.065.fasta.contigs_00256	D	BH	92.641	no	yes
C-1_maxbin.054.fasta_sub.contigs_02189	D43_maxbin.065.fasta.contigs_00257	D	BH	99.608	no	yes
C-1_maxbin.054.fasta_sub.contigs_02192	D43_maxbin.047.fasta.contigs_00918	D	BD	83.429	no	yes
C-1_maxbin.054.fasta_sub.contigs_02328	D43_maxbin.065.fasta.contigs_02609	D	BH	98.742	no	yes
C-1_maxbin.054.fasta_sub.contigs_02493	C-1_maxbin.030.fasta.contigs_00791	D	R	79.453	no	yes
C-1_maxbin.054.fasta_sub.contigs_02520	D43_maxbin.065.fasta.contigs_00197	D	BH	83.391	no	no
C-1_maxbin.054.fasta_sub.contigs_02534	D43_metabat2.151.fa.contigs_00054	D	BV	82.919	no	no
C-1_maxbin.054.fasta_sub.contigs_02545	D43_maxbin.085.fasta.contigs_00915	D	BL	75.73	no	no
C-1_maxbin.054.fasta_sub.contigs_02560	D43_maxbin.025.fasta.contigs_03657	D	AU	81.538	no	no
C-1_maxbin.054.fasta_sub.contigs_02573	D43_maxbin.065.fasta.contigs_00820	D	BH	99.064	no	yes
C-1_maxbin.054.fasta_sub.contigs_02795	D43_maxbin.161.fasta.contigs_03260	D	BS	79.892	no	yes
C-1_maxbin.054.fasta_sub.contigs_02879	D43_maxbin.161.fasta.contigs_02333	D	BS	79.887	no	no
C-1_maxbin.054.fasta_sub.contigs_03158	C-1_maxbin.026.fasta_sub.contigs_00418	D	Q	81.019	no	yes
C-1_maxbin.054.fasta_sub.contigs_03172	C-1_maxbin.032.fasta.contigs_00782	D	S	81.037	no	yes
C-1_maxbin.054.fasta_sub.contigs_03205	C-1_maxbin.030.fasta.contigs_00750	D	R	86.318	no	yes
C-1_maxbin.054.fasta_sub.contigs_03206	C-1_maxbin.032.fasta.contigs_00807	D	S	79.664	no	yes
C-1_maxbin.054.fasta_sub.contigs_03241	C-1_metabat2.43.fa.contigs_00748	D	AD	76.673	no	no
C-1_maxbin.057.fasta.contigs_00397	D38_maxbin.005.fasta.contigs_01323	AB	AI	100.0	yes	no
C-1_maxbin.057.fasta.contigs_00551	D38_maxbin.005.fasta.contigs_02382	AB	AI	100.0	no	yes
C-1_maxbin.057.fasta.contigs_00620	D38_maxbin.005.fasta.contigs_00753	AB	AI	100.0	no	yes
C-1_maxbin.057.fasta.contigs_01189	D38_maxbin.013.fasta.contigs_00309	AB	AL	100.0	no	yes
C-1_maxbin.057.fasta.contigs_01269	D38_maxbin.005.fasta.contigs_00728	AB	AI	100.0	no	yes
C-1_metabat2.107.fa.contigs_00003	D43_metabat2.84.fa.contigs_00619	W	BY	75.069	no	no
C-1_metabat2.107.fa.contigs_00008	C-1_maxbin.009.fasta.contigs_00729	W	E	74.058	no	no
C-1_metabat2.18.fa_sub.contigs_00076	C-1_metabat2.47.fa_sub.contigs_00030	Q	AC	85.714	no	no
C-1_metabat2.18.fa_sub.contigs_00077	D43_maxbin.025.fasta.contigs_03126	Q	AU	81.732	no	no
C-1_metabat2.18.fa_sub.contigs_00079	D43_metabat2.151.fa.contigs_00198	Q	BV	85.614	no	no
C-1_metabat2.18.fa_sub.contigs_00080	D43_metabat2.151.fa.contigs_00197	Q	BV	86.525	no	no
C-1_metabat2.18.fa_sub.contigs_00081	D43_metabat2.151.fa.contigs_00196	Q	BV	84.752	no	no
C-1_metabat2.18.fa_sub.contigs_00082	D43_maxbin.007.fasta.contigs_02439	Q	AQ	83.077	no	no
C-1_metabat2.18.fa_sub.contigs_00083	D43_metabat2.151.fa.contigs_00194	Q	BV	85.084	no	no
C-1_metabat2.18.fa_sub.contigs_00084	D43_maxbin.007.fasta.contigs_02441	Q	AQ	87.9	no	no
C-1_metabat2.18.fa_sub.contigs_00086	D43_maxbin.025.fasta.contigs_03354	Q	AU	87.059	no	no
C-1_metabat2.18.fa_sub.contigs_00087	D43_maxbin.007.fasta.contigs_02444	Q	AQ	85.095	no	no
C-1_metabat2.18.fa_sub.contigs_00088	D43_maxbin.075.fasta.contigs_00454	Q	BF	77.926	no	yes
C-1_metabat2.18.fa_sub.contigs_00089	D43_maxbin.075.fasta.contigs_00455	Q	BF	84.259	no	yes
C-1_metabat2.18.fa_sub.contigs_00091	C-1_metabat2.47.fa_sub.contigs_00045	Q	AC	82.338	no	no
C-1_metabat2.18.fa_sub.contigs_00094	D43_maxbin.007.fasta.contigs_00847	Q	AQ	83.529	no	no
C-1_metabat2.18.fa_sub.contigs_00100	C-1_metabat2.47.fa_sub.contigs_00055	Q	AC	85.388	no	no
C-1_metabat2.18.fa_sub.contigs_00104	D43_maxbin.007.fasta.contigs_00856	Q	AQ	86.059	no	no
C-1_metabat2.18.fa_sub.contigs_00105	D43_maxbin.025.fasta.contigs_02907	Q	AU	86.005	no	no
C-1_metabat2.18.fa_sub.contigs_00118	C-1_maxbin.041.fasta.contigs_00809	Q	X	80.775	no	no
C-1_metabat2.18.fa_sub.contigs_00147	D43_maxbin.120.fasta.contigs_04613	Q	AQ	99.439	no	yes
C-1_metabat2.52.fa_sub.contigs_00005	D38_maxbin.011.fasta.contigs_01613	AE	AK	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00006	D38_maxbin.011.fasta.contigs_01614	AE	AK	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00038	C-1_maxbin.015.fasta.contigs_01178	AE	H	93.333	no	no
C-1_metabat2.52.fa_sub.contigs_00045	D38_maxbin.011.fasta.contigs_03418	AE	AK	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00070	D38_maxbin.011.fasta.contigs_01034	AE	AK	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00152	D38_maxbin.011.fasta.contigs_02995	AE	AK	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00165	D38_maxbin.013.fasta.contigs_01747	AE	AL	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00182	D38_maxbin.011.fasta.contigs_04383	AE	AK	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00206	D38_maxbin.011.fasta.contigs_03411	AE	AK	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00207	D43_maxbin.067.fasta.contigs_01079	AE	O	88.545	no	no
C-1_metabat2.52.fa_sub.contigs_00226	D38_maxbin.013.fasta.contigs_02150	AE	AL	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00228	D38_maxbin.013.fasta.contigs_00679	AE	AL	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00229	D38_maxbin.013.fasta.contigs_00680	AE	AL	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00248	D43_maxbin.035.fasta.contigs_01153	AE	AZ	87.226	no	no
C-1_metabat2.52.fa_sub.contigs_00261	D38_maxbin.013.fasta.contigs_01115	AE	AL	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00332	D38_maxbin.011.fasta.contigs_02669	AE	AK	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00383	D38_maxbin.011.fasta.contigs_02985	AE	AK	99.85	no	yes
C-1_metabat2.52.fa_sub.contigs_00389	D38_maxbin.013.fasta.contigs_02580	AE	AL	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00394	D38_maxbin.011.fasta.contigs_03569	AE	AK	100.0	no	yes
C-1_metabat2.52.fa_sub.contigs_00523	D38_maxbin.011.fasta.contigs_02960	AE	AK	100.0	no	yes
C-1_metabat2.77.fa.contigs_00033	C-1_maxbin.004.fasta.contigs_02774	D	C	84.856	no	yes
C-1_metabat2.77.fa.contigs_00035	C-1_maxbin.004.fasta.contigs_02776	D	C	86.59	no	yes
C-1_metabat2.77.fa.contigs_00036	C-1_maxbin.004.fasta.contigs_02777	D	C	88.608	no	yes
C-1_metabat2.77.fa.contigs_00037	C-1_maxbin.004.fasta.contigs_02778	D	C	88.829	no	yes
C-1_metabat2.77.fa.contigs_00052	C-1_maxbin.004.fasta.contigs_02784	D	C	84.411	no	yes
C-1_metabat2.77.fa.contigs_00054	C-1_maxbin.004.fasta.contigs_02783	D	C	89.653	no	yes
C-1_metabat2.77.fa.contigs_00055	C-1_maxbin.004.fasta.contigs_02782	D	C	90.646	no	yes
C-1_metabat2.77.fa.contigs_00056	C-1_maxbin.004.fasta.contigs_02781	D	C	89.197	no	yes
C-1_metabat2.77.fa.contigs_00057	C-1_maxbin.004.fasta.contigs_02780	D	C	87.761	no	yes
C-1_metabat2.77.fa.contigs_00085	D43_maxbin.062.fasta.contigs_01219	D	C	83.218	no	no
C-1_metabat2.77.fa.contigs_00099	D43_maxbin.025.fasta.contigs_02821	D	AU	82.593	no	no
C-1_metabat2.77.fa.contigs_00198	D43_metabat2.151.fa.contigs_00133	D	BV	79.853	no	no
C-1_metabat2.77.fa.contigs_00258	D43_maxbin.065.fasta.contigs_00887	D	BH	80.948	no	yes
C-1_metabat2.77.fa.contigs_00260	D43_maxbin.065.fasta.contigs_00889	D	BH	79.883	no	yes
C-1_metabat2.77.fa.contigs_00337	D43_maxbin.047.fasta.contigs_00909	D	BD	79.545	no	no
C-1_metabat2.77.fa.contigs_00378	D43_maxbin.145.fasta.contigs_01491	D	BQ	92.566	no	no
C-1_metabat2.77.fa.contigs_00457	D43_maxbin.062.fasta.contigs_00469	D	C	82.946	no	no
C-1_metabat2.77.fa.contigs_00458	C-1_maxbin.041.fasta.contigs_01512	D	X	85.399	no	no
C-1_metabat2.77.fa.contigs_00465	C-1_maxbin.041.fasta.contigs_01520	D	X	82.164	no	no
C-1_metabat2.77.fa.contigs_00473	C-1_maxbin.041.fasta.contigs_01529	D	X	88.636	no	no
C-1_metabat2.77.fa.contigs_00474	C-1_maxbin.041.fasta.contigs_01530	D	X	80.808	no	no
C-1_metabat2.77.fa.contigs_00475	C-1_maxbin.041.fasta.contigs_01531	D	X	80.188	no	no
C-1_metabat2.77.fa.contigs_00625	D43_maxbin.007.fasta.contigs_02017	D	AQ	80.2	no	no
C-1_metabat2.77.fa.contigs_00658	D43_maxbin.007.fasta.contigs_01374	D	AQ	78.624	no	no
C-1_metabat2.77.fa.contigs_00659	D43_maxbin.007.fasta.contigs_01373	D	AQ	82.648	no	no
C-1_metabat2.77.fa.contigs_00671	C-1_maxbin.041.fasta.contigs_01456	D	X	83.004	no	yes
C-1_metabat2.77.fa.contigs_00684	D43_maxbin.007.fasta.contigs_02661	D	AQ	89.957	no	no
C-1_metabat2.77.fa.contigs_00686	D43_maxbin.007.fasta.contigs_01261	D	AQ	92.494	yes	no
C-1_metabat2.77.fa.contigs_00769	D43_maxbin.065.fasta.contigs_00197	D	BH	82.798	no	no
C-1_metabat2.77.fa.contigs_00770	D43_maxbin.065.fasta.contigs_00196	D	BH	80.435	no	no
C-1_metabat2.77.fa.contigs_00776	D43_maxbin.014.fasta.contigs_00702	D	A	76.136	no	no
C-1_metabat2.77.fa.contigs_00822	D43_maxbin.065.fasta.contigs_00489	D	BH	82.176	no	no
C-1_metabat2.77.fa.contigs_00923	D43_maxbin.041.fasta.contigs_01312	D	Q	82.075	no	no
D38_maxbin.001.fasta.contigs_00306	D43_maxbin.032.fasta.contigs_01375	AG	AX	100.0	no	yes
D38_maxbin.001.fasta.contigs_00308	D43_maxbin.032.fasta.contigs_01180	AG	AX	99.725	no	yes
D38_maxbin.004.fasta.contigs_00109	C-1_maxbin.039.fasta_sub.contigs_00738	U	W	100.0	no	yes
D38_maxbin.004.fasta.contigs_00110	D43_maxbin.075.fasta.contigs_00264	U	BF	100.0	no	no
D38_maxbin.004.fasta.contigs_00111	C-1_maxbin.039.fasta_sub.contigs_00740	U	W	100.0	no	yes
D38_maxbin.004.fasta.contigs_00371	D38_maxbin.006.fasta.contigs_00294	U	AJ	96.296	no	yes
D38_maxbin.004.fasta.contigs_00788	D38_maxbin.001.fasta.contigs_00125	U	AG	83.137	no	no
D38_maxbin.004.fasta.contigs_00887	D43_maxbin.021.fasta.contigs_01647	U	AT	95.327	no	yes
D38_maxbin.004.fasta.contigs_01539	D43_maxbin.021.fasta.contigs_00427	U	AT	97.838	no	yes
D38_maxbin.004.fasta.contigs_01601	D43_maxbin.029.fasta.contigs_00795	U	AJ	100.0	no	yes
D38_maxbin.004.fasta.contigs_01602	D43_maxbin.029.fasta.contigs_00794	U	AJ	100.0	no	yes
D38_maxbin.004.fasta.contigs_01612	D43_maxbin.022.fasta.contigs_00384	U	AG	100.0	no	yes
D38_maxbin.004.fasta.contigs_01649	D43_maxbin.022.fasta.contigs_00384	U	AG	100.0	no	yes
D38_maxbin.004.fasta.contigs_01659	D43_maxbin.029.fasta.contigs_00794	U	AJ	100.0	no	yes
D38_maxbin.004.fasta.contigs_01660	D43_maxbin.029.fasta.contigs_00795	U	AJ	100.0	no	yes
D38_maxbin.006.fasta.contigs_00094	D43_maxbin.075.fasta.contigs_00310	AJ	BF	91.917	no	no
D38_maxbin.006.fasta.contigs_00975	D43_maxbin.085.fasta.contigs_00037	AJ	BL	82.456	no	no
D38_maxbin.007.fasta.contigs_00139	C-1_maxbin.046.fasta.contigs_01945	AB	Y	100.0	no	yes
D38_maxbin.008.fasta.contigs_00050	C-1_maxbin.004.fasta.contigs_01248	AK	C	100.0	no	yes
D38_maxbin.008.fasta.contigs_00181	D43_maxbin.067.fasta.contigs_00582	AK	O	100.0	no	yes
D38_maxbin.008.fasta.contigs_00204	D43_maxbin.035.fasta.contigs_00190	AK	AZ	85.148	no	no
D38_maxbin.008.fasta.contigs_00353	D38_maxbin.010.fasta.contigs_03593	AK	G	95.264	no	no
D38_maxbin.008.fasta.contigs_00364	C-1_maxbin.030.fasta.contigs_01461	AK	R	83.575	no	no
D38_maxbin.008.fasta.contigs_00463	C-1_maxbin.004.fasta.contigs_01677	AK	C	86.602	no	no
D38_maxbin.008.fasta.contigs_00466	C-1_maxbin.004.fasta.contigs_01674	AK	C	92.192	no	no
D38_maxbin.008.fasta.contigs_00469	D43_maxbin.035.fasta.contigs_01920	AK	AZ	95.745	no	no
D38_maxbin.008.fasta.contigs_00472	D43_maxbin.035.fasta.contigs_01922	AK	AZ	91.631	no	no
D38_maxbin.008.fasta.contigs_00473	D43_maxbin.035.fasta.contigs_00414	AK	AZ	87.5	no	yes
D38_maxbin.008.fasta.contigs_00480	D43_maxbin.005.fasta.contigs_00428	AK	AO	96.108	no	no
D38_maxbin.008.fasta.contigs_00597	C-1_maxbin.004.fasta.contigs_02659	AK	C	82.69	yes	no
D38_maxbin.008.fasta.contigs_00619	D43_maxbin.034.fasta.contigs_00706	AK	A	91.903	no	no
D38_maxbin.008.fasta.contigs_00638	D43_maxbin.067.fasta.contigs_00688	AK	O	91.816	no	yes
D38_maxbin.008.fasta.contigs_00640	D43_maxbin.067.fasta.contigs_00690	AK	O	90.249	no	yes
D38_maxbin.008.fasta.contigs_00642	D43_maxbin.067.fasta.contigs_00692	AK	O	92.958	no	yes
D38_maxbin.008.fasta.contigs_00645	D43_maxbin.067.fasta.contigs_00695	AK	O	95.434	no	yes
D38_maxbin.008.fasta.contigs_00661	C-1_maxbin.004.fasta.contigs_00349	AK	C	100.0	no	yes
D38_maxbin.008.fasta.contigs_00663	D43_maxbin.067.fasta.contigs_00828	AK	O	90.31	no	yes
D38_maxbin.008.fasta.contigs_00665	D43_maxbin.005.fasta.contigs_01302	AK	AO	82.193	no	yes
D38_maxbin.008.fasta.contigs_00671	C-1_maxbin.018.fasta.contigs_01155	AK	K	97.303	yes	no
D38_maxbin.008.fasta.contigs_00764	D43_maxbin.021.fasta.contigs_02016	AK	AT	99.766	yes	no
D38_maxbin.008.fasta.contigs_00770	C-1_maxbin.004.fasta.contigs_01958	AK	C	91.855	no	no
D38_maxbin.008.fasta.contigs_00771	D43_maxbin.007.fasta.contigs_01029	AK	AQ	92.143	no	no
D38_maxbin.008.fasta.contigs_00797	D43_maxbin.067.fasta.contigs_00445	AK	O	90.064	no	no
D38_maxbin.008.fasta.contigs_00798	D43_maxbin.067.fasta.contigs_00444	AK	O	93.049	no	no
D38_maxbin.008.fasta.contigs_00799	D43_maxbin.067.fasta.contigs_00443	AK	O	92.468	no	no
D38_maxbin.008.fasta.contigs_00800	D43_maxbin.067.fasta.contigs_00442	AK	O	92.096	no	no
D38_maxbin.008.fasta.contigs_00801	D43_maxbin.067.fasta.contigs_00441	AK	O	94.005	no	no
D38_maxbin.008.fasta.contigs_00802	D43_maxbin.067.fasta.contigs_00440	AK	O	92.308	no	no
D38_maxbin.008.fasta.contigs_00803	D43_maxbin.067.fasta.contigs_00439	AK	O	91.369	no	no
D38_maxbin.008.fasta.contigs_00805	D43_maxbin.067.fasta.contigs_00437	AK	O	94.326	no	no
D38_maxbin.008.fasta.contigs_00806	D43_maxbin.067.fasta.contigs_00436	AK	O	96.569	no	no
D38_maxbin.008.fasta.contigs_00807	D43_maxbin.067.fasta.contigs_00435	AK	O	91.188	no	no
D38_maxbin.008.fasta.contigs_00808	D43_maxbin.067.fasta.contigs_00434	AK	O	95.122	no	no
D38_maxbin.008.fasta.contigs_00809	D43_maxbin.067.fasta.contigs_00433	AK	O	93.769	no	no
D38_maxbin.008.fasta.contigs_00810	D43_maxbin.067.fasta.contigs_00432	AK	O	90.926	no	no
D38_maxbin.008.fasta.contigs_00812	D43_maxbin.067.fasta.contigs_00430	AK	O	91.919	no	no
D38_maxbin.008.fasta.contigs_01013	D43_maxbin.047.fasta.contigs_02129	AK	BD	95.41	no	yes
D38_maxbin.008.fasta.contigs_01076	D43_maxbin.047.fasta.contigs_02130	AK	BD	99.766	no	yes
D38_maxbin.008.fasta.contigs_01079	D43_maxbin.047.fasta.contigs_02133	AK	BD	100.0	no	yes
D38_maxbin.008.fasta.contigs_01094	D43_maxbin.014.fasta.contigs_01201	AK	A	94.203	no	no
D38_maxbin.008.fasta.contigs_01433	C-1_maxbin.004.fasta.contigs_01923	AK	C	85.197	no	no
D38_maxbin.008.fasta.contigs_01456	D43_maxbin.067.fasta.contigs_00561	AK	O	89.774	no	yes
D38_maxbin.008.fasta.contigs_01663	D43_maxbin.084.fasta.contigs_00748	AK	I	100.0	no	no
D38_maxbin.008.fasta.contigs_01844	D43_maxbin.120.fasta.contigs_00426	AK	AQ	80.645	no	no
D38_maxbin.008.fasta.contigs_01919	D43_maxbin.067.fasta.contigs_01051	AK	O	90.756	no	yes
D38_maxbin.008.fasta.contigs_01923	D43_maxbin.067.fasta.contigs_00775	AK	O	96.735	no	yes
D38_maxbin.008.fasta.contigs_01924	D43_maxbin.067.fasta.contigs_00774	AK	O	100.0	no	yes
D38_maxbin.008.fasta.contigs_02193	D38_maxbin.009.fasta.contigs_01942	AK	E	96.19	no	no
D38_maxbin.008.fasta.contigs_02195	D38_maxbin.009.fasta.contigs_01944	AK	E	90.385	no	no
D38_maxbin.008.fasta.contigs_02248	D43_metabat2.147.fa.contigs_00534	AK	BU	82.979	no	no
D38_maxbin.008.fasta.contigs_02307	D43_metabat2.147.fa.contigs_00249	AK	BU	81.233	no	no
D38_maxbin.008.fasta.contigs_02466	D43_metabat2.147.fa.contigs_00320	AK	BU	85.714	no	no
D38_maxbin.008.fasta.contigs_02563	D43_maxbin.085.fasta.contigs_00556	AK	BL	79.75	no	no
D38_maxbin.009.fasta.contigs_00337	C-1_maxbin.005.fasta.contigs_00905	E	D	95.833	no	no
D38_maxbin.009.fasta.contigs_00736	D43_maxbin.161.fasta.contigs_03142	E	BS	98.155	no	yes
D38_maxbin.009.fasta.contigs_00911	D43_maxbin.161.fasta.contigs_01697	E	BS	92.258	no	no
