genome,completeness,contamination,strain_heterogeneity,length,N50
chicken1_D24_maxbin.042.fasta_sub.contigs.fa,93.1,10.58,79.17,2714113,11422
chicken1_D24_maxbin.043.fasta.contigs.fa,61.67,22.6,16.9,5386700,2858
chicken1_D24_maxbin.044.fasta.contigs.fa,81.71,5.28,9.09,1950661,7153
chicken1_D24_maxbin.045.fasta.contigs.fa,85.54,8.77,12.0,3068052,5869
chicken1_D24_maxbin.057.fasta_sub.contigs.fa,67.81,3.65,0.0,1667792,3057
chicken1_D24_metabat2.103.fa.contigs.fa,13.92,0.0,0.0,304508,172389
chicken1_D24_metabat2.107.fa.contigs.fa,21.88,0.0,0.0,427897,127670
chicken1_D24_metabat2.12.fa.contigs.fa,19.24,0.0,0.0,276455,144018
chicken1_D24_metabat2.76.fa.contigs.fa,68.3,0.13,0.0,1809625,21600
chicken1_D24_metabat2.85.fa.contigs.fa,27.05,0.0,0.0,872034,50997
chicken1_D24_metabat2.90.fa_sub.contigs.fa,57.83,0.93,0.0,2741199,6661
chicken1_D25_maxbin.001.fasta.contigs.fa,97.84,0.0,0.0,3943424,219558
chicken1_D25_maxbin.002.fasta.contigs.fa,92.67,1.05,0.0,2309545,66269
chicken1_D25_maxbin.003.fasta.contigs.fa,95.97,0.0,0.0,2888173,28976
chicken1_D25_maxbin.004.fasta.contigs.fa,82.19,0.0,0.0,2473333,118488
chicken1_D25_maxbin.005.fasta.contigs.fa,98.4,2.07,28.57,5267454,30563
chicken1_D25_maxbin.006.fasta_sub.contigs.fa,84.8,26.0,0.0,5369809,24770
chicken1_D25_maxbin.007.fasta_sub.contigs.fa,85.3,22.75,5.41,2575975,48942
chicken1_D25_maxbin.009.fasta.contigs.fa,75.78,6.0,0.0,3625399,2101
chicken1_D25_metabat2.12.fa.contigs.fa,73.27,0.24,33.33,2450264,5973
chicken1_D25_metabat2.17.fa.contigs.fa,19.15,0.0,0.0,541646,38699
chicken1_D25_metabat2.23.fa.contigs.fa,8.86,0.0,0.0,268629,144142
chicken1_D26_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3843182,205735
chicken1_D26_maxbin.002.fasta.contigs.fa,92.67,0.0,0.0,2103190,65308
chicken1_D26_maxbin.003.fasta.contigs.fa,93.06,0.0,0.0,2577969,26359
chicken1_D26_maxbin.004.fasta.contigs.fa,72.51,1.61,0.0,2343845,118488
chicken1_D26_maxbin.006.fasta.contigs.fa,97.87,3.31,20.0,5215161,42513
chicken1_D26_maxbin.007.fasta.contigs.fa,99.25,0.25,0.0,2478507,36607
chicken1_D26_maxbin.008.fasta.contigs.fa,100.0,0.1,0.0,4353227,109696
chicken1_D26_maxbin.009.fasta.contigs.fa,98.28,9.62,5.0,3785324,55773
chicken1_D26_maxbin.010.fasta.contigs.fa,64.36,4.1,0.0,2217036,2251
chicken1_D26_maxbin.011.fasta.contigs.fa,42.27,6.61,0.0,2226490,1461
chicken1_D27_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3951563,224289
chicken1_D27_maxbin.002.fasta.contigs.fa,94.52,1.16,42.86,4912816,22181
chicken1_D27_maxbin.005.fasta.contigs.fa,95.86,1.61,0.0,4760848,66346
chicken1_D27_maxbin.006.fasta.contigs.fa,97.32,0.67,0.0,2440760,96783
chicken1_D27_maxbin.007.fasta.contigs.fa,95.69,6.82,46.67,3798097,73995
chicken1_D27_maxbin.008.fasta.contigs.fa,96.61,6.28,0.0,3990140,89690
chicken1_D27_maxbin.009.fasta.contigs.fa,95.3,5.37,0.0,3401658,66788
chicken1_D27_maxbin.010.fasta.contigs.fa,53.96,2.01,0.0,1288536,87666
chicken1_D27_maxbin.011.fasta.contigs.fa,76.78,19.69,7.14,2057507,93610
chicken1_D27_maxbin.012.fasta.contigs.fa,82.33,2.68,0.0,2445733,80180
chicken1_D27_maxbin.013.fasta.contigs.fa,87.59,3.09,0.0,5699074,102100
chicken1_D27_maxbin.014.fasta.contigs.fa,99.73,0.0,0.0,3904857,109696
chicken1_D27_maxbin.015.fasta.contigs.fa,86.74,42.62,4.4,3161612,20566
chicken1_D27_maxbin.016.fasta.contigs.fa,94.34,0.61,0.0,2441605,40096
chicken1_D27_maxbin.018.fasta.contigs.fa,91.11,1.34,0.0,3127510,50162
chicken1_D27_maxbin.020.fasta.contigs.fa,84.94,11.68,61.29,3743242,6896
chicken1_D27_maxbin.022.fasta_sub.contigs.fa,91.23,12.28,25.71,3427692,43960
chicken1_D27_maxbin.023.fasta.contigs.fa,81.33,0.32,0.0,2556997,57101
chicken1_D27_maxbin.024.fasta.contigs.fa,94.3,2.12,12.5,2652474,90182
chicken1_D27_maxbin.025.fasta.contigs.fa,94.3,1.34,0.0,2569301,37139
chicken1_D27_maxbin.026.fasta.contigs.fa,54.19,11.99,2.38,2186308,35921
chicken1_D27_maxbin.027.fasta.contigs.fa,80.95,2.04,80.0,1871588,70891
chicken1_D27_maxbin.028.fasta.contigs.fa,91.96,1.4,0.0,2065903,122937
chicken1_D27_maxbin.029.fasta.contigs.fa,85.61,4.93,37.5,2686392,76558
chicken1_D27_maxbin.030.fasta_sub.contigs.fa,26.34,3.48,18.75,1283453,23726
chicken1_D27_maxbin.031.fasta.contigs.fa,94.35,4.38,0.0,3215302,35781
chicken1_D27_maxbin.034.fasta.contigs.fa,45.61,11.29,12.88,4205375,33534
chicken1_D27_maxbin.035.fasta.contigs.fa,81.03,15.71,41.51,2300684,14926
chicken1_D27_maxbin.036.fasta.contigs.fa,91.81,9.36,6.9,4683789,31438
chicken1_D27_maxbin.037.fasta.contigs.fa,95.09,6.91,0.0,3573077,32131
chicken1_D27_maxbin.040.fasta.contigs.fa,89.02,23.03,6.45,3581092,26514
chicken1_D27_maxbin.042.fasta.contigs.fa,94.34,8.12,18.75,2934854,8456
chicken1_D27_maxbin.044.fasta_sub.contigs.fa,73.99,31.43,0.0,2741820,5002
chicken1_D27_maxbin.046.fasta.contigs.fa,98.31,2.69,0.0,2863986,13572
chicken1_D27_maxbin.049.fasta.contigs.fa,84.36,3.47,0.0,2052304,8762
chicken1_D27_maxbin.052.fasta.contigs.fa,71.71,20.21,1.64,4577580,3290
chicken1_D27_maxbin.058.fasta.contigs.fa,15.99,0.55,15.38,578066,2390
chicken1_D27_maxbin.062.fasta_sub.contigs.fa,44.02,27.56,6.96,4885265,2189
chicken1_D27_maxbin.064.fasta.contigs.fa,72.52,2.14,16.67,1924517,2629
chicken1_D27_metabat2.137.fa.contigs.fa,49.37,0.63,0.0,1593242,12066
chicken1_D27_metabat2.167.fa.contigs.fa,9.4,0.0,0.0,320270,81140
chicken1_D27_metabat2.43.fa.contigs.fa,46.4,1.34,0.0,1490650,54139
chicken1_D27_metabat2.95.fa.contigs.fa,48.66,0.0,0.0,838558,39774
chicken1_D28_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3887809,195373
chicken1_D28_maxbin.002.fasta.contigs.fa,97.38,0.12,0.0,3051164,240781
chicken1_D28_maxbin.003.fasta.contigs.fa,98.95,0.89,15.38,5406499,76771
chicken1_D28_maxbin.004.fasta.contigs.fa,91.16,0.23,0.0,2519428,84259
chicken1_D28_maxbin.005.fasta.contigs.fa,60.34,6.9,0.0,2565489,34220
chicken1_D28_maxbin.006.fasta.contigs.fa,81.88,2.68,0.0,2318580,97557
chicken1_D28_maxbin.007.fasta.contigs.fa,81.68,2.31,70.0,3321571,8380
chicken1_D28_maxbin.008.fasta.contigs.fa,90.27,6.98,20.0,2238902,29837
chicken1_D28_maxbin.009.fasta.contigs.fa,95.97,29.63,0.0,4197212,50333
chicken1_D28_maxbin.010.fasta.contigs.fa,75.81,0.0,0.0,1488684,49473
chicken1_D28_maxbin.012.fasta.contigs.fa,87.23,5.38,4.55,2981009,131719
chicken1_D28_maxbin.013.fasta.contigs.fa,98.25,4.15,6.06,3543787,28608
chicken1_D28_maxbin.014.fasta.contigs.fa,96.2,4.75,0.0,3139200,62220
chicken1_D28_maxbin.015.fasta.contigs.fa,94.51,7.21,11.11,3285431,65300
chicken1_D28_maxbin.016.fasta_sub.contigs.fa,35.89,3.51,92.31,2425177,75513
chicken1_D28_maxbin.017.fasta_sub.contigs.fa,77.13,1.91,66.67,2410654,30375
chicken1_D28_maxbin.018.fasta.contigs.fa,95.98,19.17,22.22,4148735,83170
chicken1_D28_maxbin.021.fasta.contigs.fa,77.34,2.24,0.0,1482762,59710
chicken1_D28_maxbin.022.fasta.contigs.fa,72.07,5.16,45.45,1954501,20587
chicken1_D28_maxbin.023.fasta.contigs.fa,87.34,12.38,6.67,4197416,51606
chicken1_D28_maxbin.024.fasta.contigs.fa,92.52,0.0,0.0,2947935,83880
chicken1_D28_maxbin.025.fasta.contigs.fa,91.96,1.4,0.0,1948531,286531
chicken1_D28_maxbin.029.fasta.contigs.fa,82.33,2.35,0.0,2433342,65608
chicken1_D28_maxbin.030.fasta.contigs.fa,75.73,3.44,0.0,2146388,53463
chicken1_D28_maxbin.032.fasta.contigs.fa,67.63,2.68,66.67,2111085,20894
chicken1_D28_maxbin.034.fasta_sub.contigs.fa,65.52,12.7,0.0,3286338,88923
chicken1_D28_maxbin.035.fasta.contigs.fa,93.4,4.38,0.0,2803985,33180
chicken1_D28_maxbin.037.fasta.contigs.fa,89.89,72.28,15.23,4072347,18846
chicken1_D28_maxbin.038.fasta_sub.contigs.fa,75.86,32.46,13.04,3589788,24659
chicken1_D28_maxbin.040.fasta.contigs.fa,77.35,0.88,0.0,2343543,25603
chicken1_D28_maxbin.041.fasta.contigs.fa,79.13,3.07,12.5,2727548,37408
chicken1_D28_maxbin.047.fasta.contigs.fa,92.71,3.28,8.7,2596789,5482
chicken1_D28_maxbin.048.fasta.contigs.fa,90.94,36.08,3.09,3307338,13170
chicken1_D28_maxbin.055.fasta.contigs.fa,88.84,1.42,33.33,2594925,5634
chicken1_D28_maxbin.061.fasta.contigs.fa,82.26,7.88,0.0,2061277,4399
chicken1_D28_maxbin.062.fasta.contigs.fa,75.26,7.78,4.76,1955646,3108
chicken1_D28_maxbin.066.fasta.contigs.fa,64.55,2.09,0.0,1663187,2925
chicken1_D28_maxbin.067.fasta.contigs.fa,5.43,0.0,0.0,662913,1990
chicken1_D28_maxbin.068.fasta.contigs.fa,63.89,4.15,16.67,1713851,2762
chicken1_D28_metabat2.130.fa.contigs.fa,10.14,0.07,0.0,506968,16413
chicken1_D28_metabat2.138.fa.contigs.fa,15.52,0.0,0.0,328255,100858
chicken1_D28_metabat2.195.fa.contigs.fa,23.01,0.0,0.0,699638,128101
chicken1_D28_metabat2.76.fa.contigs.fa,29.24,0.0,0.0,818870,496536
chicken1_D29_maxbin.002.fasta.contigs.fa,37.45,0.0,0.0,1159860,33564
chicken1_D29_maxbin.003.fasta.contigs.fa,85.37,0.91,0.0,2822383,86668
chicken1_D29_maxbin.005.fasta.contigs.fa,76.21,0.0,0.0,2173126,57833
chicken1_D29_maxbin.006.fasta.contigs.fa,77.34,0.89,0.0,1385162,60555
chicken1_D29_maxbin.007.fasta.contigs.fa,93.29,16.72,0.0,2555426,82411
chicken1_D29_maxbin.009.fasta.contigs.fa,4.68,0.0,0.0,858353,9450
chicken1_D29_maxbin.011.fasta.contigs.fa,4.03,0.34,0.0,467801,29029
chicken1_D29_maxbin.012.fasta.contigs.fa,11.41,1.34,0.0,446520,43635
chicken1_D29_maxbin.014.fasta.contigs.fa,81.64,6.17,5.0,1978266,69838
chicken1_D29_maxbin.016.fasta.contigs.fa,68.75,3.42,75.0,1720765,21565
chicken1_D29_maxbin.017.fasta.contigs.fa,94.83,19.87,37.21,3936944,64191
chicken1_D29_maxbin.018.fasta.contigs.fa,91.05,1.48,0.0,2240412,81776
chicken1_D29_maxbin.020.fasta.contigs.fa,87.25,1.34,0.0,2350343,91092
chicken1_D29_maxbin.022.fasta.contigs.fa,93.96,0.0,0.0,2514624,38601
chicken1_D29_maxbin.023.fasta.contigs.fa,68.35,3.06,0.0,3506070,77165
chicken1_D29_maxbin.026.fasta_sub.contigs.fa,63.9,0.68,0.0,1400915,36438
chicken1_D29_maxbin.028.fasta.contigs.fa,87.75,0.67,0.0,2674341,62124
chicken1_D29_maxbin.029.fasta.contigs.fa,95.13,0.0,0.0,2712014,158725
chicken1_D29_maxbin.030.fasta.contigs.fa,82.53,8.22,4.76,2279511,42302
chicken1_D29_maxbin.031.fasta.contigs.fa,100.0,0.0,0.0,3960803,191493
chicken1_D29_maxbin.032.fasta.contigs.fa,93.1,33.26,32.0,4574358,27372
chicken1_D29_maxbin.033.fasta.contigs.fa,91.28,1.49,0.0,3044007,71462
chicken1_D29_maxbin.034.fasta.contigs.fa,78.52,0.67,0.0,1967103,96367
chicken1_D29_maxbin.035.fasta.contigs.fa,89.68,18.88,0.0,3115502,40179
chicken1_D29_maxbin.036.fasta.contigs.fa,48.1,2.22,0.0,1535028,176150
chicken1_D29_maxbin.038.fasta.contigs.fa,93.29,4.02,0.0,2824687,54502
chicken1_D29_maxbin.039.fasta_sub.contigs.fa,77.04,31.01,5.71,5390062,22737
chicken1_D29_maxbin.040.fasta.contigs.fa,95.25,53.24,4.7,5656138,17347
chicken1_D29_maxbin.042.fasta.contigs.fa,81.92,17.4,17.07,2370108,48490
chicken1_D29_maxbin.043.fasta.contigs.fa,84.97,31.14,51.43,2928731,16310
chicken1_D29_maxbin.059.fasta.contigs.fa,93.01,2.57,17.24,4268371,6277
chicken1_D29_maxbin.062.fasta.contigs.fa,59.53,1.79,31.58,2605529,2177
chicken1_D29_maxbin.064.fasta.contigs.fa,66.4,15.68,2.27,2569158,2129
chicken1_D29_maxbin.070.fasta.contigs.fa,69.21,22.79,0.0,2000903,2239
chicken1_D29_maxbin.074.fasta.contigs.fa,38.56,2.56,0.0,1165146,1590
chicken1_D29_metabat2.114.fa.contigs.fa,58.5,0.22,0.0,1182675,20499
chicken1_D29_metabat2.116.fa_sub.contigs.fa,46.11,1.75,100.0,1161300,12129
chicken1_D29_metabat2.133.fa.contigs.fa,34.59,0.0,0.0,1139351,73988
chicken1_D29_metabat2.134.fa.contigs.fa,9.84,0.0,0.0,428325,50915
chicken1_D29_metabat2.144.fa.contigs.fa,17.69,0.0,0.0,341575,183629
chicken1_D29_metabat2.164.fa.contigs.fa,15.38,0.0,0.0,338080,71308
chicken1_D29_metabat2.63.fa.contigs.fa,11.44,0.0,0.0,280866,20006
chicken1_D29_metabat2.82.fa.contigs.fa,39.4,0.0,0.0,1082193,12669
chicken1_D2_maxbin.002.fasta.contigs.fa,71.43,0.91,0.0,2040705,98904
chicken1_D2_maxbin.003.fasta.contigs.fa,23.81,0.68,0.0,947538,95115
chicken1_D2_maxbin.004.fasta.contigs.fa,100.0,0.18,0.0,4153994,191493
chicken1_D2_maxbin.005.fasta.contigs.fa,39.09,1.95,0.0,2192651,75384
chicken1_D2_maxbin.006.fasta.contigs.fa,74.65,1.57,0.0,2049782,102051
chicken1_D2_maxbin.007.fasta.contigs.fa,55.97,3.8,30.0,1832112,64984
chicken1_D2_maxbin.008.fasta.contigs.fa,77.34,0.89,0.0,1387370,60555
chicken1_D2_maxbin.009.fasta.contigs.fa,90.8,5.34,0.0,3778288,40737
chicken1_D2_maxbin.010.fasta.contigs.fa,78.92,1.07,25.0,1987663,40885
chicken1_D2_maxbin.013.fasta.contigs.fa,93.29,13.76,0.0,2481123,64488
chicken1_D2_maxbin.014.fasta.contigs.fa,82.55,2.68,0.0,2548909,72058
chicken1_D2_maxbin.015.fasta.contigs.fa,95.3,2.01,0.0,2934449,41382
chicken1_D2_maxbin.016.fasta.contigs.fa,12.75,0.67,0.0,1708645,13665
chicken1_D2_maxbin.017.fasta.contigs.fa,86.58,2.68,0.0,2199015,95980
chicken1_D2_maxbin.018.fasta.contigs.fa,94.34,3.12,0.0,3029760,40933
chicken1_D2_maxbin.020.fasta.contigs.fa,85.07,2.68,0.0,3084011,52411
chicken1_D2_maxbin.021.fasta.contigs.fa,94.83,14.66,60.87,3619267,62506
chicken1_D2_maxbin.022.fasta.contigs.fa,94.2,69.48,22.06,4064682,21273
chicken1_D2_maxbin.023.fasta.contigs.fa,72.15,12.66,0.0,3552776,70537
chicken1_D2_maxbin.026.fasta.contigs.fa,85.03,1.7,25.0,2032826,83177
chicken1_D2_maxbin.027.fasta.contigs.fa,91.05,1.17,0.0,2324644,78487
chicken1_D2_maxbin.029.fasta.contigs.fa,83.39,7.27,42.86,2006817,12036
chicken1_D2_maxbin.030.fasta.contigs.fa,92.62,1.72,0.0,2726705,56157
chicken1_D2_maxbin.031.fasta.contigs.fa,98.11,0.0,0.0,2563091,21730
chicken1_D2_maxbin.032.fasta.contigs.fa,90.59,10.44,65.0,3383388,14328
chicken1_D2_maxbin.034.fasta.contigs.fa,85.91,2.01,0.0,2254191,58700
chicken1_D2_maxbin.038.fasta_sub.contigs.fa,81.12,13.33,0.0,2221449,64561
chicken1_D2_maxbin.039.fasta.contigs.fa,90.02,9.41,9.09,2838592,36165
chicken1_D2_maxbin.041.fasta.contigs.fa,97.84,3.73,52.63,4614283,10095
chicken1_D2_maxbin.042.fasta.contigs.fa,94.84,4.3,0.0,2978719,20702
chicken1_D2_maxbin.044.fasta.contigs.fa,96.49,64.92,1.37,7599484,3668
chicken1_D2_maxbin.047.fasta.contigs.fa,67.03,2.2,16.67,2233282,4701
chicken1_D2_maxbin.050.fasta.contigs.fa,85.54,54.02,11.56,2026985,5739
chicken1_D2_maxbin.058.fasta.contigs.fa,88.1,42.66,7.14,5460520,2553
chicken1_D2_maxbin.059.fasta.contigs.fa,75.86,20.14,58.14,1808949,3760
chicken1_D2_maxbin.069.fasta.contigs.fa,76.54,1.84,27.27,2836666,3073
chicken1_D2_metabat2.112.fa.contigs.fa,30.47,0.0,0.0,1133892,58343
chicken1_D2_metabat2.171.fa.contigs.fa,19.23,0.0,0.0,386118,134509
chicken1_D2_metabat2.36.fa.contigs.fa,27.52,0.0,0.0,477652,41885
chicken1_D2_metabat2.40.fa_sub.contigs.fa,12.66,0.0,0.0,917938,126406
chicken1_D2_metabat2.69.fa.contigs.fa,18.33,0.0,0.0,479811,57695
chicken1_D2_metabat2.76.fa.contigs.fa,64.39,0.0,0.0,1936360,34632
chicken1_D2_metabat2.77.fa.contigs.fa,29.11,0.0,0.0,722803,85522
chicken1_D30_maxbin.001.fasta.contigs.fa,77.02,1.61,0.0,2439241,69427
chicken1_D30_maxbin.002.fasta.contigs.fa,88.78,7.37,0.0,2707928,102324
chicken1_D30_maxbin.003.fasta.contigs.fa,99.63,0.19,0.0,2631647,35431
chicken1_D30_maxbin.004.fasta.contigs.fa,2.53,1.27,100.0,713989,9653
chicken1_D30_maxbin.006.fasta.contigs.fa,85.03,0.0,0.0,1863235,48570
chicken1_D30_maxbin.007.fasta.contigs.fa,95.59,9.65,8.7,3955044,31299
chicken1_D30_maxbin.008.fasta_sub.contigs.fa,71.81,6.04,0.0,2122868,84890
chicken1_D30_maxbin.010.fasta.contigs.fa,96.2,2.57,45.45,3734593,106269
chicken1_D30_maxbin.011.fasta.contigs.fa,90.94,4.64,31.58,2182913,65270
chicken1_D30_maxbin.012.fasta.contigs.fa,84.18,0.0,0.0,2543702,75329
chicken1_D30_maxbin.013.fasta.contigs.fa,68.46,2.01,33.33,1911706,82542
chicken1_D30_maxbin.015.fasta.contigs.fa,83.63,37.43,11.97,3493121,99524
chicken1_D30_maxbin.016.fasta.contigs.fa,62.64,4.39,13.33,2796539,49877
chicken1_D30_maxbin.017.fasta.contigs.fa,80.65,1.72,75.0,2899703,18891
chicken1_D30_maxbin.018.fasta.contigs.fa,97.38,0.0,0.0,3097466,165234
chicken1_D30_maxbin.019.fasta_sub.contigs.fa,10.77,1.8,25.0,2100838,13603
chicken1_D30_maxbin.020.fasta.contigs.fa,95.57,0.63,0.0,2879498,127523
chicken1_D30_maxbin.021.fasta_sub.contigs.fa,72.48,4.24,33.33,2594958,21116
chicken1_D30_maxbin.022.fasta.contigs.fa,87.63,6.72,93.75,3064944,52540
chicken1_D30_maxbin.023.fasta_sub.contigs.fa,83.01,4.19,0.0,2488898,76191
chicken1_D30_maxbin.024.fasta.contigs.fa,88.61,6.33,16.67,3265958,62526
chicken1_D30_maxbin.025.fasta.contigs.fa,98.66,2.01,0.0,2550072,53617
chicken1_D30_maxbin.026.fasta.contigs.fa,86.53,2.87,18.18,2849964,32408
chicken1_D30_maxbin.029.fasta.contigs.fa,76.48,4.5,7.14,3172862,8472
chicken1_D30_maxbin.031.fasta_sub.contigs.fa,61.13,25.24,51.35,3725321,2749
chicken1_D30_maxbin.037.fasta.contigs.fa,1.29,0.08,25.0,124928,2156
chicken1_D30_maxbin.038.fasta_sub.contigs.fa,86.46,69.01,25.0,4424754,2880
chicken1_D30_maxbin.041.fasta.contigs.fa,7.82,0.0,0.0,184441,1832
chicken1_D30_maxbin.042.fasta.contigs.fa,76.48,21.0,39.22,1872686,1919
chicken1_D30_metabat2.20.fa.contigs.fa,7.72,0.0,0.0,206285,166238
chicken1_D30_metabat2.33.fa_sub.contigs.fa,69.3,0.63,100.0,1927140,9896
chicken1_D30_metabat2.40.fa.contigs.fa,52.28,0.89,100.0,1457321,10101
chicken1_D30_metabat2.64.fa.contigs.fa,18.96,0.67,0.0,902891,52707
chicken1_D30_metabat2.67.fa.contigs.fa,22.81,0.0,0.0,619035,33879
chicken1_D30_metabat2.79.fa.contigs.fa,12.42,0.0,0.0,408015,61331
chicken1_D31_maxbin.001.fasta.contigs.fa,30.92,0.03,100.0,1464119,30146
chicken1_D31_maxbin.002.fasta.contigs.fa,66.82,0.76,40.0,3265806,46097
chicken1_D31_maxbin.004.fasta.contigs.fa,76.19,1.36,0.0,1896603,100531
chicken1_D31_maxbin.005.fasta.contigs.fa,100.0,0.0,0.0,4169459,195488
chicken1_D31_maxbin.007.fasta.contigs.fa,77.34,0.89,0.0,1378908,59715
chicken1_D31_maxbin.008.fasta.contigs.fa,92.95,0.0,0.0,2775547,33862
chicken1_D31_maxbin.010.fasta.contigs.fa,94.63,13.44,9.09,2706295,58607
chicken1_D31_maxbin.011.fasta.contigs.fa,91.61,2.83,7.69,2852302,56781
chicken1_D31_maxbin.012.fasta.contigs.fa,93.1,11.6,2.17,3001475,33780
chicken1_D31_maxbin.013.fasta.contigs.fa,80.98,0.67,0.0,2791774,58730
chicken1_D31_maxbin.015.fasta.contigs.fa,80.58,0.0,0.0,2391878,118488
chicken1_D31_maxbin.016.fasta.contigs.fa,74.19,0.81,0.0,1557359,47875
chicken1_D31_maxbin.017.fasta.contigs.fa,93.37,5.74,24.24,3255280,54536
chicken1_D31_maxbin.018.fasta.contigs.fa,96.84,8.41,4.35,3549190,101058
chicken1_D31_maxbin.021.fasta.contigs.fa,90.94,0.69,0.0,2521330,91811
chicken1_D31_maxbin.023.fasta.contigs.fa,92.86,2.46,22.22,2217155,48570
chicken1_D31_maxbin.024.fasta.contigs.fa,47.64,16.21,20.69,4670663,26974
chicken1_D31_maxbin.025.fasta.contigs.fa,94.74,7.89,8.33,3894067,50433
chicken1_D31_maxbin.026.fasta.contigs.fa,96.2,6.12,0.0,3354016,74686
chicken1_D31_maxbin.027.fasta.contigs.fa,91.26,0.7,0.0,2018514,122953
chicken1_D31_maxbin.033.fasta_sub.contigs.fa,48.51,13.87,0.0,2538043,26764
chicken1_D31_maxbin.035.fasta_sub.contigs.fa,76.03,6.64,7.41,4585497,127186
chicken1_D31_maxbin.036.fasta.contigs.fa,87.34,1.58,0.0,3234544,71470
chicken1_D31_maxbin.037.fasta.contigs.fa,79.19,0.89,0.0,2043732,73958
chicken1_D31_maxbin.038.fasta.contigs.fa,68.03,0.68,0.0,1600118,46084
chicken1_D31_maxbin.039.fasta.contigs.fa,71.34,4.29,37.5,2001325,63128
chicken1_D31_maxbin.041.fasta.contigs.fa,94.3,3.38,10.0,2949161,58758
chicken1_D31_maxbin.042.fasta.contigs.fa,98.87,1.25,0.0,3476279,66583
chicken1_D31_maxbin.043.fasta_sub.contigs.fa,76.54,1.31,0.0,2434448,52598
chicken1_D31_maxbin.044.fasta.contigs.fa,79.44,8.39,9.09,2330120,52757
chicken1_D31_maxbin.045.fasta.contigs.fa,88.37,21.95,1.72,2469343,20919
chicken1_D31_maxbin.046.fasta.contigs.fa,88.13,3.41,25.0,3307392,22316
chicken1_D31_maxbin.048.fasta.contigs.fa,84.3,26.99,9.86,2685049,9438
chicken1_D31_maxbin.049.fasta.contigs.fa,24.35,2.25,0.0,3853540,2607
chicken1_D31_maxbin.050.fasta.contigs.fa,86.69,9.37,25.0,2816498,6920
chicken1_D31_maxbin.053.fasta.contigs.fa,96.49,53.26,0.0,3517739,7304
chicken1_D31_maxbin.056.fasta.contigs.fa,77.31,5.5,0.0,2528033,2506
chicken1_D31_metabat2.102.fa.contigs.fa,14.73,0.0,0.0,785455,75480
chicken1_D31_metabat2.129.fa.contigs.fa,33.49,0.0,0.0,712886,144933
chicken1_D31_metabat2.179.fa.contigs.fa,23.94,0.0,0.0,453538,150847
chicken1_D31_metabat2.60.fa.contigs.fa,20.6,0.0,0.0,659566,107089
chicken1_D31_metabat2.80.fa.contigs.fa,16.39,0.0,0.0,483317,264050
chicken1_D32_maxbin.001.fasta.contigs.fa,93.2,1.08,60.0,4577474,55126
chicken1_D32_maxbin.002.fasta.contigs.fa,100.0,0.54,0.0,4229837,195488
chicken1_D32_maxbin.003.fasta.contigs.fa,67.67,0.81,0.0,2185541,118452
chicken1_D32_maxbin.004.fasta.contigs.fa,95.16,0.0,0.0,1985010,176082
chicken1_D32_maxbin.005.fasta.contigs.fa,76.61,1.61,50.0,1931912,48979
chicken1_D32_maxbin.006.fasta.contigs.fa,97.59,1.5,0.0,4775856,65304
chicken1_D32_maxbin.007.fasta.contigs.fa,98.08,0.12,0.0,4046808,109696
chicken1_D32_maxbin.008.fasta.contigs.fa,95.95,0.34,100.0,2652481,113068
chicken1_D32_maxbin.009.fasta.contigs.fa,95.08,1.29,0.0,3624668,24245
chicken1_D32_maxbin.010.fasta.contigs.fa,97.29,0.34,0.0,3533310,70738
chicken1_D32_maxbin.011.fasta.contigs.fa,80.25,21.53,7.55,4644438,2844
chicken1_D33_maxbin.001.fasta.contigs.fa,93.57,1.43,77.78,4491450,45763
chicken1_D33_maxbin.002.fasta.contigs.fa,92.54,0.0,0.0,2068338,155816
chicken1_D33_maxbin.003.fasta.contigs.fa,100.0,0.54,0.0,4285285,195368
chicken1_D33_maxbin.004.fasta.contigs.fa,97.39,1.5,0.0,4761838,69551
chicken1_D33_maxbin.005.fasta.contigs.fa,78.23,7.26,31.25,2196440,48979
chicken1_D33_maxbin.006.fasta.contigs.fa,67.67,0.0,0.0,2122284,107413
chicken1_D33_maxbin.007.fasta.contigs.fa,97.29,0.0,0.0,2752954,105393
chicken1_D33_maxbin.008.fasta.contigs.fa,94.63,1.06,20.0,3419082,21855
chicken1_D33_maxbin.009.fasta.contigs.fa,100.0,1.23,0.0,4178533,102126
chicken1_D33_maxbin.010.fasta.contigs.fa,97.29,1.68,0.0,3571379,57694
chicken1_D33_maxbin.011.fasta.contigs.fa,99.25,8.49,0.0,3767099,29935
chicken1_D33_maxbin.012.fasta.contigs.fa,96.55,36.14,12.96,4356759,3874
chicken1_D34_maxbin.001.fasta.contigs.fa,91.09,0.59,50.0,4285423,42009
chicken1_D34_maxbin.002.fasta.contigs.fa,91.16,7.71,0.0,2784182,77169
chicken1_D34_maxbin.004.fasta.contigs.fa,77.34,0.89,0.0,1470844,59705
chicken1_D34_maxbin.005.fasta.contigs.fa,94.3,0.0,0.0,3225490,33962
chicken1_D34_maxbin.006.fasta.contigs.fa,84.56,1.92,0.0,3191767,75433
chicken1_D34_maxbin.007.fasta.contigs.fa,97.3,0.0,0.0,3982942,219713
